rad_haplotyper -v FamA.recode.vcf -r reference.fasta -x 35 -d 10 -z 3 -m .5 -g FamA.gen -p FamA.popmap -t FamA.tsv -p1 SFL-1_SFL-A-F1 -p2 SFL-1_SFL-A-M1 -e
Locus	Sites	Haplotypes	Inds_Haplotyped	Total_Inds	Prop_Haplotyped	Status	Poss_Paralog	Low_Cov/Geno_Err	Miss_Geno	Comment
dDocent_Contig_107634	5	4	181	183	0.989	PASSED	0	0	2	
dDocent_Contig_107655	1	2	160	183	0.874	PASSED	0	0	23	
dDocent_Contig_10767	1	2	180	183	0.984	PASSED	0	0	3	
dDocent_Contig_1077	4	3	172	183	0.940	PASSED	2	0	9	
dDocent_Contig_10777	3	3	181	183	0.989	PASSED	0	0	2	
dDocent_Contig_107798	7	3	180	183	0.984	PASSED	0	2	1	
dDocent_Contig_107843	2	3	178	183	0.973	PASSED	0	0	5	
dDocent_Contig_107875	1	2	182	183	0.995	PASSED	0	0	1	
dDocent_Contig_107876	4	3	173	183	0.945	PASSED	0	1	9	
dDocent_Contig_10799	5	3	182	183	0.995	PASSED	0	0	1	
dDocent_Contig_107995	1	2	181	183	0.989	PASSED	0	0	2	
dDocent_Contig_10808	1	2	182	183	0.995	PASSED	0	0	1	
dDocent_Contig_10816	2	2	178	183	0.973	PASSED	0	0	5	
dDocent_Contig_108196	5	3	151	183	0.825	PASSED	1	5	26	
dDocent_Contig_1083	1	2	172	183	0.940	PASSED	0	0	11	
dDocent_Contig_10832	1	2	167	183	0.913	PASSED	0	0	16	
dDocent_Contig_108402	1	2	180	183	0.984	PASSED	0	0	3	
dDocent_Contig_108428	2	2	180	183	0.984	PASSED	0	0	3	
dDocent_Contig_108537	9	4	179	183	0.978	PASSED	0	0	4	
dDocent_Contig_10858	5	4	176	183	0.962	PASSED	0	0	7	
dDocent_Contig_10873	3	3	169	183	0.923	PASSED	0	0	14	
dDocent_Contig_10881	1	2	181	183	0.989	PASSED	0	0	2	
dDocent_Contig_10883	10	4	173	183	0.945	PASSED	1	2	7	
dDocent_Contig_108906	2	3	176	183	0.962	PASSED	1	0	6	
dDocent_Contig_109	4	3	164	183	0.896	PASSED	2	0	17	
dDocent_Contig_109011	4	3	166	183	0.907	PASSED	0	0	17	
dDocent_Contig_109020	10	10	13	183	0.071	FILTERED	0	170	0	Missing data
dDocent_Contig_10903	2	4	182	183	0.995	PASSED	0	0	1	
dDocent_Contig_10904	7	4	175	183	0.956	PASSED	1	0	7	
dDocent_Contig_10909	1	2	182	183	0.995	PASSED	0	0	1	
dDocent_Contig_10918	2	4	170	183	0.929	PASSED	3	0	10	
dDocent_Contig_109183	1	2	183	183	1.000	PASSED	0	0	0	
dDocent_Contig_109191	9	3	178	183	0.973	PASSED	0	1	4	
dDocent_Contig_10941	4	3	170	183	0.929	PASSED	1	0	12	
dDocent_Contig_109424	7	3	178	183	0.973	PASSED	1	0	4	
dDocent_Contig_109437	4	3	181	183	0.989	PASSED	0	0	2	
dDocent_Contig_10944	2	2	181	183	0.989	PASSED	0	0	2	
dDocent_Contig_109523	1	2	174	183	0.951	PASSED	0	0	9	
dDocent_Contig_109596	4	4	174	183	0.951	PASSED	3	0	6	
dDocent_Contig_1096	3	3	171	183	0.934	PASSED	0	0	12	
dDocent_Contig_10960	4	4	171	183	0.934	PASSED	2	0	10	
dDocent_Contig_109605	5	3	183	183	1.000	PASSED	0	0	0	
dDocent_Contig_109626	2	2	183	183	1.000	PASSED	0	0	0	
dDocent_Contig_109667	1	2	177	183	0.967	PASSED	0	0	6	
dDocent_Contig_10993	1	2	177	183	0.967	PASSED	0	0	6	
dDocent_Contig_10997	4	5	129	183	0.705	PASSED	45	0	9	
dDocent_Contig_110	2	3	182	183	0.995	PASSED	0	0	1	
dDocent_Contig_11000	2	3	167	183	0.913	PASSED	2	0	14	
dDocent_Contig_110001	3	4	165	183	0.902	PASSED	2	0	16	
dDocent_Contig_1101	3	3	178	183	0.973	PASSED	0	0	5	
dDocent_Contig_110113	4	3	164	183	0.896	PASSED	0	2	17	
dDocent_Contig_11016	1	2	182	183	0.995	PASSED	0	0	1	
dDocent_Contig_110178	6	4	178	183	0.973	PASSED	1	0	4	
dDocent_Contig_11022	1	2	158	183	0.863	PASSED	0	0	25	
dDocent_Contig_11034	5	3	181	183	0.989	PASSED	0	1	1	
dDocent_Contig_11036	1	2	183	183	1.000	PASSED	0	0	0	
dDocent_Contig_110469	2	3	171	183	0.934	PASSED	2	0	10	
dDocent_Contig_110552	1	2	182	183	0.995	PASSED	0	0	1	
dDocent_Contig_11061	11	4	179	183	0.978	PASSED	3	0	1	
dDocent_Contig_110765	4	4	181	183	0.989	PASSED	0	0	2	
dDocent_Contig_110843	2	3	176	183	0.962	PASSED	3	0	4	
dDocent_Contig_110864	2	2	171	183	0.934	PASSED	0	0	12	
dDocent_Contig_11090	2	2	179	183	0.978	PASSED	0	0	4	
dDocent_Contig_110914	2	3	180	183	0.984	PASSED	0	0	3	
dDocent_Contig_110926	2	2	183	183	1.000	PASSED	0	0	0	
dDocent_Contig_11094	2	3	181	183	0.989	PASSED	0	0	2	
dDocent_Contig_110987	3	3	164	183	0.896	PASSED	19	0	0	
dDocent_Contig_11136	4	3	178	183	0.973	PASSED	0	1	4	
dDocent_Contig_11137	1	2	166	183	0.907	PASSED	0	0	17	
dDocent_Contig_111385	3	3	181	183	0.989	PASSED	0	1	1	
dDocent_Contig_11149	2	3	178	183	0.973	PASSED	0	0	5	
dDocent_Contig_111577	5	4	180	183	0.984	PASSED	0	1	2	
dDocent_Contig_111619	1	2	183	183	1.000	PASSED	0	0	0	
dDocent_Contig_11192	8	4	162	183	0.885	PASSED	3	0	18	
dDocent_Contig_11194	1	2	183	183	1.000	PASSED	0	0	0	
dDocent_Contig_111953	1	2	183	183	1.000	PASSED	0	0	0	
dDocent_Contig_112066	3	3	183	183	1.000	PASSED	0	0	0	
dDocent_Contig_112075	1	2	165	183	0.902	PASSED	0	0	18	
dDocent_Contig_112195	1	2	179	183	0.978	PASSED	0	0	4	
dDocent_Contig_112199	2	2	172	183	0.940	PASSED	0	0	11	
dDocent_Contig_1122	1	2	183	183	1.000	PASSED	0	0	0	
dDocent_Contig_112233	3	2	181	183	0.989	PASSED	0	0	2	
dDocent_Contig_112350	3	3	172	183	0.940	PASSED	1	1	9	
dDocent_Contig_11248	1	2	182	183	0.995	PASSED	0	0	1	
dDocent_Contig_11249	4	3	176	183	0.962	PASSED	0	0	7	
dDocent_Contig_112745	2	3	169	183	0.923	PASSED	1	0	13	
dDocent_Contig_112760	4	3	182	183	0.995	PASSED	0	0	1	
dDocent_Contig_11280	3	3	182	183	0.995	PASSED	0	0	1	
dDocent_Contig_112800	2	2	163	183	0.891	PASSED	0	0	20	
dDocent_Contig_112813	2	3	168	183	0.918	PASSED	0	0	15	
dDocent_Contig_112830	3	2	176	183	0.962	PASSED	0	2	5	
dDocent_Contig_112837	1	2	183	183	1.000	PASSED	0	0	0	
dDocent_Contig_112849	7	4	179	183	0.978	PASSED	3	0	1	
dDocent_Contig_11286	2	3	154	183	0.842	PASSED	3	0	26	
dDocent_Contig_11296	3	3	180	183	0.984	PASSED	0	0	3	
dDocent_Contig_113099	5	4	182	183	0.995	PASSED	1	0	0	
dDocent_Contig_113147	3	4	164	183	0.896	PASSED	2	0	17	
dDocent_Contig_11322	7	3	181	183	0.989	PASSED	0	0	2	
dDocent_Contig_113226	2	2	164	183	0.896	PASSED	0	2	17	
dDocent_Contig_113263	1	2	183	183	1.000	PASSED	0	0	0	
dDocent_Contig_113458	4	3	181	183	0.989	PASSED	1	0	1	
dDocent_Contig_113552	5	4	183	183	1.000	PASSED	0	0	0	
dDocent_Contig_113593	7	4	177	183	0.967	PASSED	0	0	6	
dDocent_Contig_113644	3	3	177	183	0.967	PASSED	2	0	4	
dDocent_Contig_113733	12	4	178	183	0.973	PASSED	0	2	3	
dDocent_Contig_113794	2	3	182	183	0.995	PASSED	1	0	0	
dDocent_Contig_1138	1	2	183	183	1.000	PASSED	0	0	0	
dDocent_Contig_11380	5	3	178	183	0.973	PASSED	1	0	4	
dDocent_Contig_113822	7	2	172	183	0.940	PASSED	0	0	11	
dDocent_Contig_113826	2	3	175	183	0.956	PASSED	0	0	8	
dDocent_Contig_11396	7	4	176	183	0.962	PASSED	3	0	4	
dDocent_Contig_11400	2	2	179	183	0.978	PASSED	0	0	4	
dDocent_Contig_114038	4	4	182	183	0.995	PASSED	0	0	1	
dDocent_Contig_114079	8	4	180	183	0.984	PASSED	1	0	2	
dDocent_Contig_114190	3	3	179	183	0.978	PASSED	0	0	4	
dDocent_Contig_114215	4	3	166	183	0.907	PASSED	0	3	14	
dDocent_Contig_114253	1	2	183	183	1.000	PASSED	0	0	0	
dDocent_Contig_114277	1	2	174	183	0.951	PASSED	0	0	9	
dDocent_Contig_114329	1	2	172	183	0.940	PASSED	0	0	11	
dDocent_Contig_11448	4	3	183	183	1.000	PASSED	0	0	0	
dDocent_Contig_11462	5	3	178	183	0.973	PASSED	0	0	5	
dDocent_Contig_11463	10	4	181	183	0.989	PASSED	1	0	1	
dDocent_Contig_114662	5	4	182	183	0.995	PASSED	1	0	0	
dDocent_Contig_114712	11	4	182	183	0.995	PASSED	0	0	1	
dDocent_Contig_11475	7	4	171	183	0.934	PASSED	0	3	9	
dDocent_Contig_11476	4	3	183	183	1.000	PASSED	0	0	0	
dDocent_Contig_11498	7	4	153	183	0.836	PASSED	1	12	17	
dDocent_Contig_1150	3	2	181	183	0.989	PASSED	0	0	2	
dDocent_Contig_115061	2	3	168	183	0.918	PASSED	3	0	12	
dDocent_Contig_115070	1	2	183	183	1.000	PASSED	0	0	0	
dDocent_Contig_11522	2	3	183	183	1.000	PASSED	0	0	0	
dDocent_Contig_115222	5	3	176	183	0.962	PASSED	0	1	6	
dDocent_Contig_115279	1	2	178	183	0.973	PASSED	0	0	5	
dDocent_Contig_115331	4	4	109	183	0.596	PASSED	6	68	0	
dDocent_Contig_1154	10	5	165	183	0.902	PASSED	2	0	16	
dDocent_Contig_11546	5	4	180	183	0.984	PASSED	2	1	0	
dDocent_Contig_115544	2	2	183	183	1.000	PASSED	0	0	0	
dDocent_Contig_11559	7	4	171	183	0.934	PASSED	1	1	10	
dDocent_Contig_11565	4	5	168	183	0.918	PASSED	3	1	11	
dDocent_Contig_115658	5	4	181	183	0.989	PASSED	2	0	0	
dDocent_Contig_1157	1	2	173	183	0.945	PASSED	0	0	10	
dDocent_Contig_115706	2	2	158	183	0.863	PASSED	0	0	25	
dDocent_Contig_11578	4	4	182	183	0.995	PASSED	1	0	0	
dDocent_Contig_115946	3	2	167	183	0.913	PASSED	0	0	16	
dDocent_Contig_11602	8	3	182	183	0.995	PASSED	0	0	1	
dDocent_Contig_116082	3	2	182	183	0.995	PASSED	0	0	1	
dDocent_Contig_116090	2	3	182	183	0.995	PASSED	0	0	1	
dDocent_Contig_11611	4	3	183	183	1.000	PASSED	0	0	0	
dDocent_Contig_116138	3	4	178	183	0.973	PASSED	5	0	0	
dDocent_Contig_116302	6	4	168	183	0.918	PASSED	0	0	15	
dDocent_Contig_11636	3	4	183	183	1.000	PASSED	0	0	0	
dDocent_Contig_116362	2	3	157	183	0.858	PASSED	0	0	26	
dDocent_Contig_11638	3	4	170	183	0.929	PASSED	4	0	9	
dDocent_Contig_116540	4	4	178	183	0.973	PASSED	3	0	2	
dDocent_Contig_116658	2	2	182	183	0.995	PASSED	0	0	1	
dDocent_Contig_116680	1	2	182	183	0.995	PASSED	0	0	1	
dDocent_Contig_11670	1	2	167	183	0.913	PASSED	0	0	16	
dDocent_Contig_116709	3	2	168	183	0.918	PASSED	0	0	15	
dDocent_Contig_116738	2	4	169	183	0.923	PASSED	0	0	14	
dDocent_Contig_11681	4	3	181	183	0.989	PASSED	2	0	0	
dDocent_Contig_116912	1	2	174	183	0.951	PASSED	0	0	9	
dDocent_Contig_116936	3	2	181	183	0.989	PASSED	0	1	1	
dDocent_Contig_11701	1	2	176	183	0.962	PASSED	0	0	7	
dDocent_Contig_117020	1	2	183	183	1.000	PASSED	0	0	0	
dDocent_Contig_117120	2	2	183	183	1.000	PASSED	0	0	0	
dDocent_Contig_117373	3	4	167	183	0.913	PASSED	3	3	10	
dDocent_Contig_117417	1	2	176	183	0.962	PASSED	0	0	7	
dDocent_Contig_11765	1	2	181	183	0.989	PASSED	0	0	2	
dDocent_Contig_117686	4	5	161	183	0.880	PASSED	0	9	13	
dDocent_Contig_1177	5	4	183	183	1.000	PASSED	0	0	0	
dDocent_Contig_11770	1	2	173	183	0.945	PASSED	0	0	10	
dDocent_Contig_117913	3	3	182	183	0.995	PASSED	1	0	0	
dDocent_Contig_117925	7	4	165	183	0.902	PASSED	0	0	18	
dDocent_Contig_117947	4	4	177	183	0.967	PASSED	2	0	4	
dDocent_Contig_11805	9	4	177	183	0.967	PASSED	0	0	6	
dDocent_Contig_11813	7	3	179	183	0.978	PASSED	0	0	4	
dDocent_Contig_11845	1	2	183	183	1.000	PASSED	0	0	0	
dDocent_Contig_118480	1	2	179	183	0.978	PASSED	0	0	4	
dDocent_Contig_11849	1	2	182	183	0.995	PASSED	0	0	1	
dDocent_Contig_118495	1	2	181	183	0.989	PASSED	0	0	2	
dDocent_Contig_1185	4	4	165	183	0.902	PASSED	1	0	17	
dDocent_Contig_118508	15	4	180	183	0.984	PASSED	1	0	2	
dDocent_Contig_118540	8	4	181	183	0.989	PASSED	0	0	2	
dDocent_Contig_118656	3	4	176	183	0.962	PASSED	0	0	7	
dDocent_Contig_118765	4	3	90	183	0.492	FILTERED	0	93	0	Missing data
dDocent_Contig_11878	1	2	183	183	1.000	PASSED	0	0	0	
dDocent_Contig_11886	8	4	180	183	0.984	PASSED	2	0	1	
dDocent_Contig_118958	1	2	177	183	0.967	PASSED	0	0	6	
dDocent_Contig_11900	5	4	182	183	0.995	PASSED	1	0	0	
dDocent_Contig_11919	2	2	178	183	0.973	PASSED	0	0	5	
dDocent_Contig_11933	4	4	176	183	0.962	PASSED	0	0	7	
dDocent_Contig_119333	7	4	178	183	0.973	PASSED	3	0	2	
dDocent_Contig_119334	3	3	182	183	0.995	PASSED	1	0	0	
dDocent_Contig_119372	3	3	183	183	1.000	PASSED	0	0	0	
dDocent_Contig_11943	2	3	167	183	0.913	PASSED	2	0	14	
dDocent_Contig_11953	6	3	178	183	0.973	PASSED	1	0	4	
dDocent_Contig_119538	5	3	176	183	0.962	PASSED	0	1	6	
dDocent_Contig_119742	2	2	180	183	0.984	PASSED	0	0	3	
dDocent_Contig_11977	2	3	175	183	0.956	PASSED	0	0	8	
dDocent_Contig_119826	1	2	173	183	0.945	PASSED	0	0	10	
dDocent_Contig_11999	1	2	174	183	0.951	PASSED	0	0	9	
dDocent_Contig_120	5	4	171	183	0.934	PASSED	1	0	11	
dDocent_Contig_120069	3	3	178	183	0.973	PASSED	0	2	3	
dDocent_Contig_120071	1	2	180	183	0.984	PASSED	0	0	3	
dDocent_Contig_120125	3	4	182	183	0.995	PASSED	0	0	1	
dDocent_Contig_120142	5	5	127	183	0.694	PASSED	6	24	26	
dDocent_Contig_12020	4	3	163	183	0.891	PASSED	0	6	14	
dDocent_Contig_12034	2	2	183	183	1.000	PASSED	0	0	0	
dDocent_Contig_12039	1	2	174	183	0.951	PASSED	0	0	9	
dDocent_Contig_120494	6	4	183	183	1.000	PASSED	0	0	0	
dDocent_Contig_120575	6	5	178	183	0.973	PASSED	0	0	5	
dDocent_Contig_120609	1	2	178	183	0.973	PASSED	0	0	5	
dDocent_Contig_12065	5	4	176	183	0.962	PASSED	0	0	7	
dDocent_Contig_12068	3	4	181	183	0.989	PASSED	2	0	0	
dDocent_Contig_120683	2	2	183	183	1.000	PASSED	0	0	0	
dDocent_Contig_1207	2	2	161	183	0.880	PASSED	0	0	22	
dDocent_Contig_120715	2	3	145	183	0.792	PASSED	28	0	10	
dDocent_Contig_120726	2	2	178	183	0.973	PASSED	0	0	5	
dDocent_Contig_121123	4	3	169	183	0.923	PASSED	0	0	14	
dDocent_Contig_121221	1	2	174	183	0.951	PASSED	0	0	9	
dDocent_Contig_121375	8	4	135	183	0.738	PASSED	1	34	13	
dDocent_Contig_12143	2	3	183	183	1.000	PASSED	0	0	0	
dDocent_Contig_121503	2	2	170	183	0.929	PASSED	0	0	13	
dDocent_Contig_12156	2	4	179	183	0.978	PASSED	0	0	4	
dDocent_Contig_121610	7	3	178	183	0.973	PASSED	0	0	5	
dDocent_Contig_121713	1	2	183	183	1.000	PASSED	0	0	0	
dDocent_Contig_121755	5	4	182	183	0.995	PASSED	0	0	1	
dDocent_Contig_122064	1	2	182	183	0.995	PASSED	0	0	1	
dDocent_Contig_122156	2	3	178	183	0.973	PASSED	2	0	3	
dDocent_Contig_12216	6	3	171	183	0.934	PASSED	0	0	12	
dDocent_Contig_12218	3	4	180	183	0.984	PASSED	1	0	2	
dDocent_Contig_12222	1	2	183	183	1.000	PASSED	0	0	0	
dDocent_Contig_122239	2	3	180	183	0.984	PASSED	2	0	1	
dDocent_Contig_122254	2	3	183	183	1.000	PASSED	0	0	0	
dDocent_Contig_122265	1	2	182	183	0.995	PASSED	0	0	1	
dDocent_Contig_122292	5	4	166	183	0.907	PASSED	0	0	17	
dDocent_Contig_122349	1	2	176	183	0.962	PASSED	0	0	7	
dDocent_Contig_12243	2	2	163	183	0.891	PASSED	0	0	20	
dDocent_Contig_12244	2	2	161	183	0.880	PASSED	0	0	22	
dDocent_Contig_122449	1	2	181	183	0.989	PASSED	0	0	2	
dDocent_Contig_122626	4	3	174	183	0.951	PASSED	0	1	8	
dDocent_Contig_122669	4	4	158	183	0.863	PASSED	9	16	0	
dDocent_Contig_122687	3	3	183	183	1.000	PASSED	0	0	0	
dDocent_Contig_122773	2	2	161	183	0.880	PASSED	0	0	22	
dDocent_Contig_12285	1	2	179	183	0.978	PASSED	0	0	4	
dDocent_Contig_122871	1	2	181	183	0.989	PASSED	0	0	2	
dDocent_Contig_12289	2	3	170	183	0.929	PASSED	1	0	12	
dDocent_Contig_122916	7	3	180	183	0.984	PASSED	0	2	1	
dDocent_Contig_123058	3	3	153	183	0.836	PASSED	8	0	22	
dDocent_Contig_12309	3	3	181	183	0.989	PASSED	0	0	2	
dDocent_Contig_123099	1	2	182	183	0.995	PASSED	0	0	1	
dDocent_Contig_123195	10	3	180	183	0.984	PASSED	2	0	1	
dDocent_Contig_123246	1	2	182	183	0.995	PASSED	0	0	1	
dDocent_Contig_123351	1	2	166	183	0.907	PASSED	0	0	17	
dDocent_Contig_123370	1	2	182	183	0.995	PASSED	0	0	1	
dDocent_Contig_123378	3	3	176	183	0.962	PASSED	1	0	6	
dDocent_Contig_123429	10	4	181	183	0.989	PASSED	1	0	1	
dDocent_Contig_123441	6	4	178	183	0.973	PASSED	4	1	0	
dDocent_Contig_12345	2	2	160	183	0.874	PASSED	0	0	23	
dDocent_Contig_12346	6	5	160	183	0.874	PASSED	4	3	16	
dDocent_Contig_12358	6	3	111	183	0.607	PASSED	0	68	4	
