"LOCUS" "LG_F" "POS_F" "LG_M" "POS_M"
"43" "dDocent_Contig_273666" 4 3.00000008468766e-07 14 59.0994954339733
"44" "dDocent_Contig_42990" 4 3.00000008468766e-07 NA NA
"45" "dDocent_Contig_49413" 4 3.00000008468766e-07 14 51.8863002601793
"46" "dDocent_Contig_58266" 4 3.00000008468766e-07 NA NA
"47" "dDocent_Contig_59561" 4 3.00000008468766e-07 NA NA
"48" "dDocent_Contig_89781" 4 3.00000008468766e-07 14 15.306205379661
"49" "dDocent_Contig_21226" 4 4.00000011291688e-07 NA NA
"50" "dDocent_Contig_30011" 4 5.0000001411461e-07 14 48.0347310903464
"51" "dDocent_Contig_355" 4 6.00000016937532e-07 14 34.6517478005709
"52" "dDocent_Contig_360820" 8 0.515375504544378 21 56.4786174479674
"53" "dDocent_Contig_145912" 11 0.515997463889544 12 0.52102616730993
"54" "dDocent_Contig_23646" 23 0.517191029912112 23 1.00000002822922e-07
"55" "dDocent_Contig_129866" 23 0.517191129912115 23 1.00000002822922e-07
"56" "dDocent_Contig_60338" 13 0.517191657484951 11 69.5804324745923
"57" "dDocent_Contig_71710" 9 0.517191657488805 13 0
"58" "dDocent_Contig_251033" 16 0.517191657668024 NA NA
"59" "dDocent_Contig_9392" 14 0.517191658559346 5 23.2840244632606
"60" "dDocent_Contig_14875" 13 0.517191757484954 NA NA
"61" "dDocent_Contig_17168" 13 0.517191757484954 NA NA
"62" "dDocent_Contig_209827" 13 0.517191757484954 NA NA
"63" "dDocent_Contig_2305" 13 0.517191757484954 11 3.63837464092497
"64" "dDocent_Contig_232983" 13 0.517191757484954 11 6.75568626037403
"65" "dDocent_Contig_326641" 13 0.517191757484954 11 88.6145995857236
"66" "dDocent_Contig_342473" 13 0.517191757484954 11 15.7707811002504
"67" "dDocent_Contig_60276" 13 0.517191757484954 11 0.524908017626608
"68" "dDocent_Contig_63722" 9 0.517191757488808 NA NA
"69" "dDocent_Contig_27826" 16 0.517191757668027 NA NA
"70" "dDocent_Contig_39616" 14 0.517191758559349 5 55.9945951615005
"71" "dDocent_Contig_44561" 13 0.517191857484957 11 81.556898485807
"72" "dDocent_Contig_33409" 9 0.51719185748881 13 2.00000005645844e-07
"73" "dDocent_Contig_57861" 16 0.517191857668029 7 24.6282199866592
"74" "dDocent_Contig_37463" 14 0.517191858559351 5 74.9527371469442
"75" "dDocent_Contig_169675" 14 0.517191858559351 5 42.1491912210947
"76" "dDocent_Contig_179567" 14 0.517191858559351 5 37.6312245187628
"77" "dDocent_Contig_228442" 14 0.517191858559351 5 59.0842342021307
"78" "dDocent_Contig_25808" 14 0.517191858559351 5 50.7924628652597
"79" "dDocent_Contig_18098" 13 0.51719195748496 11 73.1334154201689
"80" "dDocent_Contig_14595" 13 0.51719195748496 11 11.9613319930006
"81" "dDocent_Contig_17041" 13 0.51719195748496 11 1.76653009795709
"82" "dDocent_Contig_230035" 13 0.51719195748496 11 4.8890938171103
"83" "dDocent_Contig_26495" 13 0.51719195748496 11 88.6145994857236
"84" "dDocent_Contig_29858" 13 0.51719195748496 NA NA
"85" "dDocent_Contig_30202" 13 0.51719195748496 NA NA
"86" "dDocent_Contig_3782" 13 0.51719195748496 11 79.0293362918745
"87" "dDocent_Contig_69393" 9 0.517191957488813 13 106.723705341887
"88" "dDocent_Contig_103448" 9 0.517191957488813 13 1.00000002822922e-07
"89" "dDocent_Contig_147906" 9 0.517191957488813 NA NA
"90" "dDocent_Contig_43510" 9 0.517191957488813 13 75.7787322208475
"91" "dDocent_Contig_4692" 9 0.517191957488813 13 7.21088120752304
"92" "dDocent_Contig_84818" 9 0.517191957488813 13 64.2267291335504
"93" "dDocent_Contig_49245" 16 0.517191957668032 7 35.1390293293236
"94" "dDocent_Contig_11765" 16 0.517191957668032 NA NA
"95" "dDocent_Contig_13457" 16 0.517191957668032 NA NA
"96" "dDocent_Contig_13628" 16 0.517191957668032 7 40.1776489822348
"97" "dDocent_Contig_13812" 16 0.517191957668032 7 44.0320804375209
"98" "dDocent_Contig_144226" 16 0.517191957668032 7 39.5616994976484
"99" "dDocent_Contig_180953" 16 0.517191957668032 NA NA
"100" "dDocent_Contig_28050" 16 0.517191957668032 7 23.3780335109407
"101" "dDocent_Contig_28742" 16 0.517191957668032 7 34.5191781856871
"102" "dDocent_Contig_43948" 16 0.517191957668032 7 40.1776489822348
"103" "dDocent_Contig_4551" 16 0.517191957668032 NA NA
"104" "dDocent_Contig_62487" 16 0.517191957668032 NA NA
"105" "dDocent_Contig_6714" 16 0.517191957668032 NA NA
"106" "dDocent_Contig_7169" 16 0.517191957668032 7 34.5191782856871
"107" "dDocent_Contig_18146" 14 0.517191958559354 5 23.891566381109
"108" "dDocent_Contig_68316" 13 0.517192057484963 11 1.14603429296114
"109" "dDocent_Contig_127162" 9 0.517192057488816 13 15.6870224846931
"110" "dDocent_Contig_26423" 16 0.517192057668035 7 15.7548073941796
"111" "dDocent_Contig_144665" 14 0.517192058559357 NA NA
"112" "dDocent_Contig_24184" 13 0.517192157484966 11 86.0830101103469
"113" "dDocent_Contig_20310" 9 0.517192157488819 13 0.615114678448012
"114" "dDocent_Contig_149363" 9 0.517192157488819 13 101.856968478949
"115" "dDocent_Contig_26199" 9 0.517192157488819 13 108.942549508298
"116" "dDocent_Contig_327" 9 0.517192157488819 13 13.7997786151597
"117" "dDocent_Contig_37671" 9 0.517192157488819 13 75.7787322208475
"118" "dDocent_Contig_286444" 16 0.517192157668038 7 48.4663119668126
"119" "dDocent_Contig_104837" 14 0.51719215855936 5 56.5946458084345
"120" "dDocent_Contig_43997" 14 0.51719215855936 NA NA
"121" "dDocent_Contig_1101" 13 0.517192257484968 11 66.0251556239993
"122" "dDocent_Contig_8848" 9 0.517192257488822 NA NA
"123" "dDocent_Contig_54822" 16 0.517192257668041 7 25.2416778607467
"124" "dDocent_Contig_330536" 14 0.517192258559363 5 62.9379224608321
"125" "dDocent_Contig_25928" 9 0.517192357488824 13 13.7997785151597
"126" "dDocent_Contig_20453" 16 0.517192357668044 7 13.2218918119746
"127" "dDocent_Contig_111577" 16 0.517192357668044 7 45.2775756290324
"128" "dDocent_Contig_20890" 16 0.517192357668044 7 56.3937124955313
"129" "dDocent_Contig_21728" 16 0.517192357668044 7 21.492298859994
"130" "dDocent_Contig_26467" 16 0.517192357668044 NA NA
"131" "dDocent_Contig_28309" 16 0.517192357668044 7 56.3937124955313
"132" "dDocent_Contig_37992" 16 0.517192357668044 NA NA
"133" "dDocent_Contig_53181" 16 0.517192357668044 7 48.4663118668126
"134" "dDocent_Contig_55599" 16 0.517192357668044 7 56.3937124955313
"135" "dDocent_Contig_5706" 16 0.517192357668044 7 53.2384126999715
"136" "dDocent_Contig_9496" 16 0.517192357668044 7 37.0267525981636
"137" "dDocent_Contig_13164" 9 0.517192457488827 13 90.0547985851455
"138" "dDocent_Contig_9384" 9 0.517192457488827 13 82.2184293117091
"139" "dDocent_Contig_242464" 16 0.517192457668046 NA NA
"140" "dDocent_Contig_10918" 9 0.51719255748883 13 17.5612959668221
"141" "dDocent_Contig_1316" 21 0.517194904701617 NA NA
"142" "dDocent_Contig_220558" 22 0.517195471821372 NA NA
"143" "dDocent_Contig_72480" 2 0.520508161643247 NA NA
"144" "dDocent_Contig_57229" 20 0.521025867680189 18 38.053753605176
"145" "dDocent_Contig_8234" 20 0.521025967680192 18 26.7845175592545
"146" "dDocent_Contig_84389" 20 0.521026067680195 NA NA
"147" "dDocent_Contig_14591" 20 0.521026067680195 18 15.0135861899932
"148" "dDocent_Contig_14784" 20 0.521026067680195 NA NA
"149" "dDocent_Contig_190271" 20 0.521026067680195 18 3.01929430406211
"150" "dDocent_Contig_22610" 20 0.521026067680195 18 5.55424118256689
"151" "dDocent_Contig_296916" 20 0.521026067680195 NA NA
"152" "dDocent_Contig_40650" 20 0.521026067680195 NA NA
"153" "dDocent_Contig_60817" 20 0.521026067680195 18 12.4806068551215
"154" "dDocent_Contig_9265" 20 0.521026067680195 NA NA
"155" "dDocent_Contig_286764" 20 0.521026167680198 NA NA
"156" "dDocent_Contig_105948" 20 0.521026167680198 18 39.9252852903047
"157" "dDocent_Contig_129129" 20 0.521026167680198 NA NA
"158" "dDocent_Contig_12934" 20 0.521026167680198 18 2.40008913049932
"159" "dDocent_Contig_132967" 20 0.521026167680198 18 8.05989142184861
"160" "dDocent_Contig_224858" 20 0.521026167680198 NA NA
"161" "dDocent_Contig_41318" 20 0.521026167680198 NA NA
"162" "dDocent_Contig_4305" 20 0.521026167680198 NA NA
"163" "dDocent_Contig_53447" 20 0.521026167680198 18 1.77959018332788
"164" "dDocent_Contig_61940" 20 0.521026167680198 NA NA
"165" "dDocent_Contig_62851" 20 0.521026167680198 18 0.528223223905002
"166" "dDocent_Contig_69979" 20 0.521026167680198 NA NA
"167" "dDocent_Contig_9237" 20 0.521026167680198 NA NA
"168" "dDocent_Contig_52900" 20 0.521026267680201 18 39.304665696024
"169" "dDocent_Contig_29868" 12 0.524927524581157 9 56.7749560802468
"170" "dDocent_Contig_5900" 18 0.528837808791153 NA NA
"171" "dDocent_Contig_9892" 18 0.528837908791156 NA NA
"172" "dDocent_Contig_79954" 6 0.615378805506731 2 2.95324533903414
"173" "dDocent_Contig_15673" 7 0.617190426317551 19 55.0375321854089
"174" "dDocent_Contig_11933" 7 0.617190526317553 19 55.0375321854089
"175" "dDocent_Contig_136722" 7 0.617190526317553 NA NA
"176" "dDocent_Contig_326075" 1 0.617190640268229 1 57.0921783068686
"177" "dDocent_Contig_5988" 1 0.617190740268232 1 57.0921779068686
"178" "dDocent_Contig_251146" 2 1.03769981913972 NA NA
"179" "dDocent_Contig_7279" 2 1.03769991913973 4 30.758079641143
"180" "dDocent_Contig_35427" 2 1.03770001913973 4 77.8096913790629
"181" "dDocent_Contig_188738" 2 1.03770011913973 4 50.1470429642883
"182" "dDocent_Contig_306378" 2 1.03770021913974 NA NA
"183" "dDocent_Contig_14449" 2 1.03770021913974 4 77.8096914790629
"184" "dDocent_Contig_164283" 2 1.03770021913974 4 48.2720589938662
"185" "dDocent_Contig_29969" 2 1.03770021913974 NA NA
"186" "dDocent_Contig_3390" 2 1.03770021913974 4 78.4309897196702
"187" "dDocent_Contig_6885" 2 1.03770021913974 4 68.820325057399
"188" "dDocent_Contig_8452" 2 1.03770021913974 4 1.00000002822922e-07
"189" "dDocent_Contig_77343" 2 1.03770031913974 NA NA
"190" "dDocent_Contig_103135" 2 1.03770041913974 4 78.4309895196702
"191" "dDocent_Contig_58061" 2 1.03770051913974 4 32.6464227921992
"192" "dDocent_Contig_5746" 2 1.03770061913975 NA NA
"193" "dDocent_Contig_297190" 2 1.03770071913975 4 64.3629841968167
"194" "dDocent_Contig_10941" 2 1.03770081913975 NA NA
"195" "dDocent_Contig_35997" 2 1.03770091913976 4 41.8988293663549
"196" "dDocent_Contig_187289" 2 1.03770101913976 NA NA
"197" "dDocent_Contig_11476" 2 1.03770101913976 4 0
"198" "dDocent_Contig_118656" 2 1.03770101913976 4 78.4309897196702
"199" "dDocent_Contig_15622" 2 1.03770101913976 4 45.0847167711177
"200" "dDocent_Contig_25822" 2 1.03770101913976 4 78.4309897196702
"201" "dDocent_Contig_41038" 2 1.03770101913976 4 1.88069588174492
"202" "dDocent_Contig_6959" 2 1.03770101913976 4 33.2662314585839
"203" "dDocent_Contig_8071" 2 1.03770111913976 4 33.9290884145773
"204" "dDocent_Contig_45297" 21 1.1248848510947 17 95.5465189040334
"205" "dDocent_Contig_16173" 13 1.13448786275898 NA NA
"206" "dDocent_Contig_21227" 22 1.13449112472445 NA NA
"207" "dDocent_Contig_243672" 22 1.13449122472445 NA NA
"208" "dDocent_Contig_80895" 22 1.13449122472445 22 1.16579066558912
"209" "dDocent_Contig_12039" 22 1.13449132472446 NA NA
"210" "dDocent_Contig_331327" 20 1.13831752639383 18 41.8388798643271
"211" "dDocent_Contig_219013" 20 1.13831762639383 18 42.45942871288
"212" "dDocent_Contig_22259" 10 1.1421998035055 10 2.56041929456364
"213" "dDocent_Contig_128759" 10 1.1421999035055 NA NA
"214" "dDocent_Contig_202990" 10 1.1422000035055 10 11.9659681841251
"215" "dDocent_Contig_63516" 10 1.14220010350551 10 40.419510848583
"216" "dDocent_Contig_35267" 10 1.14220020350551 10 1.86518595445318
"217" "dDocent_Contig_86520" 10 1.14220030350551 10 49.21784422655
"218" "dDocent_Contig_107875" 10 1.14220030350551 NA NA
"219" "dDocent_Contig_11094" 10 1.14220030350551 10 6.96391578535308
"220" "dDocent_Contig_192305" 10 1.14220030350551 10 41.0409147866894
"221" "dDocent_Contig_19718" 10 1.14220030350551 NA NA
"222" "dDocent_Contig_23570" 10 1.14220030350551 NA NA
"223" "dDocent_Contig_237447" 10 1.14220030350551 NA NA
"224" "dDocent_Contig_249952" 10 1.14220030350551 10 42.9278307832081
"225" "dDocent_Contig_41408" 10 1.14220030350551 NA NA
"226" "dDocent_Contig_42799" 10 1.14220030350551 10 39.8036927329415
"227" "dDocent_Contig_5786" 10 1.14220030350551 10 5.09398929007141
"228" "dDocent_Contig_730" 10 1.14220030350551 NA NA
"229" "dDocent_Contig_80211" 10 1.14220030350551 10 26.6151116927468
"230" "dDocent_Contig_16582" 10 1.14220040350552 10 40.419510748583
"231" "dDocent_Contig_110926" 10 1.14220040350552 NA NA
"232" "dDocent_Contig_115544" 10 1.14220040350552 NA NA
"233" "dDocent_Contig_16583" 10 1.14220040350552 10 2.56041929456364
"234" "dDocent_Contig_22362" 10 1.14220040350552 10 46.6842307446943
"235" "dDocent_Contig_240437" 10 1.14220040350552 NA NA
"236" "dDocent_Contig_356616" 10 1.14220040350552 10 44.8155719454812
"237" "dDocent_Contig_58600" 10 1.14220040350552 NA NA
"238" "dDocent_Contig_85639" 10 1.14220040350552 10 2.56041919456363
"239" "dDocent_Contig_95836" 10 1.14220040350552 10 33.9097183756495
"240" "dDocent_Contig_51600" 10 1.14220050350552 NA NA
"241" "dDocent_Contig_198199" 12 1.14221534574648 NA NA
"242" "dDocent_Contig_63351" 12 1.14221544574648 NA NA
"243" "dDocent_Contig_16379" 12 1.14221554574648 NA NA
"244" "dDocent_Contig_4251" 12 1.14221564574648 9 14.7266376584776
"245" "dDocent_Contig_142757" 12 1.14221564574648 9 42.8307672507847
"246" "dDocent_Contig_163599" 12 1.14221564574648 9 33.2846289840595
"247" "dDocent_Contig_26493" 12 1.14221564574648 NA NA
"248" "dDocent_Contig_27993" 12 1.14221564574648 NA NA
"249" "dDocent_Contig_356505" 12 1.14221564574648 9 40.9450072082554
"250" "dDocent_Contig_72601" 12 1.14221564574648 9 58.8758202411789
"251" "dDocent_Contig_13506" 12 1.14221574574649 9 16.5972168209298
"252" "dDocent_Contig_14839" 12 1.14221574574649 9 23.0495921556567
"253" "dDocent_Contig_1684" 12 1.14221574574649 NA NA
"254" "dDocent_Contig_169587" 12 1.14221574574649 9 50.774472012731
"255" "dDocent_Contig_169742" 12 1.14221574574649 NA NA
"256" "dDocent_Contig_2145" 12 1.14221574574649 9 44.7178550669531
"257" "dDocent_Contig_37175" 12 1.14221574574649 9 32.6673860716263
"258" "dDocent_Contig_3889" 12 1.14221574574649 9 37.1397175224031
"259" "dDocent_Contig_57634" 12 1.14221574574649 9 15.9773513373112
"260" "dDocent_Contig_6302" 12 1.14221574574649 9 46.6026126906083
"261" "dDocent_Contig_77157" 12 1.14221574574649 NA NA
"262" "dDocent_Contig_99410" 12 1.14221574574649 9 16.5972168209298
"263" "dDocent_Contig_66767" 12 1.14221584574649 9 56.1559760980134
"264" "dDocent_Contig_31238" 12 1.14221594574649 9 31.4196064471746
"265" "dDocent_Contig_293918" 12 1.1422160457465 9 57.5100162361244
"266" "dDocent_Contig_4641" 15 1.15787406756659 8 0.528838996478638
"267" "dDocent_Contig_1254" 3 1.16579028184161 NA NA
"268" "dDocent_Contig_31814" 3 1.16579038184162 6 20.6436710899216
"269" "dDocent_Contig_37125" 3 1.16579048184162 6 1.78691626692528
"270" "dDocent_Contig_5548" 3 1.16579058184162 NA NA
"271" "dDocent_Contig_3502" 3 1.16579068184162 6 9.28013739829366
"272" "dDocent_Contig_10702" 3 1.16579068184162 NA NA
"273" "dDocent_Contig_12852" 3 1.16579068184162 6 6.7882966845828
"274" "dDocent_Contig_2867" 3 1.16579068184162 NA NA
"275" "dDocent_Contig_4163" 3 1.16579068184162 NA NA
"276" "dDocent_Contig_68910" 3 1.16579068184162 6 19.8813637644696
"277" "dDocent_Contig_34072" 3 1.16579078184163 6 9.28013729829366
"278" "dDocent_Contig_257" 3 1.16579088184163 6 8.6589832914243
"279" "dDocent_Contig_88151" 3 1.16579098184163 6 3.02917996451714
"280" "dDocent_Contig_23649" 3 1.16579098184163 6 27.1740312677464
"281" "dDocent_Contig_25202" 3 1.16579098184163 6 1.78691636692528
"282" "dDocent_Contig_377178" 3 1.16579098184163 6 8.0377812441799
"283" "dDocent_Contig_38257" 3 1.16579098184163 6 12.8575271502881
"284" "dDocent_Contig_2641" 3 1.16579108184164 6 3.64977744937328
"285" "dDocent_Contig_12065" 3 1.16579118184164 6 14.1074912139917
"286" "dDocent_Contig_329035" 4 1.2424117808254 NA NA
"287" "dDocent_Contig_224783" 13 1.75178346810944 NA NA
"288" "dDocent_Contig_182413" 13 1.75178356810945 11 62.8393650750793
"289" "dDocent_Contig_291844" 13 1.75178366810945 11 62.8393649750793
"290" "dDocent_Contig_13573" 22 1.75178636229761 NA NA
"291" "dDocent_Contig_209055" 22 1.75178636229761 NA NA
"292" "dDocent_Contig_8489" 22 1.75178636229761 NA NA
"293" "dDocent_Contig_1422" 9 1.75949215296509 13 36.9718702173515
"294" "dDocent_Contig_33361" 14 1.75949218769416 5 13.9062674953502
"295" "dDocent_Contig_34" 14 1.75949218769416 5 13.2851411936258
"296" "dDocent_Contig_48250" 14 1.75949218769416 5 9.43557221083658
"297" "dDocent_Contig_31171" 9 1.75949225296509 13 56.1923816173507
"298" "dDocent_Contig_354961" 14 1.75949228769417 5 13.2851412936258
"299" "dDocent_Contig_49427" 14 1.75949238769417 5 13.2851413936258
"300" "dDocent_Contig_1301" 14 1.75949248769417 5 9.43557221083658
"301" "dDocent_Contig_24473" 14 1.75949248769417 5 13.9062675953502
"302" "dDocent_Contig_9642" 16 1.75949303581278 7 11.3354981749234
"303" "dDocent_Contig_16374" 16 1.75949313581279 7 11.3354980749234
"304" "dDocent_Contig_40425" 23 1.75950593977719 23 0
"305" "dDocent_Contig_36330" 3 1.78308297666879 6 81.6663863766754
"306" "dDocent_Contig_27754" 3 1.78308307666879 NA NA
"307" "dDocent_Contig_325604" 3 1.78308307666879 6 81.6663863766754
"308" "dDocent_Contig_49251" 3 1.78308317666879 NA NA
"309" "dDocent_Contig_596" 3 1.7830832766688 NA NA
"310" "dDocent_Contig_164099" 13 2.3673565101079 11 62.8393651750793
"311" "dDocent_Contig_169085" 22 2.36837493757981 NA NA
"312" "dDocent_Contig_13508" 14 2.37678427872768 5 4.37152105237605
"313" "dDocent_Contig_31796" 14 2.37678437872769 5 6.90418752947604
"314" "dDocent_Contig_21480" 14 2.37678447872769 NA NA
"315" "dDocent_Contig_54778" 14 2.37678447872769 5 4.37152105237605
"316" "dDocent_Contig_5889" 14 2.37678447872769 NA NA
"317" "dDocent_Contig_155023" 14 2.37678457872769 5 4.37152095237605
"318" "dDocent_Contig_12988" 16 2.3767880914951 7 11.3354981749234
"319" "dDocent_Contig_189298" 20 2.38063252405029 NA NA
"320" "dDocent_Contig_23746" 12 2.38464615488746 9 8.83149368655489
"321" "dDocent_Contig_182942" 12 2.38464625488746 NA NA
"322" "dDocent_Contig_324433" 11 2.3864363998775 12 0.521026467309939
"323" "dDocent_Contig_5401" 15 2.40087343527055 8 0.528839096478641
"324" "dDocent_Contig_1061" 18 2.40210135528939 NA NA
"325" "dDocent_Contig_54827" 4 2.48288753145429 NA NA
"326" "dDocent_Contig_8769" 4 2.48288753145429 NA NA
"327" "dDocent_Contig_126644" 7 2.49241210211729 19 55.0375321854089
"328" "dDocent_Contig_41324" 7 2.49241220211729 19 56.2464224473555
"329" "dDocent_Contig_33993" 1 2.49373145049048 1 57.0921779068686
"330" "dDocent_Contig_58262" 2 2.91292221124825 4 26.9098616276027
"331" "dDocent_Contig_48858" 2 2.91292221124825 NA NA
"332" "dDocent_Contig_68086" 2 2.91292221124825 NA NA
"333" "dDocent_Contig_37761" 2 2.91292231124825 NA NA
"334" "dDocent_Contig_13084" 16 2.99410744474501 7 9.88211125828906
"335" "dDocent_Contig_620" 16 2.99410754474502 NA NA
"336" "dDocent_Contig_107634" 16 2.99410754474502 7 9.06080026947921
"337" "dDocent_Contig_113552" 23 2.99716862609331 23 0
"338" "dDocent_Contig_57603" 10 3.0174205137358 10 53.0255413259571
"339" "dDocent_Contig_199619" 10 3.0174205137358 10 52.4044135760463
"340" "dDocent_Contig_85444" 10 3.01742061373581 NA NA
"341" "dDocent_Contig_34059" 10 3.01742071373581 10 52.4044136760463
"342" "dDocent_Contig_56798" 15 3.01759046907511 NA NA
"343" "dDocent_Contig_29698" 8 3.02201199049006 21 56.4786173479674
"344" "dDocent_Contig_322157" 1 3.10978762220237 1 57.0921782068686
"345" "dDocent_Contig_30805" 5 3.12682596628012 NA NA
"346" "dDocent_Contig_316462" 5 3.12682606628012 NA NA
"347" "dDocent_Contig_2358" 5 3.12682616628013 20 3.00000008468766e-07
"348" "dDocent_Contig_394238" 5 3.12682626628013 20 2.00000005645844e-07
"349" "dDocent_Contig_24796" 5 3.12682636628013 NA NA
"350" "dDocent_Contig_57614" 5 3.12682646628014 NA NA
"351" "dDocent_Contig_75671" 5 3.12682656628014 20 5.8229545243851
"352" "dDocent_Contig_186256" 5 3.12682666628014 20 0
"353" "dDocent_Contig_12459" 5 3.12682666628014 20 10.3326112506113
"354" "dDocent_Contig_30828" 5 3.12682666628014 20 43.7388572285538
"355" "dDocent_Contig_34901" 5 3.12682666628014 20 27.5589776025576
"356" "dDocent_Contig_4017" 5 3.12682666628014 20 41.8558131600991
"357" "dDocent_Contig_40222" 5 3.12682666628014 NA NA
"358" "dDocent_Contig_3817" 5 3.12682676628014 20 4.00000011291688e-07
"359" "dDocent_Contig_252478" 5 3.12682686628015 20 34.1514039003669
"360" "dDocent_Contig_261231" 5 3.12682696628015 NA NA
"361" "dDocent_Contig_13446" 5 3.12682696628015 NA NA
"362" "dDocent_Contig_138814" 5 3.12682696628015 NA NA
"363" "dDocent_Contig_44363" 5 3.12682696628015 20 36.6480897126223
"364" "dDocent_Contig_23388" 5 3.12682706628015 20 1.00000002822922e-07
"365" "dDocent_Contig_90815" 6 3.13502780551111 2 2.95324533903414
"366" "dDocent_Contig_43577" 2 3.53021600153283 NA NA
"367" "dDocent_Contig_134002" 2 3.53021600153283 4 17.5130712298529
"368" "dDocent_Contig_20088" 16 3.61142305440262 7 7.18978324799362
"369" "dDocent_Contig_38929" 16 3.61142315440262 7 7.18978324799362
"370" "dDocent_Contig_101744" 16 3.61142315440262 7 7.18978324799362
"371" "dDocent_Contig_362868" 16 3.61142325440262 7 7.18978334799363
"372" "dDocent_Contig_36829" 20 3.61898834765486 18 43.7101966168157
"373" "dDocent_Contig_4715" 9 3.6347144709653 13 41.4758811362611
"374" "dDocent_Contig_280139" 9 3.63471457096531 13 41.4758810362611
"375" "dDocent_Contig_13478" 9 3.63471457096531 NA NA
"376" "dDocent_Contig_176684" 9 3.63471457096531 NA NA
"377" "dDocent_Contig_31986" 9 3.63471457096531 13 41.4758812362611
"378" "dDocent_Contig_52004" 15 3.63488442610619 8 1.14996529229515
"379" "dDocent_Contig_14391" 15 3.63488452610619 8 1.77109129600356
"380" "dDocent_Contig_298306" 15 3.63488452610619 NA NA
"381" "dDocent_Contig_96847" 15 3.63488452610619 NA NA
"382" "dDocent_Contig_276420" 3 3.65870897654756 NA NA
"383" "dDocent_Contig_67603" 3 3.65870907654756 6 55.8173879355344
"384" "dDocent_Contig_83020" 22 3.69159662507869 NA NA
"385" "dDocent_Contig_101087" 1 3.72710635211934 1 57.0921779068686
"386" "dDocent_Contig_102406" 1 3.72710645211934 1 57.0921780068686
"387" "dDocent_Contig_12711" 12 4.05059731828638 NA NA
"388" "dDocent_Contig_14563" 2 4.14753977677793 4 26.2904157181634
"389" "dDocent_Contig_50333" 16 4.22813522922979 7 6.56865773406407
"390" "dDocent_Contig_303916" 16 4.22813532922979 7 6.56865763406407
"391" "dDocent_Contig_153921" 9 4.2520563501508 13 50.2986255829432
"392" "dDocent_Contig_235337" 1 4.33981426287223 NA NA
"393" "dDocent_Contig_147331" 7 4.36763262545813 NA NA
"394" "dDocent_Contig_6237" 7 4.36763272545813 19 56.2464227473555
"395" "dDocent_Contig_80711" 7 4.36763282545813 19 56.2464226473555
"396" "dDocent_Contig_269074" 5 4.36849766308897 20 50.1195095615802
"397" "dDocent_Contig_8131" 6 4.37624267132955 NA NA
"398" "dDocent_Contig_168300" 6 4.37624277132956 2 2.95324533903414
