START_LOCUS	END_LOCUS	NUM_LOCI	COMP_CHR	COMP_START	COMP_END	COMP_SIZE	MAP_LG	MAP_START	MAP_END	MAP_SIZE
dDocent_Contig_29138	dDocent_Contig_161242	2	12	4992704	4754419	238285	1	50.34	54.43	4.09
dDocent_Contig_183753	dDocent_Contig_165900	2	12	5300025	5408424	108399	1	54.58	54.28	0.30
dDocent_Contig_16360	dDocent_Contig_21235	4	12	1507587	1089747	895222	1	57.08	59.08	2.00
dDocent_Contig_14167	dDocent_Contig_21978	2	18	15928587	16070403	141816	18	5.67	5.67	0.00
dDocent_Contig_4216	dDocent_Contig_27189	3	18	15566232	15197571	368661	18	8.34	11.39	3.05
dDocent_Contig_187802	dDocent_Contig_102544	2	18	16719534	16255330	464204	18	10.72	13.06	2.34
dDocent_Contig_2978	dDocent_Contig_5372	3	18	14380320	14466220	159772	18	15.87	18.01	2.14
dDocent_Contig_165474	dDocent_Contig_134963	3	18	4297345	4047273	250072	18	23.11	23.42	0.31
dDocent_Contig_89892	dDocent_Contig_115070	3	18	3116186	2012780	1103406	18	25.36	29.92	4.56
dDocent_Contig_212866	dDocent_Contig_212830	3	18	3484818	3432937	150750	18	28.94	31.82	2.88
dDocent_Contig_163160	dDocent_Contig_265782	3	18	1611588	2012376	400788	18	33.44	33.44	0.00
dDocent_Contig_29128	dDocent_Contig_9980	2	18	1091022	1142980	51958	18	35.19	35.19	0.00
dDocent_Contig_4533	dDocent_Contig_32458	2	18	6099790	6306738	206948	18	35.19	35.19	0.00
dDocent_Contig_301088	dDocent_Contig_132994	3	18	7576452	8043157	466705	18	35.81	40.15	4.34
dDocent_Contig_19554	dDocent_Contig_186096	2	18	9202026	9164205	37821	18	44.16	44.53	0.37
dDocent_Contig_4245	dDocent_Contig_98348	2	18	8567777	8397588	170189	18	52.28	52.96	0.68
dDocent_Contig_210753	dDocent_Contig_90958	3	18	8687057	8760775	73718	18	54.58	54.58	0.00
dDocent_Contig_20883	dDocent_Contig_93961	2	18	9406233	10247013	840780	18	59.15	64.53	5.38
dDocent_Contig_26071	dDocent_Contig_58685	2	18	11581012	11676081	95069	18	69.89	70.22	0.33
dDocent_Contig_12068	dDocent_Contig_385543	2	18	7484849	7681202	196353	18	71.39	71.39	0.00
dDocent_Contig_2971	dDocent_Contig_149738	2	1	9037496	7981137	1056359	13	0.830000000000002	1.4	0.57
dDocent_Contig_7326	dDocent_Contig_400317	3	1	24913035	24829724	120276	13	3.56	7.69	4.43
dDocent_Contig_108413	dDocent_Contig_14575	2	1	8906406	9298855	392449	13	8.69	11.17	2.48
dDocent_Contig_198003	dDocent_Contig_56128	2	1	9956006	11367289	1411283	13	16.56	16.56	0.00
dDocent_Contig_79522	dDocent_Contig_7106	6	1	11887641	14340875	2453234	13	19.47	25.88	6.41
dDocent_Contig_47561	dDocent_Contig_147070	9	1	19016443	17697521	2368522	13	27.52	31.6	4.08
dDocent_Contig_280139	dDocent_Contig_137371	6	1	16433730	16047726	599674	13	32.15	34.63	2.48
dDocent_Contig_10816	dDocent_Contig_27373	2	1	20753863	21049611	295748	13	40.83	40.58	0.25
dDocent_Contig_43510	dDocent_Contig_75112	3	1	22281505	22504372	373320	13	44.62	46.42	1.80
dDocent_Contig_9384	dDocent_Contig_73664	3	1	6693065	7444344	751279	13	50.09	53.18	3.09
dDocent_Contig_13164	dDocent_Contig_63722	2	1	23409559	23563968	154409	13	53.81	54.58	0.77
dDocent_Contig_20310	dDocent_Contig_386896	3	1	22952590	22954026	208227	13	54.42	57.59	3.17
dDocent_Contig_201958	dDocent_Contig_69859	3	1	3706289	4223023	516734	13	60.32	60.31	0.01
dDocent_Contig_5447	dDocent_Contig_69880	2	1	1378676	1863672	484996	13	62.77	62.77	0.00
dDocent_Contig_83882	dDocent_Contig_57682	2	15	28674378	29049572	375194	16	7.96	7.96	0.00
dDocent_Contig_27644	dDocent_Contig_238701	3	15	30073705	30407430	333725	16	7.96	9.63	1.67
dDocent_Contig_204278	dDocent_Contig_1512	3	15	27872346	28308649	436303	16	13.27	13.27	0.00
dDocent_Contig_7844	dDocent_Contig_56593	3	15	17048483	17759124	710641	16	15.22	17.49	2.27
dDocent_Contig_10873	dDocent_Contig_97611	3	15	23828876	25084582	1416288	16	22.75	22.92	0.43
dDocent_Contig_93946	dDocent_Contig_202930	3	15	22648507	23697867	1049360	16	24	24.31	0.31
dDocent_Contig_53396	dDocent_Contig_137502	4	15	21464956	22197156	755289	16	27.87	28.63	0.76
dDocent_Contig_371139	dDocent_Contig_37785	2	15	10814868	10877120	62252	16	31.28	31.28	0.00
dDocent_Contig_134968	dDocent_Contig_219013	5	15	11420757	11570679	851507	16	31.06	33.12	2.06
dDocent_Contig_58288	dDocent_Contig_331327	5	15	9964558	11204794	1240236	16	33.8	33.43	0.37
dDocent_Contig_282858	dDocent_Contig_16160	3	15	9710848	9592287	748199	16	35.8	36.98	1.18
dDocent_Contig_183123	dDocent_Contig_115366	3	15	6540625	6183695	623791	16	43.43	47.84	4.41
dDocent_Contig_27794	dDocent_Contig_265358	2	15	3013777	3039358	25581	16	50.65	50.65	0.00
dDocent_Contig_208354	dDocent_Contig_12934	8	15	3490949	5364296	1920848	16	58.84	58.84	0.00
dDocent_Contig_378878	dDocent_Contig_63407	5	15	998778	2197057	1208389	16	68.23	68.23	0.00
dDocent_Contig_1580	dDocent_Contig_78148	3	15	5391222	5633777	242555	16	68.23	68.23	0.00
dDocent_Contig_19189	dDocent_Contig_34693	2	6	23505123	23385170	119953	23	4.63	4.94	0.31
dDocent_Contig_40645	dDocent_Contig_18347	3	6	22976499	22775542	424721	23	7.11	9.92	2.81
dDocent_Contig_2375	dDocent_Contig_74727	2	6	23741611	27553948	3812337	23	10.04	10.04	0.00
dDocent_Contig_52023	dDocent_Contig_222349	2	6	22513525	22362026	151499	23	10.6	10.82	0.22
dDocent_Contig_13907	dDocent_Contig_37115	2	6	20886561	22078605	1192044	23	12.09	12.93	0.84
dDocent_Contig_89624	dDocent_Contig_33242	6	6	20990231	19942309	1047922	23	17.45	21.93	4.48
dDocent_Contig_30664	dDocent_Contig_60230	9	6	18946019	18362634	1376346	23	23.79	26.33	2.61
dDocent_Contig_340761	dDocent_Contig_4865	4	6	17159608	16333137	1188375	23	27.48	28.88	1.40
dDocent_Contig_46457	dDocent_Contig_188751	3	6	14664196	15271081	606885	23	29.7	30.2	0.50
dDocent_Contig_35934	dDocent_Contig_36275	4	6	14262673	15222220	959547	23	31.6	31.35	0.25
dDocent_Contig_3449	dDocent_Contig_85985	3	6	13575462	13653207	79653	23	31.82	34.45	2.63
dDocent_Contig_1776	dDocent_Contig_62766	3	6	10158998	11503166	1344168	23	35.77	35.77	0.00
dDocent_Contig_13466	dDocent_Contig_119372	4	6	9732033	9362861	681964	23	40.88	41.91	1.03
dDocent_Contig_43221	dDocent_Contig_61119	3	6	4053921	5883928	1830007	23	44.58	44.58	0.00
dDocent_Contig_17862	dDocent_Contig_18089	4	6	7446457	8618510	1172053	23	44.58	44.22	0.36
dDocent_Contig_100755	dDocent_Contig_35972	2	6	6505240	6148373	356867	23	46.98	48.63	1.65
dDocent_Contig_477	dDocent_Contig_166423	4	6	3657851	1953303	1704548	23	56.12	64.09	7.97
dDocent_Contig_2987	dDocent_Contig_31144	2	13	21215422	22753680	1538258	6	3.8	3.34	0.46
dDocent_Contig_49717	dDocent_Contig_21964	2	13	22590020	22671540	81520	6	4.22	4.22	0.00
dDocent_Contig_41980	dDocent_Contig_397105	3	13	19878554	20790895	988356	6	6.58	6.58	0.46
dDocent_Contig_35519	dDocent_Contig_15805	3	13	18409155	18818040	408885	6	12.12	13.6	1.48
dDocent_Contig_44316	dDocent_Contig_12382	3	13	17199308	17205849	306243	6	16.47	16.81	0.67
dDocent_Contig_8520	dDocent_Contig_19815	3	13	16699963	16964108	380022	6	17.47	17.47	0.00
dDocent_Contig_344040	dDocent_Contig_78852	3	13	16129533	16960103	830570	6	19.55	19.81	0.50
dDocent_Contig_558	dDocent_Contig_41885	2	13	15832372	15954534	122162	6	20.6	20.3	0.30
dDocent_Contig_276086	dDocent_Contig_384998	3	13	15051665	15521389	501402	6	21.11	21.22	0.40
dDocent_Contig_93991	dDocent_Contig_73905	8	13	14346518	13639269	901182	6	21.91	25.12	3.21
dDocent_Contig_58798	dDocent_Contig_193069	3	13	13147507	12772225	375282	6	27.29	28.3	1.01
dDocent_Contig_13705	dDocent_Contig_1052	4	13	10946453	8277429	2669024	6	32.38	34.85	2.47
dDocent_Contig_26491	dDocent_Contig_23746	3	13	6919880	6113773	806107	6	36.47	38.89	2.42
dDocent_Contig_34198	dDocent_Contig_19146	5	13	7839607	6758798	1080809	6	37.28	41.44	4.16
dDocent_Contig_395704	dDocent_Contig_312955	2	13	5186004	5376630	190626	6	44.9	44.9	0.00
dDocent_Contig_25956	dDocent_Contig_13506	2	13	3805601	3978353	172752	6	47.61	47.61	0.00
dDocent_Contig_193448	dDocent_Contig_2643	2	13	3273231	3651768	378537	6	50.31	50.31	0.00
dDocent_Contig_31238	dDocent_Contig_23884	7	13	1896442	740751	1155691	6	52.87	61.84	8.97
dDocent_Contig_169587	dDocent_Contig_105970	5	13	25534311	25336264	1120568	6	63.08	67.34	4.26
dDocent_Contig_205084	dDocent_Contig_92423	4	21	18715950	18738143	152066	3	3.76	4.42	1.28
dDocent_Contig_63898	dDocent_Contig_2388	2	21	16997847	17307387	309540	3	5.66	5.19	0.47
dDocent_Contig_139360	dDocent_Contig_352590	11	21	19246062	20299064	1162708	3	5.35	6.28	1.09
dDocent_Contig_146359	dDocent_Contig_70673	2	21	17204770	17226468	21698	3	8.45	8.45	0.00
dDocent_Contig_25692	dDocent_Contig_20895	3	21	13480728	14154053	673325	3	8.91	8.91	0.00
dDocent_Contig_98083	dDocent_Contig_3011	3	21	17453280	17761823	308543	3	8.76	9.07	0.33
dDocent_Contig_256757	dDocent_Contig_1011	2	21	16498709	16101724	396985	3	11.54	12.77	1.23
dDocent_Contig_283544	dDocent_Contig_25574	2	21	14722857	15974787	1251930	3	16.51	16.67	0.16
dDocent_Contig_12895	dDocent_Contig_12922	2	21	14161225	13613456	547769	3	16.82	17.75	0.93
dDocent_Contig_372229	dDocent_Contig_6233	3	21	11432566	10273317	1159249	3	21.49	24.91	3.42
dDocent_Contig_85008	dDocent_Contig_124556	3	21	7140978	6947762	532741	3	26.88	27.55	0.67
dDocent_Contig_21218	dDocent_Contig_372715	4	21	7719599	8135917	416318	3	27.55	27.7	0.46
dDocent_Contig_47183	dDocent_Contig_374605	2	21	6353326	6546668	193342	3	30.5	30.67	0.17
dDocent_Contig_4858	dDocent_Contig_40222	4	21	6096764	3791527	2305237	3	31.1	35.43	4.33
dDocent_Contig_112373	dDocent_Contig_54366	3	21	3197562	2998018	199544	3	39.8	41.47	1.67
dDocent_Contig_172365	dDocent_Contig_283055	3	21	22543664	27553042	5009378	3	43.48	56.57	13.09
dDocent_Contig_145912	dDocent_Contig_112677	2	20	5729740	5890622	160882	9	10.33	10.33	0.00
dDocent_Contig_22755	dDocent_Contig_384346	2	20	6784485	7180454	395969	9	15.29	15.93	0.64
dDocent_Contig_20683	dDocent_Contig_517	2	20	8230080	8445149	215069	9	16.85	17.47	0.62
dDocent_Contig_4899	dDocent_Contig_101801	2	20	9323028	9509008	185980	9	18.42	18.42	0.00
dDocent_Contig_27419	dDocent_Contig_212609	2	20	10037412	10114412	77000	9	24.92	26.19	1.27
dDocent_Contig_223192	dDocent_Contig_2373	10	20	10765331	13818417	3053086	9	26.94	33.34	6.40
dDocent_Contig_333677	dDocent_Contig_146256	4	20	14200928	15821850	1620922	9	33.15	36.04	2.89
dDocent_Contig_224207	dDocent_Contig_24250	3	20	16921832	16447535	499024	9	38.12	40.41	2.29
dDocent_Contig_17736	dDocent_Contig_2785	6	20	18415346	19560674	1145328	9	40.75	41.08	0.33
dDocent_Contig_280097	dDocent_Contig_11941	5	20	18572278	17459511	1240470	9	42.05	44.85	3.13
dDocent_Contig_6477	dDocent_Contig_106000	3	20	1613176	1579598	163189	9	54.19	56.27	2.08
dDocent_Contig_266400	dDocent_Contig_33552	2	20	22439912	22902148	462236	9	59.33	61.7	2.37
dDocent_Contig_24774	dDocent_Contig_10430	3	20	3104837	3486111	381583	9	63.37	63.7	0.33
dDocent_Contig_114253	dDocent_Contig_78321	2	20	2667142	2546862	120280	9	64.32	78.52	14.20
dDocent_Contig_74741	dDocent_Contig_6811	2	17	4933773	4722175	211598	12	6.97	7.74	0.77
dDocent_Contig_41762	dDocent_Contig_49203	4	17	5522650	5319645	382144	12	8.86	9.75	1.34
dDocent_Contig_20038	dDocent_Contig_4389	2	17	6064491	6173020	108529	12	10.08	10.25	0.17
dDocent_Contig_29713	dDocent_Contig_21587	2	17	4516681	4671353	154672	12	10.41	10.41	0.00
dDocent_Contig_21681	dDocent_Contig_16265	12	17	6538454	8320071	1781617	12	11.49	14.82	3.74
dDocent_Contig_95748	dDocent_Contig_74233	2	17	10035753	8973851	1061902	12	18.54	19.27	0.73
dDocent_Contig_7808	dDocent_Contig_12971	6	17	9864610	12026752	2162142	12	22.18	24.49	2.47
dDocent_Contig_221942	dDocent_Contig_119334	2	17	12348380	13364961	1016581	12	26.72	26.72	0.00
dDocent_Contig_257318	dDocent_Contig_3150	20	17	14451506	20225763	5820610	12	30.94	45.06	14.12
dDocent_Contig_77372	dDocent_Contig_134526	2	17	26770679	27092828	322149	12	45.05	45.05	0.00
dDocent_Contig_91723	dDocent_Contig_22902	8	17	20683030	22692401	2009371	12	46.39	59.39	13.00
dDocent_Contig_92057	dDocent_Contig_203924	2	17	24901984	24861508	40476	12	62.11	62.11	0.00
dDocent_Contig_126711	dDocent_Contig_67109	2	17	24989797	24030142	959655	12	66.91	67.07	0.16
dDocent_Contig_167624	dDocent_Contig_43640	2	17	26796675	26772347	24328	12	67.07	67.41	0.34
dDocent_Contig_118765	dDocent_Contig_56370	2	17	25409666	24967064	442602	12	68.24	68.92	0.68
dDocent_Contig_319453	dDocent_Contig_8855	2	23	15819325	15986854	167529	15	2.67	2.67	0.00
dDocent_Contig_128151	dDocent_Contig_104204	3	23	6180551	5693039	487512	15	3.96	9.27	5.31
dDocent_Contig_17057	dDocent_Contig_189129	2	23	14734769	15333770	599001	15	9.27	9.27	0.00
dDocent_Contig_25887	dDocent_Contig_50732	4	23	5544303	5232415	443624	15	9.57	18.54	8.97
dDocent_Contig_26381	dDocent_Contig_79551	4	23	8777955	9690176	1059674	15	21.94	24.12	2.18
dDocent_Contig_12143	dDocent_Contig_2478	3	23	10973947	10975595	150370	15	29.7	31.86	2.16
dDocent_Contig_30071	dDocent_Contig_243491	6	23	11720863	13394035	1962450	15	30.83	37.23	6.40
dDocent_Contig_360249	dDocent_Contig_294967	2	23	13405657	13893802	488145	15	39.31	44.04	4.73
dDocent_Contig_17365	dDocent_Contig_304969	2	23	1274542	1853865	579323	15	58.76	58.76	0.00
dDocent_Contig_11136	dDocent_Contig_95051	6	23	593325	714263	713715	15	60.77	73.68	12.91
dDocent_Contig_15093	dDocent_Contig_53537	5	9	18595888	18197843	728802	14	1.11	4.33	3.22
dDocent_Contig_30074	dDocent_Contig_23998	2	9	17293801	17644090	350289	14	6.81	7.26999999999999	0.46
dDocent_Contig_378632	dDocent_Contig_97542	2	9	16630578	16702864	72286	14	8.69	8.69	0.00
dDocent_Contig_17818	dDocent_Contig_11849	2	9	17622003	17634514	12511	14	8.69	8.97	0.28
dDocent_Contig_306535	dDocent_Contig_250683	3	9	16870233	16783863	86370	14	9.48	9.9	0.42
dDocent_Contig_12730	dDocent_Contig_13057	6	9	14829263	13270715	1674538	14	14	18.53	4.53
dDocent_Contig_1745	dDocent_Contig_121057	4	9	12978904	12750215	270162	14	19.68	21.36	1.68
dDocent_Contig_9983	dDocent_Contig_9310	2	9	11607284	12465759	858475	14	22.6	22.79	0.19
dDocent_Contig_146769	dDocent_Contig_10950	2	9	10406178	9740657	665521	14	24.6	26.87	2.27
dDocent_Contig_87663	dDocent_Contig_8427	3	9	10431690	9488341	943349	14	29.44	31.96	2.52
dDocent_Contig_8979	dDocent_Contig_21841	5	9	6776288	9118205	2839972	14	35.67	36.62	1.28
dDocent_Contig_61920	dDocent_Contig_406	2	9	2746236	3146102	399866	14	37.12	37.12	0.00
dDocent_Contig_1470	dDocent_Contig_39544	2	9	6119650	5907353	212297	14	37.29	37.96	0.67
dDocent_Contig_14186	dDocent_Contig_167913	2	9	3900075	4993033	1092958	14	39.99	42.72	2.73
dDocent_Contig_52068	dDocent_Contig_11636	5	2	16949118	18939319	1990201	20	18.22	18.37	0.15
dDocent_Contig_12108	dDocent_Contig_63358	9	2	19494367	22392531	2898164	20	20.72	23.21	2.49
dDocent_Contig_22454	dDocent_Contig_25863	3	2	23064198	24537807	1473609	20	23.73	25.37	1.64
dDocent_Contig_44421	dDocent_Contig_114962	2	2	24575049	24862993	287944	20	26.33	28.17	1.84
dDocent_Contig_233714	dDocent_Contig_4468	3	2	25924651	26087939	226943	20	28.17	28.17	0.00
dDocent_Contig_376782	dDocent_Contig_20987	3	2	27135398	26634652	970084	20	28.17	28.32	0.31
dDocent_Contig_29532	dDocent_Contig_17991	6	2	27559859	28428557	1018359	20	30.02	30.33	0.31
dDocent_Contig_269535	dDocent_Contig_15918	2	2	28637058	29119153	482095	20	31.26	31.26	0.00
dDocent_Contig_11448	dDocent_Contig_288916	11	2	172336	3058409	2886073	20	32.49	37.13	4.64
dDocent_Contig_121559	dDocent_Contig_13865	4	2	3931629	3928334	581268	20	37.13	39.29	2.16
dDocent_Contig_167474	dDocent_Contig_301658	2	2	9974166	10341284	367118	20	40.05	39.92	0.13
