START_LOCUS	END_LOCUS	NUM_LOCI	COMP_CHR	COMP_START	COMP_END	COMP_SIZE	MAP_LG	MAP_START	MAP_END	MAP_SIZE
dDocent_Contig_6811	dDocent_Contig_4389	3	20	1604622	2656268	1051646	12	7.74	10.25	2.51
dDocent_Contig_29713	dDocent_Contig_21587	2	20	1459652	1569036	109384	12	10.41	10.41	0.00
dDocent_Contig_52450	dDocent_Contig_34141	4	20	2934312	5551881	2617569	12	11.49	22.33	10.84
dDocent_Contig_10414	dDocent_Contig_221942	2	20	7519622	6715049	804573	12	26.15	26.72	0.57
dDocent_Contig_74001	dDocent_Contig_7350	10	20	8607889	11985177	3377288	12	32.17	55.58	24.03
dDocent_Contig_319453	dDocent_Contig_189129	2	1	1503727	1164387	339340	15	2.67	9.27	6.60
dDocent_Contig_19061	dDocent_Contig_79551	4	1	9085763	9562782	736956	15	20.52	24.12	3.60
dDocent_Contig_2478	dDocent_Contig_314536	2	1	4349834	3979625	370209	15	31.86	34.28	2.42
dDocent_Contig_32931	dDocent_Contig_13302	2	1	7472146	8169118	696972	15	42.48	47.65	5.17
dDocent_Contig_275327	dDocent_Contig_2335	3	1	5752428	5910880	393003	15	51.18	58.76	7.58
dDocent_Contig_247362	dDocent_Contig_56244	5	6	6125211	4963450	1161761	14	0.159999999999997	9.9	9.74
dDocent_Contig_26947	dDocent_Contig_101213	6	6	4092618	3092050	1010014	14	14	19.68	5.68
dDocent_Contig_61920	dDocent_Contig_167913	3	6	1157296	2271388	1114092	14	37.12	42.72	5.60
dDocent_Contig_77672	dDocent_Contig_11636	2	13	1132692	1398929	266237	20	18.22	18.37	0.15
dDocent_Contig_17277	dDocent_Contig_31096	3	13	4967389	5588972	621583	20	21.65	22.93	1.28
dDocent_Contig_190752	dDocent_Contig_44421	2	13	4256884	4064611	192273	20	25.96	26.33	0.37
dDocent_Contig_81453	dDocent_Contig_4468	3	13	4643997	4805861	161864	20	28.17	28.17	0.00
dDocent_Contig_95996	dDocent_Contig_86305	2	13	16518687	16861028	342341	20	30.33	30.33	0.00
dDocent_Contig_15918	dDocent_Contig_79762	6	13	16153554	14569733	1583821	20	31.26	34.97	3.71
dDocent_Contig_121559	dDocent_Contig_288916	2	13	13469743	14054298	584555	20	37.13	37.13	0.00
dDocent_Contig_153650	dDocent_Contig_166590	2	13	11883297	12011035	127738	20	40.92	43.62	2.70
dDocent_Contig_37716	dDocent_Contig_5563	3	13	10165792	7536561	2629231	20	52.15	56.37	4.22
dDocent_Contig_274586	dDocent_Contig_1533	2	10	959399	1352289	392890	8	19.66	19.66	0.00
dDocent_Contig_36018	dDocent_Contig_143868	3	10	783296	351813	431483	8	20.73	22.58	1.85
dDocent_Contig_68700	dDocent_Contig_339791	2	10	2794952	3413113	618161	8	22.73	22.73	0.00
dDocent_Contig_314714	dDocent_Contig_305597	2	10	2012101	2405345	393244	8	29.75	29.42	0.33
dDocent_Contig_252480	dDocent_Contig_84428	2	10	1692594	2042795	350201	8	31.31	31.31	0.00
dDocent_Contig_199619	dDocent_Contig_85444	2	10	4314298	4421247	106949	8	38.06	38.68	0.62
dDocent_Contig_358491	dDocent_Contig_95836	4	10	5340504	6875167	1534663	8	42.71	49.2	6.49
dDocent_Contig_326304	dDocent_Contig_16583	2	10	7226687	8809325	1582638	8	62.35	66.13	3.78
dDocent_Contig_36898	dDocent_Contig_141395	2	17	32946	729843	696897	4	6.5	8.98	2.48
dDocent_Contig_359111	dDocent_Contig_20760	2	17	2239185	1735818	503367	4	21.45	22.43	0.98
dDocent_Contig_17369	dDocent_Contig_1633	2	17	11095217	11075054	20163	4	30.16	31.1	0.94
dDocent_Contig_54942	dDocent_Contig_297333	3	17	3648852	3808959	160822	4	37.63	38.1	0.47
dDocent_Contig_289693	dDocent_Contig_98257	3	17	8795764	7296712	1499052	4	44.17	49.77	5.60
dDocent_Contig_360326	dDocent_Contig_15402	2	17	6261663	5314447	947216	4	65.61	66.22	0.61
dDocent_Contig_118656	dDocent_Contig_167115	2	9	211332	144893	66439	24	0	0	0.00
dDocent_Contig_70736	dDocent_Contig_103135	2	9	3094366	3176798	82432	24	0	0	0.00
dDocent_Contig_15622	dDocent_Contig_225171	3	9	7779198	8032739	253541	24	6.16	6.11	0.67
dDocent_Contig_3207	dDocent_Contig_38804	2	9	2264908	2576295	311387	24	12.91	14.49	1.58
dDocent_Contig_2507	dDocent_Contig_8809	2	9	5650429	6390942	740513	24	14.77	17.28	2.51
dDocent_Contig_125630	dDocent_Contig_297018	3	9	1495408	781243	968809	24	18.8	20.49	2.00
dDocent_Contig_650	dDocent_Contig_337536	2	9	8379851	8903278	523427	24	22.03	22.65	0.62
dDocent_Contig_8138	dDocent_Contig_15342	2	9	8866591	9093975	227384	24	23	26.4	3.40
dDocent_Contig_392339	dDocent_Contig_25110	3	9	12897507	13205561	308054	24	26.89	28.43	1.54
dDocent_Contig_69223	dDocent_Contig_216625	5	9	12051760	11302521	766552	24	28.43	31.24	2.81
dDocent_Contig_22395	dDocent_Contig_324047	5	9	9600078	9940355	628878	24	37.15	45.76	8.61
dDocent_Contig_131719	dDocent_Contig_29779	3	9	13548474	13601092	138502	24	49.15	55.79	6.64
dDocent_Contig_9013	dDocent_Contig_264891	3	22	5823530	6285603	462073	10	11.59	15.1	3.51
dDocent_Contig_68790	dDocent_Contig_22346	6	22	10685421	7561587	3168650	10	14.7	32.54	17.84
dDocent_Contig_44252	dDocent_Contig_51425	3	22	6833761	6807115	99263	10	35.39	35.39	0.00
dDocent_Contig_20609	dDocent_Contig_31796	3	22	85890	317574	283572	10	35.94	39.74	3.80
dDocent_Contig_50518	dDocent_Contig_48250	2	22	825823	722652	103171	10	39	41.28	2.28
dDocent_Contig_129569	dDocent_Contig_24473	2	22	1287202	1473781	186579	10	40.76	43.45	2.69
dDocent_Contig_20865	dDocent_Contig_73600	2	22	2342578	1792206	550372	10	49.4	52.81	3.41
dDocent_Contig_2844	dDocent_Contig_87984	3	5	11177268	8532693	2644575	19	11.48	21.54	10.06
dDocent_Contig_1328	dDocent_Contig_61063	3	5	5459027	4017954	1473921	19	29.52	30.79	1.44
dDocent_Contig_13393	dDocent_Contig_137743	2	5	3655225	1432154	2223071	19	37.71	51.67	13.96
dDocent_Contig_83754	dDocent_Contig_729	2	14	235771	432339	196568	5	6.23	6.54	0.31
dDocent_Contig_4651	dDocent_Contig_5320	5	14	7706811	5733476	2006442	5	10.88	22.92	12.04
dDocent_Contig_35078	dDocent_Contig_2858	4	14	2321745	4300257	1978512	5	25.28	30.07	4.79
dDocent_Contig_61696	dDocent_Contig_22567	4	14	8720074	9416460	696386	5	33.66	40.17	6.51
dDocent_Contig_352629	dDocent_Contig_92932	2	14	10593449	10778011	184562	5	43.71	49.76	6.05
dDocent_Contig_4163	dDocent_Contig_38257	6	14	11125877	12233541	1107664	5	56.19	55.86	0.33
