START_LOCUS	END_LOCUS	NUM_LOCI	COMP_CHR	COMP_START	COMP_END	COMP_SIZE	MAP_LG	MAP_START	MAP_END	MAP_SIZE
dDocent_Contig_233200	dDocent_Contig_10414	3	23	16537055	19921903	3384848	12	21.06	26.15	5.09
dDocent_Contig_4603	dDocent_Contig_388381	3	17	31172455	30862084	548786	12	43.05	44.52	1.85
dDocent_Contig_91723	dDocent_Contig_14368	4	17	1077026	2163802	1086776	12	46.39	53.27	6.88
dDocent_Contig_8855	dDocent_Contig_319453	2	8	25483729	25678503	194774	15	2.67	2.67	0.00
dDocent_Contig_84748	dDocent_Contig_50732	2	8	28078243	28235449	157206	15	16.55	18.54	1.99
dDocent_Contig_101841	dDocent_Contig_79551	3	8	13291753	15131932	1840179	15	22.58	24.12	1.91
dDocent_Contig_21452	dDocent_Contig_25572	7	8	16701390	17567636	919247	15	22.58	37.23	14.65
dDocent_Contig_6955	dDocent_Contig_360249	2	8	19938648	19467854	470794	15	37.23	39.31	2.08
dDocent_Contig_61954	dDocent_Contig_30705	3	8	12004227	8028649	4054220	15	39.39	51.8	12.41
dDocent_Contig_17365	dDocent_Contig_2335	3	8	4334577	5298009	963432	15	58.76	58.76	0.00
dDocent_Contig_11136	dDocent_Contig_16925	3	8	3237405	4188575	951170	15	60.77	60.77	0.00
dDocent_Contig_39327	dDocent_Contig_95051	3	8	2545373	3453334	907961	15	73.68	73.68	0.00
dDocent_Contig_144102	dDocent_Contig_130331	2	7	11070567	11159625	89058	14	2.16	2.16	0.00
dDocent_Contig_30074	dDocent_Contig_17818	2	7	12815009	12435290	379719	14	6.81	8.69	1.88
dDocent_Contig_97542	dDocent_Contig_56244	3	7	13500910	13311157	203229	14	8.69	9.9	1.21
dDocent_Contig_12730	dDocent_Contig_121057	8	7	15711973	18293196	2690518	14	14	21.36	7.36
dDocent_Contig_156793	dDocent_Contig_21841	3	7	19635241	22276486	3931599	14	31.35	36.62	5.27
dDocent_Contig_156439	dDocent_Contig_20908	3	7	24004832	24143751	401538	14	36.62	36.95	0.33
dDocent_Contig_406	dDocent_Contig_61920	2	7	30700087	31342797	642710	14	37.12	37.12	0.00
dDocent_Contig_14186	dDocent_Contig_167913	2	7	29439368	28494433	944935	14	39.99	42.72	2.73
dDocent_Contig_11636	dDocent_Contig_12108	2	1	24565233	23675758	889475	20	18.37	20.72	2.35
dDocent_Contig_21556	dDocent_Contig_268904	3	1	21957714	22503339	545625	20	21.65	21.64	0.01
dDocent_Contig_56330	dDocent_Contig_22454	3	1	21692582	20204128	1488454	20	22.12	23.73	1.61
dDocent_Contig_25863	dDocent_Contig_17856	3	1	18444945	20071696	1626751	20	25.37	25.21	0.16
dDocent_Contig_190752	dDocent_Contig_44421	2	1	18098413	18411882	313469	20	25.96	26.33	0.37
dDocent_Contig_233714	dDocent_Contig_38981	4	1	16854115	17605238	917596	20	28.17	28.32	0.15
dDocent_Contig_95996	dDocent_Contig_29532	5	1	13823737	14860723	1094123	20	30.33	30.02	0.31
dDocent_Contig_15918	dDocent_Contig_11448	3	1	13182073	12557923	1052316	20	31.26	32.49	1.23
dDocent_Contig_12289	dDocent_Contig_11999	5	1	11234398	10836096	876876	20	33.4	34.97	1.57
dDocent_Contig_288916	dDocent_Contig_52549	2	1	9429824	9938452	508628	20	37.13	37.13	0.00
dDocent_Contig_42055	dDocent_Contig_13865	2	1	9080939	8209792	871147	20	37.44	39.29	1.85
dDocent_Contig_153650	dDocent_Contig_17977	2	1	5357432	3152542	2204890	20	40.92	43.11	2.19
dDocent_Contig_278262	dDocent_Contig_37716	2	1	703510	711444	7934	20	47.87	52.15	4.28
dDocent_Contig_2201	dDocent_Contig_95624	2	1	2045250	3140896	1095646	20	52.65	56.37	3.72
dDocent_Contig_99714	dDocent_Contig_178579	2	1	880818	1659976	779158	20	65.98	65.67	0.31
dDocent_Contig_113253	dDocent_Contig_349748	2	9	1261944	1831136	569192	8	5.56	10.93	5.37
dDocent_Contig_79351	dDocent_Contig_61319	2	9	2259585	3192257	932672	8	15.92	15.92	0.00
dDocent_Contig_1533	dDocent_Contig_274586	2	9	3651796	4315288	663492	8	19.66	19.66	0.00
dDocent_Contig_36018	dDocent_Contig_38092	2	9	5327723	5589888	262165	8	20.73	20.88	0.15
dDocent_Contig_9303	dDocent_Contig_3538	3	9	4837008	4682583	261613	8	21.96	22.73	0.77
dDocent_Contig_339791	dDocent_Contig_68700	2	9	6110965	6987650	876685	8	22.73	22.73	0.00
dDocent_Contig_132912	dDocent_Contig_197543	3	9	5807966	5920652	112686	8	25.6	26.72	1.12
dDocent_Contig_6004	dDocent_Contig_8327	14	9	7235130	10233884	3143803	8	27.54	36.52	8.98
dDocent_Contig_57603	dDocent_Contig_86520	4	9	10338974	11520832	1181858	8	37.75	41.16	3.41
dDocent_Contig_356616	dDocent_Contig_249952	2	9	13565794	12791696	774098	8	43.33	44.25	0.92
dDocent_Contig_192305	dDocent_Contig_95836	3	9	13895357	15730142	1834785	8	45.8	49.2	3.40
dDocent_Contig_3662	dDocent_Contig_326304	2	9	16522820	17327423	804603	8	57.31	62.35	5.04
dDocent_Contig_51600	dDocent_Contig_307315	4	9	19435644	20727810	1292166	8	61.35	72.57	11.22
dDocent_Contig_7358	dDocent_Contig_36898	3	6	32277635	31576725	1268547	4	4.9	6.5	1.60
dDocent_Contig_147331	dDocent_Contig_7879	4	6	30455164	29524204	930960	4	7.74	9.91	2.49
dDocent_Contig_21444	dDocent_Contig_7650	2	6	32896920	32934854	37934	4	18.58	20.72	2.14
dDocent_Contig_1288	dDocent_Contig_173	6	6	23918299	22127767	2320074	4	22.43	26.77	4.34
dDocent_Contig_1633	dDocent_Contig_99997	2	6	19912503	19064112	848391	4	31.1	33.45	2.35
dDocent_Contig_161462	dDocent_Contig_23502	3	6	17443386	17429792	164501	4	34.61	36.55	1.94
dDocent_Contig_15823	dDocent_Contig_297333	4	6	18233367	18667863	437797	4	37.32	38.1	0.78
dDocent_Contig_308023	dDocent_Contig_289693	3	6	16300570	13265596	3034974	4	39.18	44.17	4.99
dDocent_Contig_98560	dDocent_Contig_27435	2	6	8051525	8455192	403667	4	51.63	55.27	3.64
dDocent_Contig_105544	dDocent_Contig_39758	2	6	7233802	6458457	775345	4	63.92	65.61	1.69
dDocent_Contig_19606	dDocent_Contig_20111	7	7	578476	5481373	4902897	24	0	0	0.00
dDocent_Contig_188738	dDocent_Contig_35997	5	7	46155275	47117655	962380	24	3.39	7.11	3.72
dDocent_Contig_54103	dDocent_Contig_27564	5	7	47392785	49339207	2132423	24	7.71	10.81	3.10
dDocent_Contig_3207	dDocent_Contig_17401	5	7	42251841	43567341	1455678	24	12.91	16.01	3.10
dDocent_Contig_14563	dDocent_Contig_125630	2	7	41669542	41078384	591158	24	16.17	18.8	2.63
dDocent_Contig_5061	dDocent_Contig_110765	7	7	39886322	38983939	1578786	24	19.3	22.65	3.35
dDocent_Contig_392339	dDocent_Contig_216625	10	13	27804417	30234821	2514783	24	26.89	31.24	4.35
dDocent_Contig_22395	dDocent_Contig_94390	2	3	15191734	15670336	478602	24	37.15	38.95	1.80
dDocent_Contig_88256	dDocent_Contig_64895	6	18	53818	3074434	3020616	10	6.46	17.16	10.70
dDocent_Contig_23830	dDocent_Contig_22346	7	18	4008662	8770779	5106762	10	19.57	32.54	12.97
dDocent_Contig_14506	dDocent_Contig_172611	2	18	11488689	11787904	299215	10	34.61	34.61	0.00
dDocent_Contig_44252	dDocent_Contig_51425	2	18	9995294	10042131	46837	10	35.39	35.39	0.00
dDocent_Contig_27437	dDocent_Contig_30483	3	18	11818811	12258662	512396	10	35.39	35.39	0.22
dDocent_Contig_63932	dDocent_Contig_64534	2	18	10897238	10968367	71129	10	35.97	35.97	0.00
dDocent_Contig_20609	dDocent_Contig_31796	3	18	12446544	12765702	382041	10	35.94	39.74	3.80
dDocent_Contig_50518	dDocent_Contig_48250	2	18	13598740	13448551	150189	10	39	41.28	2.28
dDocent_Contig_129569	dDocent_Contig_51099	3	18	14342013	15542327	1200314	10	40.76	43.81	3.05
dDocent_Contig_20865	dDocent_Contig_73600	2	18	18596985	19458689	861704	10	49.4	52.81	3.41
dDocent_Contig_10572	dDocent_Contig_137144	2	18	20497476	20797146	299670	10	53.56	56.49	2.93
dDocent_Contig_384622	dDocent_Contig_53830	3	18	23404073	21676309	1727764	10	57.12	58.39	1.27
dDocent_Contig_25808	dDocent_Contig_76476	3	18	23760972	26092107	2331135	10	62.78	65.87	3.09
dDocent_Contig_348	dDocent_Contig_131621	2	4	24984097	24895559	88538	19	5.09	5.79	0.70
dDocent_Contig_187344	dDocent_Contig_291619	7	4	25348003	22716908	2707525	19	7.48999999999999	11.64	4.15
dDocent_Contig_19222	dDocent_Contig_88211	5	4	18932773	16289232	2643541	19	15.57	22.55	6.98
dDocent_Contig_1328	dDocent_Contig_63273	2	4	556784	1101137	544353	19	29.52	30.6	1.08
dDocent_Contig_197331	dDocent_Contig_19238	4	4	3980824	3626886	353938	19	30.96	33.09	2.30
dDocent_Contig_46095	dDocent_Contig_14848	3	4	5153813	4830965	341181	19	34.24	36.43	2.19
dDocent_Contig_5145	dDocent_Contig_374147	3	4	8051951	6990564	1061387	19	36.36	41.33	4.97
dDocent_Contig_41944	dDocent_Contig_134784	2	4	8957328	9454686	497358	19	46.63	47.3	0.67
dDocent_Contig_85881	dDocent_Contig_137743	2	4	9767833	10093531	325698	19	48.97	51.67	2.70
dDocent_Contig_38113	dDocent_Contig_6648	3	2	22923670	24222039	1298369	5	14.78	14.45	0.33
dDocent_Contig_28930	dDocent_Contig_5320	5	2	21352084	21477953	125869	5	18.35	22.92	4.57
dDocent_Contig_38050	dDocent_Contig_17343	7	2	14451410	19003012	4551602	5	24.95	28.96	4.01
dDocent_Contig_276420	dDocent_Contig_3831	4	2	13295797	12004454	1529427	5	30.83	33.66	2.83
dDocent_Contig_111953	dDocent_Contig_22567	3	2	10887518	10482139	445037	5	37.02	40.17	3.15
dDocent_Contig_352629	dDocent_Contig_92932	2	2	7840067	7568918	271149	5	43.71	49.76	6.05
dDocent_Contig_399470	dDocent_Contig_34072	2	2	5292935	5519115	226180	5	51.68	52.35	0.67
dDocent_Contig_38257	dDocent_Contig_4163	7	2	4728631	6924915	2196284	5	55.86	56.19	0.33
dDocent_Contig_221136	dDocent_Contig_1254	4	2	3534482	1767123	1767359	5	58.67	66.74	8.07
