lg18	2835000	5360000	x	3480124	4322595
lg18	5360000	6530000	x	784481	3233289
lg18	7935000	9005000	x	5307637	5177920
lg18	11555000	14470000	x	6339767	7241505
lg18	14470000	14960000	x	8225708	8824482
lg18	16719999	17595000	x	8958488	10513760
lg18	17905000	20075000	x	11821123	12291160
lg18	26140000	27290000	x	12840865	13043111
lg18	34945000	35110000	x	15546229	15642283
lg18	35695000	35695000	x	11728876	11930174
lg13	700000	1780000	15	1137068	842083
lg13	1780000	4345000	15	3215882	4099933
lg13	4615000	4460000	15	5312527	6917069
lg13	5585000	8279999	15	4597137	4595699
lg13	9735000	12940000	15	7538904	10197028
lg13	12940000	14105000	15	11181026	11020058
lg13	14445000	15460000	15	11577758	13820801
lg13	15800000	20290000	15	13575406	17157944
lg13	22310000	22900000	15	18438732	18285244
lg13	25235000	25045000	15	20321499	20598797
lg13	26590000	27210000	15	19965743	19152537
lg13	30160000	31165000	15	22953934	24105893
lg16	3980000	3980000	16	18594256	18952805
lg16	4815000	4815000	16	20346668	20350554
lg16	5590000	5745000	16	19247313	18795105
lg16	5665000	6635000	16	15398921	18231086
lg16	11245000	11615000	16	15052045	14271478
lg16	12000000	12155000	16	12424909	13453466
lg16	13935000	14315000	16	11201073	11999206
lg16	15640000	15530000	16	8516612	9146564
lg16	15530000	15530000	16	9511035	10012406
lg16	16900000	16715000	16	7658672	8922162
lg16	17900000	18490000	16	7406749	7298372
lg16	21715000	23920000	16	4334976	4043705
lg16	25325000	25325000	16	817747	843326
lg16	29420000	29420000	16	633253	1942198
lg16	29420000	34115000	16	2481924	3280016
lg23	2315000	3555000	22-25	2728226	3298927
lg23	4960000	5300000	22-25	3496638	3045068
lg23	5300000	6465000	22-25	3771603	4219688
lg23	6045000	10965000	22-25	5426281	6395849
lg23	12260000	14440000	22-25	7650237	10249203
lg23	15100000	15100000	22-25	10878496	11003162
lg23	15675000	15800000	22-25	10925093	11810155
lg23	15800000	17225000	22-25	12588969	12402958
lg23	17360000	17885000	22-25	14565678	15875552
lg23	20440000	20645000	22-25	16308076	15993457
lg23	22290000	22290000	22-25	17977218	18737713
lg23	22290000	22290000	22-25	20671660	22346254
lg23	23490000	24315000	22-25	19741973	20113388
lg23	28060000	28400000	22-25	22826402	22951393
lg23	29790000	32045000	22-25	24875609	24213385
lg6	1900000	2110000	20	27719364	26157643
lg6	3290000	3290000	20	23892249	24940923
lg6	6060000	6800000	20	22331388	22738732
lg6	8405000	9540000	20	675010	2135259
lg6	10150000	10755000	20	2189457	3261546
lg6	10955000	12560000	20	7754644	7730890
lg6	13645000	14150000	20	6518147	6145527
lg6	16190000	16655000	20	4239491	6096322
lg6	16690000	17425000	20	8305512	10235559
lg6	18235000	19600000	20	11629198	11120852
lg6	19445000	20720000	20	12395665	11762087
lg6	22450000	29215000	20	13171805	17961644
lg6	33134999	33134999	20	19227862	20065650
lg3	1880000	2210000	13	23701563	23723487
lg3	2830000	2595000	13	21693688	22218782
lg3	2675000	3140000	13	24224758	25321518
lg3	4225000	4225000	13	22114856	22137369
lg3	4455000	4455000	13	18591341	19264202
lg3	4380000	4535000	13	22372664	22706432
lg3	8255000	8335000	13	19511647	20766663
lg3	8410000	8875000	13	19276868	18728537
lg3	12300000	12685000	13	15537485	17799433
lg3	13440000	13775000	13	12151748	11950423
lg3	13775000	13850000	13	12742915	13077284
lg3	15250000	15335000	13	11302852	11500032
lg3	15550000	17715000	13	11041454	8696910
lg3	19900000	24300000	13	8422194	6205428
lg9	4915000	7965000	14	4139274	7654517
lg9	8425000	9210000	14	8737440	9979624
lg9	12460000	13095000	14	10556177	10635830
lg9	13470000	15665000	14	11323399	13409302
lg9	16575000	17855000	14	14864053	15509885
lg9	20540000	20425000	14	18782255	19430885
lg9	21025000	22590000	14	19701472	20948181
lg9	27095000	28135000	14	24390084	24356085
lg9	32005000	32005000	14	23844568	23844877
lg9	31685000	31850000	14	25279224	25710356
lg9	32159999	39260000	14	24802501	24668176
lg12	4205000	5125000	4	21604577	21181422
lg12	4875000	5205000	4	22001541	22848935
lg12	5710000	6360000	4	20421852	20339657
lg12	7410000	8039999	4	19098302	19283977
lg12	9270000	9635000	4	17554537	18561326
lg12	11010000	11090000	4	17110231	17733248
lg12	11320000	11165000	4	16576210	16806122
lg12	13075000	13360000	4	13943851	15256702
lg12	16085000	15775000	4	12479933	12934903
lg12	16445000	18985000	4	11282117	10944593
lg12	19635000	22260000	4	9215844	7443799
lg12	22525000	22525000	4	226289	486718
lg12	23195000	26635000	4	6700302	5828704
lg12	27135000	27790000	4	5767457	5754725
lg12	33455000	33620000	4	1491520	1413585
lg12	34120000	34770000	4	1989288	619442
lg15	1335000	1335000	1B	15463277	15628742
lg15	4785000	8340000	1B	13025857	13041019
lg15	8275000	9270000	1B	13493560	13353441
lg15	10970000	11475000	1B	6735507	6683530
lg15	12060000	14850000	1B	7717547	9092875
lg15	15415000	18615000	1B	9821984	10263598
lg15	19695000	19695000	1B	6159575	6154915
lg15	21240000	23825000	1B	4677183	5694772
lg15	29380000	29380000	1B	314383	884142
lg14	79999	2165000	19	5084026	6473685
lg14	3405000	4345000	19	7370875	7069304
lg14	4345000	4950000	19	7962306	7811772
lg14	6960000	10070000	19	8813717	11926103
lg14	11300000	11395000	19	13161218	12321924
lg14	12300000	13435000	19	14388852	15077554
lg14	17835000	18310000	19	18226395	15736922
lg14	18310000	18645000	19	18382001	18958965
lg14	18560000	18560000	19	21991226	22473828
lg14	19995000	21360000	19	21060066	20214282
lg20	5460000	9185000	5	605718	3221492
lg20	10360000	10980000	5	3943565	5748410
lg20	11060000	12685000	5	5608236	8541237
lg20	12980000	13165000	5	8875973	8578518
lg20	14085000	14085000	5	9920704	10166880
lg20	14085000	14160000	5	11254798	10509314
lg20	15010000	15165000	5	11692101	12591380
lg20	15630000	18565000	5	12809425	16782612
lg20	18565000	19645000	5	17713275	17709977
lg20	20460000	21810000	5	20157592	19971278
lg20	21555000	23975000	5	21989130	22010542
lg20	23935000	26075000	5	23035738	23043196
lg20	25825000	25825000	5	24831634	24894438
lg20	27800000	28185000	5	25546497	28139015
lg20	28185000	32990000	5	22000615	22445539
lg20	32990000	32835000	5	23205811	23904694
lg8	7960000	7960000	18-21	400271	1188443
lg8	8810000	11290000	18-21	1472301	3430785
lg8	11365000	11365000	18-21	4144837	4968222
lg8	12800000	13360000	18-21	3844387	3955424
lg8	13770000	15655000	18-21	5214693	5967290
lg8	15940000	16890000	18-21	6929085	7547785
lg8	16890000	16890000	18-21	8099088	8247688
lg8	18260000	18260000	18-21	7596992	7945212
lg8	18875000	19340000	18-21	8048977	8415882
lg8	21665000	22125000	18-21	10830928	10133264
lg8	22710000	24600000	18-21	11071183	12309968
lg8	30675000	30930000	18-21	14998507	15051818
lg8	32115000	32580000	18-21	15512613	15835483
lg8	33064999	36285000	18-21	16377547	15910220
lg4	2915000	6195000	7	6254495	8139113
lg4	9290000	10360000	7	5137169	5107563
lg4	10725000	14315000	7	10258647	14420587
lg4	15080000	18275000	7	15564646	16839235
lg4	18660000	25325000	7	17527462	22570086
lg4	25815000	27635000	7	23975230	23626893
lg4	33265000	33265000	7	22600434	23617404
lg4	33110000	33420000	7	27597181	27871979
lg4	36610000	36780000	7	1514777	1562716
lg24	0	0	6	23715755	26469341
lg24	3055000	3080000	6	4333144	4720632
lg24	3855000	3890000	6	3994512	4024562
lg24	4390000	5405000	6	3601170	2319885
lg24	5605000	6325000	6	6102455	6338663
lg24	6455000	8005000	6	8487270	7060661
lg24	8085000	11170000	6	9026002	11782493
lg24	11500000	14880000	6	11891664	15348111
lg24	16625000	17625000	6	16087107	16217953
lg24	18575000	18640000	6	18232269	18788941
lg24	20315000	22880000	6	17273498	17587017
lg24	24575000	27895000	6	20061960	20096510
lg10	3230000	6320000	10	2017840	3412974
lg10	7550000	8580000	10	3693439	4332102
lg10	9785000	11790000	10	5474308	6983115
lg10	14265000	15030000	10	8755721	9470654
lg10	16270000	16405000	10	10727089	9579020
lg10	17305000	17305000	10	13041186	13313511
lg10	17695000	17695000	10	11567309	11690513
lg10	17695000	17695000	10	13344322	13713117
lg10	17970000	19870000	10	13899619	14219754
lg10	19500000	20640000	10	14918201	14775485
lg10	20380000	21905000	10	15537102	16425034
lg10	24200000	26135000	10	18159389	16513719
lg10	28240000	28560000	10	21853032	21674856
lg10	29035000	29195000	10	20678648	20647680
lg10	31390000	32159999	10	22011846	22206137
lg19	2545000	2895000	8	17167250	17110450
lg19	3744999	3744999	8	17415188	17511053
lg19	4824999	5820000	8	13501360	14028691
lg19	6915000	10770000	8	13336920	10742439
lg19	11275000	11275000	8	9725997	10252198
lg19	11775000	12135000	8	8960589	9398003
lg19	13060000	14110000	8	7683110	7494391
lg19	15480000	15395000	8	1329473	1382207
lg19	16149999	17505000	8	1612575	2837407
lg19	18215000	18855000	8	2818020	3597934
lg19	20355000	20665000	8	409976	691145
lg19	23315000	24485000	8	4928583	4275066
lg19	23925000	25835000	8	17836437	20374385
lg5	3115000	3270000	2	15342288	15068110
lg5	4205000	5440000	2	13914443	13818287
lg5	7390000	7225000	2	12479231	13661358
lg5	9175000	9175000	2	11107796	11168494
lg5	10485000	11460000	2	10397398	11214489
lg5	12475000	15035000	2	5992476	9159935
lg5	15415000	15850000	2	5002012	4645291
lg5	16830000	16830000	2	3636483	3875805
lg5	18510000	20085000	2	2823923	2509863
lg5	21855000	24880000	2	24892950	24615040
lg5	25840000	26175000	2	22589201	22779483
lg5	27930000	28095000	2	22033181	24051011
lg5	29335000	31800000	2	20342086	19187642
