dDocent_Contig_1633	18	dna:chromosome chromosome:TETRAODON8:18:1:11077504:1 REF	8e-22	4638593	4638725
dDocent_Contig_1884	10	dna:chromosome chromosome:TETRAODON8:10:1:13272281:1 REF	4e-26	5834855	5835005
dDocent_Contig_2125	2	dna:chromosome chromosome:TETRAODON8:2:1:21591555:1 REF	7e-74	13620790	13621074
dDocent_Contig_2193	10	dna:chromosome chromosome:TETRAODON8:10:1:13272281:1 REF	4e-27	7064126	7064352
dDocent_Contig_2201	5	dna:chromosome chromosome:TETRAODON8:5:1:13390619:1 REF	5e-32	11473223	11473351
dDocent_Contig_2268	11	dna:chromosome chromosome:TETRAODON8:11:1:11954808:1 REF	1e-27	1190324	1190544
dDocent_Contig_2305	10	dna:chromosome chromosome:TETRAODON8:10:1:13272281:1 REF	6e-56	12740913	12741058
dDocent_Contig_2305	7	dna:chromosome chromosome:TETRAODON8:7:1:11693588:1 REF	3e-41	10865742	10865890
dDocent_Contig_2305	1	dna:chromosome chromosome:TETRAODON8:1:1:22981688:1 REF	5e-32	1143957	1144108
dDocent_Contig_2305	1	dna:chromosome chromosome:TETRAODON8:1:1:22981688:1 REF	5e-32	1148261	1148412
dDocent_Contig_2305	12	dna:chromosome chromosome:TETRAODON8:12:1:12622881:1 REF	2e-23	5909572	5909712
dDocent_Contig_2305	8	dna:chromosome chromosome:TETRAODON8:8:1:10512681:1 REF	6e-12	7063487	7063569
dDocent_Contig_2375	9	dna:chromosome chromosome:TETRAODON8:9:1:10554956:1 REF	1e-27	9862463	9862596
dDocent_Contig_2388	16	dna:chromosome chromosome:TETRAODON8:16:1:9031048:1 REF	2e-29	4345093	4345322
dDocent_Contig_2507	13	dna:chromosome chromosome:TETRAODON8:13:1:13302670:1 REF	1e-31	4860183	4860457
dDocent_Contig_2785	7	dna:chromosome chromosome:TETRAODON8:7:1:11693588:1 REF	9e-23	8068177	8068520
dDocent_Contig_2844	3	dna:chromosome chromosome:TETRAODON8:3:1:15489435:1 REF	4e-14	14234251	14234309
dDocent_Contig_2858	1	dna:chromosome chromosome:TETRAODON8:1:1:22981688:1 REF	2e-25	499110	499207
dDocent_Contig_3187	15	dna:chromosome chromosome:TETRAODON8:15:1:7320470:1 REF	5e-26	1472284	1472397
dDocent_Contig_3380	8	dna:chromosome chromosome:TETRAODON8:8:1:10512681:1 REF	3e-46	2378878	2379165
dDocent_Contig_3387	12	dna:chromosome chromosome:TETRAODON8:12:1:12622881:1 REF	4e-39	6199224	6199448
dDocent_Contig_3398	11	dna:chromosome chromosome:TETRAODON8:11:1:11954808:1 REF	3e-28	8384638	8384755
dDocent_Contig_3398	9	dna:chromosome chromosome:TETRAODON8:9:1:10554956:1 REF	2e-18	6344155	6344264
dDocent_Contig_3405	3	dna:chromosome chromosome:TETRAODON8:3:1:15489435:1 REF	2e-37	1554157	1554402
dDocent_Contig_3406	10	dna:chromosome chromosome:TETRAODON8:10:1:13272281:1 REF	6e-25	7651166	7651308
dDocent_Contig_3449	9	dna:chromosome chromosome:TETRAODON8:9:1:10554956:1 REF	2e-31	3950234	3950377
dDocent_Contig_3457	2	dna:chromosome chromosome:TETRAODON8:2:1:21591555:1 REF	7e-11	4446041	4446105
dDocent_Contig_3457	2	dna:chromosome chromosome:TETRAODON8:2:1:21591555:1 REF	7e-11	4660934	4660986
dDocent_Contig_3528	12	dna:chromosome chromosome:TETRAODON8:12:1:12622881:1 REF	6e-50	8393990	8394240
dDocent_Contig_3765	1	dna:chromosome chromosome:TETRAODON8:1:1:22981688:1 REF	4e-20	19205353	19205437
dDocent_Contig_3765	15	dna:chromosome chromosome:TETRAODON8:15:1:7320470:1 REF	2e-18	4055358	4055439
dDocent_Contig_3889	12	dna:chromosome chromosome:TETRAODON8:12:1:12622881:1 REF	2e-49	4473741	4473899
dDocent_Contig_3962	3	dna:chromosome chromosome:TETRAODON8:3:1:15489435:1 REF	1e-40	8629016	8629154
dDocent_Contig_3967	12	dna:chromosome chromosome:TETRAODON8:12:1:12622881:1 REF	3e-21	2851190	2851410
dDocent_Contig_3967	15	dna:chromosome chromosome:TETRAODON8:15:1:7320470:1 REF	2e-11	6123827	6123925
dDocent_Contig_4056	10	dna:chromosome chromosome:TETRAODON8:10:1:13272281:1 REF	6e-11	1204186	1204286
dDocent_Contig_4135	11	dna:chromosome chromosome:TETRAODON8:11:1:11954808:1 REF	1e-50	7067165	7067313
dDocent_Contig_4135	11	dna:chromosome chromosome:TETRAODON8:11:1:11954808:1 REF	1e-50	5612763	5612907
dDocent_Contig_4135	19	dna:chromosome chromosome:TETRAODON8:19:1:7272499:1 REF	4e-14	6885736	6885841
dDocent_Contig_4163	20	dna:chromosome chromosome:TETRAODON8:20:1:3798727:1 REF	1e-46	2278868	2279148
dDocent_Contig_4305	8	dna:chromosome chromosome:TETRAODON8:8:1:10512681:1 REF	2e-36	9170766	9170910
dDocent_Contig_4389	1	dna:chromosome chromosome:TETRAODON8:1:1:22981688:1 REF	2e-42	11698394	11698690
dDocent_Contig_4468	5	dna:chromosome chromosome:TETRAODON8:5:1:13390619:1 REF	2e-75	3412245	3412484
dDocent_Contig_4533	19	dna:chromosome chromosome:TETRAODON8:19:1:7272499:1 REF	4e-83	3431757	3432080
dDocent_Contig_4651	1	dna:chromosome chromosome:TETRAODON8:1:1:22981688:1 REF	3e-21	3680740	3680874
dDocent_Contig_4686	4	dna:chromosome chromosome:TETRAODON8:4:1:9874776:1 REF	6e-25	6925373	6925456
dDocent_Contig_4687	11	dna:chromosome chromosome:TETRAODON8:11:1:11954808:1 REF	7e-17	6371390	6371458
dDocent_Contig_4692	2	dna:chromosome chromosome:TETRAODON8:2:1:21591555:1 REF	5e-13	20453009	20453123
dDocent_Contig_4899	7	dna:chromosome chromosome:TETRAODON8:7:1:11693588:1 REF	2e-31	7737688	7737808
dDocent_Contig_5138	9	dna:chromosome chromosome:TETRAODON8:9:1:10554956:1 REF	7e-37	7809912	7810030
dDocent_Contig_5138	11	dna:chromosome chromosome:TETRAODON8:11:1:11954808:1 REF	4e-20	8919061	8919178
dDocent_Contig_5138	19	dna:chromosome chromosome:TETRAODON8:19:1:7272499:1 REF	2e-19	2184146	2184264
dDocent_Contig_5372	19	dna:chromosome chromosome:TETRAODON8:19:1:7272499:1 REF	4e-14	6610658	6610734
dDocent_Contig_5563	5	dna:chromosome chromosome:TETRAODON8:5:1:13390619:1 REF	2e-18	12981487	12981556
dDocent_Contig_5748	21	dna:chromosome chromosome:TETRAODON8:21:1:5834722:1 REF	3e-28	4144007	4144134
dDocent_Contig_5748	21	dna:chromosome chromosome:TETRAODON8:21:1:5834722:1 REF	3e-28	4137243	4137368
dDocent_Contig_5819	11	dna:chromosome chromosome:TETRAODON8:11:1:11954808:1 REF	8e-30	4236472	4236771
dDocent_Contig_6638	2	dna:chromosome chromosome:TETRAODON8:2:1:21591555:1 REF	1e-65	10136092	10136374
dDocent_Contig_6648	1	dna:chromosome chromosome:TETRAODON8:1:1:22981688:1 REF	3e-60	3539505	3539724
dDocent_Contig_6814	13	dna:chromosome chromosome:TETRAODON8:13:1:13302670:1 REF	2e-35	8926011	8926244
dDocent_Contig_6864	10	dna:chromosome chromosome:TETRAODON8:10:1:13272281:1 REF	2e-37	5158194	5158489
dDocent_Contig_6914	11	dna:chromosome chromosome:TETRAODON8:11:1:11954808:1 REF	9e-118	5739010	5739367
dDocent_Contig_6914	11	dna:chromosome chromosome:TETRAODON8:11:1:11954808:1 REF	9e-118	6863197	6863555
dDocent_Contig_6914	6	dna:chromosome chromosome:TETRAODON8:6:1:7024381:1 REF	1e-71	2902090	2902447
dDocent_Contig_6914	10	dna:chromosome chromosome:TETRAODON8:10:1:13272281:1 REF	7e-18	2282838	2283112
dDocent_Contig_6955	17	dna:chromosome chromosome:TETRAODON8:17:1:12136232:1 REF	7e-30	12082897	12083029
dDocent_Contig_7326	2	dna:chromosome chromosome:TETRAODON8:2:1:21591555:1 REF	8e-36	20683496	20683662
dDocent_Contig_7350	1	dna:chromosome chromosome:TETRAODON8:1:1:22981688:1 REF	9e-16	20905506	20905572
dDocent_Contig_7358	18	dna:chromosome chromosome:TETRAODON8:18:1:11077504:1 REF	3e-34	1482838	1482968
dDocent_Contig_7405	13	dna:chromosome chromosome:TETRAODON8:13:1:13302670:1 REF	3e-15	4148786	4148876
dDocent_Contig_7440	3	dna:chromosome chromosome:TETRAODON8:3:1:15489435:1 REF	5e-19	9363962	9364037
dDocent_Contig_7440	2	dna:chromosome chromosome:TETRAODON8:2:1:21591555:1 REF	5e-19	6035479	6035551
dDocent_Contig_7795	11	dna:chromosome chromosome:TETRAODON8:11:1:11954808:1 REF	4e-32	10070536	10070640
dDocent_Contig_8127	7	dna:chromosome chromosome:TETRAODON8:7:1:11693588:1 REF	9e-48	7464396	7464695
dDocent_Contig_8127	3	dna:chromosome chromosome:TETRAODON8:3:1:15489435:1 REF	1e-13	5820006	5820128
dDocent_Contig_8127	20	dna:chromosome chromosome:TETRAODON8:20:1:3798727:1 REF	2e-12	884505	884573
dDocent_Contig_8127	20	dna:chromosome chromosome:TETRAODON8:20:1:3798727:1 REF	2e-12	893239	893307
dDocent_Contig_8174	10	dna:chromosome chromosome:TETRAODON8:10:1:13272281:1 REF	5e-75	6000670	6000960
dDocent_Contig_8219	14	dna:chromosome chromosome:TETRAODON8:14:1:10246949:1 REF	1e-34	9435931	9436091
dDocent_Contig_8251	17	dna:chromosome chromosome:TETRAODON8:17:1:12136232:1 REF	2e-12	9883188	9883276
dDocent_Contig_8327	6	dna:chromosome chromosome:TETRAODON8:6:1:7024381:1 REF	5e-12	3319207	3319271
dDocent_Contig_8598	16	dna:chromosome chromosome:TETRAODON8:16:1:9031048:1 REF	2e-101	2151979	2152319
dDocent_Contig_8704	12	dna:chromosome chromosome:TETRAODON8:12:1:12622881:1 REF	2e-11	12226534	12226620
dDocent_Contig_8809	13	dna:chromosome chromosome:TETRAODON8:13:1:13302670:1 REF	1e-83	5497320	5497639
dDocent_Contig_8822	17	dna:chromosome chromosome:TETRAODON8:17:1:12136232:1 REF	3e-22	10378950	10379018
dDocent_Contig_8882	8	dna:chromosome chromosome:TETRAODON8:8:1:10512681:1 REF	1e-25	8287764	8287843
dDocent_Contig_8940	7	dna:chromosome chromosome:TETRAODON8:7:1:11693588:1 REF	1e-38	7471117	7471300
dDocent_Contig_8987	9	dna:chromosome chromosome:TETRAODON8:9:1:10554956:1 REF	2e-38	4008136	4008273
dDocent_Contig_9044	1	dna:chromosome chromosome:TETRAODON8:1:1:22981688:1 REF	7e-24	19305609	19305730
dDocent_Contig_9113	17	dna:chromosome chromosome:TETRAODON8:17:1:12136232:1 REF	4e-71	6455183	6455442
dDocent_Contig_9384	2	dna:chromosome chromosome:TETRAODON8:2:1:21591555:1 REF	5e-75	20334538	20334776
dDocent_Contig_9469	17	dna:chromosome chromosome:TETRAODON8:17:1:12136232:1 REF	1e-14	1168208	1168265
dDocent_Contig_9482	4	dna:chromosome chromosome:TETRAODON8:4:1:9874776:1 REF	4e-39	9641984	9642106
dDocent_Contig_9482	1	dna:chromosome chromosome:TETRAODON8:1:1:22981688:1 REF	8e-23	15745225	15745337
dDocent_Contig_9482	18	dna:chromosome chromosome:TETRAODON8:18:1:11077504:1 REF	1e-20	10738541	10738656
dDocent_Contig_9482	11	dna:chromosome chromosome:TETRAODON8:11:1:11954808:1 REF	1e-19	6463235	6463341
dDocent_Contig_9482	9	dna:chromosome chromosome:TETRAODON8:9:1:10554956:1 REF	4e-14	9058917	9059015
dDocent_Contig_9482	9	dna:chromosome chromosome:TETRAODON8:9:1:10554956:1 REF	4e-14	978188	978271
dDocent_Contig_9482	9	dna:chromosome chromosome:TETRAODON8:9:1:10554956:1 REF	4e-14	3662049	3662132
dDocent_Contig_9482	3	dna:chromosome chromosome:TETRAODON8:3:1:15489435:1 REF	4e-14	8654723	8654783
dDocent_Contig_9859	17	dna:chromosome chromosome:TETRAODON8:17:1:12136232:1 REF	5e-50	3093486	3093699
dDocent_Contig_10383	7	dna:chromosome chromosome:TETRAODON8:7:1:11693588:1 REF	2e-18	9967299	9967383
dDocent_Contig_10387	3	dna:chromosome chromosome:TETRAODON8:3:1:15489435:1 REF	1e-89	5996306	5996563
dDocent_Contig_10387	16	dna:chromosome chromosome:TETRAODON8:16:1:9031048:1 REF	3e-28	8176744	8176941
dDocent_Contig_10387	16	dna:chromosome chromosome:TETRAODON8:16:1:9031048:1 REF	3e-28	8179454	8179685
dDocent_Contig_10414	1	dna:chromosome chromosome:TETRAODON8:1:1:22981688:1 REF	2e-86	16206615	16206924
dDocent_Contig_10459	14	dna:chromosome chromosome:TETRAODON8:14:1:10246949:1 REF	2e-37	8460231	8460502
dDocent_Contig_10610	16	dna:chromosome chromosome:TETRAODON8:16:1:9031048:1 REF	3e-40	5976792	5976926
dDocent_Contig_10610	7	dna:chromosome chromosome:TETRAODON8:7:1:11693588:1 REF	1e-33	3992815	3992957
dDocent_Contig_10610	7	dna:chromosome chromosome:TETRAODON8:7:1:11693588:1 REF	1e-33	10192800	10192934
dDocent_Contig_10610	7	dna:chromosome chromosome:TETRAODON8:7:1:11693588:1 REF	1e-33	5000221	5000352
dDocent_Contig_10610	1	dna:chromosome chromosome:TETRAODON8:1:1:22981688:1 REF	6e-30	9599902	9600040
dDocent_Contig_10610	1	dna:chromosome chromosome:TETRAODON8:1:1:22981688:1 REF	6e-30	2495159	2495289
dDocent_Contig_10808	3	dna:chromosome chromosome:TETRAODON8:3:1:15489435:1 REF	2e-36	4931078	4931259
dDocent_Contig_10816	2	dna:chromosome chromosome:TETRAODON8:2:1:21591555:1 REF	5e-12	11187082	11187146
dDocent_Contig_11109	19	dna:chromosome chromosome:TETRAODON8:19:1:7272499:1 REF	1e-21	2829052	2829137
dDocent_Contig_11109	9	dna:chromosome chromosome:TETRAODON8:9:1:10554956:1 REF	8e-17	7048475	7048548
dDocent_Contig_11122	19	dna:chromosome chromosome:TETRAODON8:19:1:7272499:1 REF	1e-27	6909144	6909452
dDocent_Contig_11186	17	dna:chromosome chromosome:TETRAODON8:17:1:12136232:1 REF	2e-25	9227890	9227979
dDocent_Contig_11186	17	dna:chromosome chromosome:TETRAODON8:17:1:12136232:1 REF	2e-25	9227750	9227813
dDocent_Contig_11280	11	dna:chromosome chromosome:TETRAODON8:11:1:11954808:1 REF	4e-70	2569746	2570034
dDocent_Contig_11280	9	dna:chromosome chromosome:TETRAODON8:9:1:10554956:1 REF	4e-33	6506609	6506755
dDocent_Contig_11280	9	dna:chromosome chromosome:TETRAODON8:9:1:10554956:1 REF	4e-33	9084740	9084933
dDocent_Contig_11280	13	dna:chromosome chromosome:TETRAODON8:13:1:13302670:1 REF	4e-26	9950083	9950285
dDocent_Contig_11476	13	dna:chromosome chromosome:TETRAODON8:13:1:13302670:1 REF	2e-18	6895369	6895527
dDocent_Contig_12068	19	dna:chromosome chromosome:TETRAODON8:19:1:7272499:1 REF	6e-31	2616016	2616215
dDocent_Contig_12291	21	dna:chromosome chromosome:TETRAODON8:21:1:5834722:1 REF	4e-14	5124679	5124755
dDocent_Contig_12309	20	dna:chromosome chromosome:TETRAODON8:20:1:3798727:1 REF	2e-18	2586964	2587054
dDocent_Contig_12514	11	dna:chromosome chromosome:TETRAODON8:11:1:11954808:1 REF	7e-11	3437051	3437129
dDocent_Contig_12674	15	dna:chromosome chromosome:TETRAODON8:15:1:7320470:1 REF	4e-58	2443533	2443879
dDocent_Contig_12726	7	dna:chromosome chromosome:TETRAODON8:7:1:11693588:1 REF	3e-27	8236304	8236418
dDocent_Contig_12806	14	dna:chromosome chromosome:TETRAODON8:14:1:10246949:1 REF	2e-49	7332692	7332915
dDocent_Contig_12895	16	dna:chromosome chromosome:TETRAODON8:16:1:9031048:1 REF	2e-56	2522252	2522450
dDocent_Contig_12895	16	dna:chromosome chromosome:TETRAODON8:16:1:9031048:1 REF	2e-56	2526343	2526576
dDocent_Contig_12895	16	dna:chromosome chromosome:TETRAODON8:16:1:9031048:1 REF	2e-56	2529277	2529504
dDocent_Contig_12895	16	dna:chromosome chromosome:TETRAODON8:16:1:9031048:1 REF	2e-56	2541625	2541766
dDocent_Contig_12895	16	dna:chromosome chromosome:TETRAODON8:16:1:9031048:1 REF	2e-56	2535800	2535900
dDocent_Contig_12895	16	dna:chromosome chromosome:TETRAODON8:16:1:9031048:1 REF	2e-56	2532933	2533113
dDocent_Contig_12895	16	dna:chromosome chromosome:TETRAODON8:16:1:9031048:1 REF	2e-56	2568695	2568870
dDocent_Contig_12922	16	dna:chromosome chromosome:TETRAODON8:16:1:9031048:1 REF	3e-28	2159450	2159658
dDocent_Contig_13057	4	dna:chromosome chromosome:TETRAODON8:4:1:9874776:1 REF	9e-54	7552595	7552868
dDocent_Contig_13164	2	dna:chromosome chromosome:TETRAODON8:2:1:21591555:1 REF	2e-36	9478423	9478587
dDocent_Contig_13211	13	dna:chromosome chromosome:TETRAODON8:13:1:13302670:1 REF	8e-17	6932073	6932159
dDocent_Contig_13271	13	dna:chromosome chromosome:TETRAODON8:13:1:13302670:1 REF	4e-45	3702600	3702748
dDocent_Contig_13271	19	dna:chromosome chromosome:TETRAODON8:19:1:7272499:1 REF	2e-23	2846480	2846630
dDocent_Contig_13302	2	dna:chromosome chromosome:TETRAODON8:2:1:21591555:1 REF	2e-43	7351534	7351811
dDocent_Contig_13457	21	dna:chromosome chromosome:TETRAODON8:21:1:5834722:1 REF	3e-60	2028526	2028753
dDocent_Contig_13457	21	dna:chromosome chromosome:TETRAODON8:21:1:5834722:1 REF	3e-60	2003967	2004193
dDocent_Contig_13457	17	dna:chromosome chromosome:TETRAODON8:17:1:12136232:1 REF	1e-57	2463161	2463389
dDocent_Contig_13705	12	dna:chromosome chromosome:TETRAODON8:12:1:12622881:1 REF	2e-17	6144160	6144234
dDocent_Contig_13865	5	dna:chromosome chromosome:TETRAODON8:5:1:13390619:1 REF	1e-27	7831922	7832051
dDocent_Contig_13907	9	dna:chromosome chromosome:TETRAODON8:9:1:10554956:1 REF	2e-24	8342036	8342142
dDocent_Contig_14368	1	dna:chromosome chromosome:TETRAODON8:1:1:22981688:1 REF	2e-29	20864661	20864810
dDocent_Contig_14391	14	dna:chromosome chromosome:TETRAODON8:14:1:10246949:1 REF	3e-60	9112258	9112456
dDocent_Contig_14429	6	dna:chromosome chromosome:TETRAODON8:6:1:7024381:1 REF	2e-17	4334314	4334368
dDocent_Contig_14506	15	dna:chromosome chromosome:TETRAODON8:15:1:7320470:1 REF	6e-12	6544849	6544921
dDocent_Contig_14672	2	dna:chromosome chromosome:TETRAODON8:2:1:21591555:1 REF	3e-66	16799832	16800151
dDocent_Contig_14672	6	dna:chromosome chromosome:TETRAODON8:6:1:7024381:1 REF	4e-20	5739627	5739781
dDocent_Contig_14675	9	dna:chromosome chromosome:TETRAODON8:9:1:10554956:1 REF	5e-63	7352307	7352520
dDocent_Contig_14866	8	dna:chromosome chromosome:TETRAODON8:8:1:10512681:1 REF	4e-64	2063682	2063875
dDocent_Contig_15309	2	dna:chromosome chromosome:TETRAODON8:2:1:21591555:1 REF	8e-42	12545117	12545421
dDocent_Contig_15328	4	dna:chromosome chromosome:TETRAODON8:4:1:9874776:1 REF	8e-23	7062391	7062483
dDocent_Contig_15328	1	dna:chromosome chromosome:TETRAODON8:1:1:22981688:1 REF	3e-22	19250749	19250850
dDocent_Contig_15328	12	dna:chromosome chromosome:TETRAODON8:12:1:12622881:1 REF	3e-16	2918974	2919066
dDocent_Contig_15338	21	dna:chromosome chromosome:TETRAODON8:21:1:5834722:1 REF	1e-33	1604396	1604523
dDocent_Contig_15338	14	dna:chromosome chromosome:TETRAODON8:14:1:10246949:1 REF	2e-18	10059159	10059263
dDocent_Contig_15338	14	dna:chromosome chromosome:TETRAODON8:14:1:10246949:1 REF	2e-18	10068082	10068186
dDocent_Contig_15338	14	dna:chromosome chromosome:TETRAODON8:14:1:10246949:1 REF	2e-18	10071428	10071532
dDocent_Contig_15342	13	dna:chromosome chromosome:TETRAODON8:13:1:13302670:1 REF	1e-39	8076994	8077221
dDocent_Contig_15619	12	dna:chromosome chromosome:TETRAODON8:12:1:12622881:1 REF	4e-53	1194925	1195131
dDocent_Contig_15622	13	dna:chromosome chromosome:TETRAODON8:13:1:13302670:1 REF	7e-62	6783880	6784201
dDocent_Contig_15918	5	dna:chromosome chromosome:TETRAODON8:5:1:13390619:1 REF	1e-19	5276445	5276658
dDocent_Contig_16052	21	dna:chromosome chromosome:TETRAODON8:21:1:5834722:1 REF	1e-25	5515250	5515437
dDocent_Contig_16160	8	dna:chromosome chromosome:TETRAODON8:8:1:10512681:1 REF	6e-44	9567597	9567825
dDocent_Contig_16360	11	dna:chromosome chromosome:TETRAODON8:11:1:11954808:1 REF	5e-31	11889300	11889427
dDocent_Contig_16360	21	dna:chromosome chromosome:TETRAODON8:21:1:5834722:1 REF	1e-12	1627541	1627662
dDocent_Contig_16668	1	dna:chromosome chromosome:TETRAODON8:1:1:22981688:1 REF	9e-16	12939064	12939164
dDocent_Contig_17099	17	dna:chromosome chromosome:TETRAODON8:17:1:12136232:1 REF	3e-40	999658	999951
dDocent_Contig_17517	1	dna:chromosome chromosome:TETRAODON8:1:1:22981688:1 REF	5e-58	354923	355279
dDocent_Contig_17774	12	dna:chromosome chromosome:TETRAODON8:12:1:12622881:1 REF	1e-52	6242153	6242451
dDocent_Contig_17774	7	dna:chromosome chromosome:TETRAODON8:7:1:11693588:1 REF	2e-23	6922449	6922564
dDocent_Contig_17818	4	dna:chromosome chromosome:TETRAODON8:4:1:9874776:1 REF	3e-47	5055540	5055719
dDocent_Contig_17871	16	dna:chromosome chromosome:TETRAODON8:16:1:9031048:1 REF	5e-44	5134304	5134460
dDocent_Contig_17973	10	dna:chromosome chromosome:TETRAODON8:10:1:13272281:1 REF	2e-61	6752314	6752647
dDocent_Contig_18304	9	dna:chromosome chromosome:TETRAODON8:9:1:10554956:1 REF	8e-29	7050108	7050282
dDocent_Contig_18304	19	dna:chromosome chromosome:TETRAODON8:19:1:7272499:1 REF	1e-19	2826952	2827083
dDocent_Contig_18330	14	dna:chromosome chromosome:TETRAODON8:14:1:10246949:1 REF	2e-36	1196809	1197062
dDocent_Contig_18333	1	dna:chromosome chromosome:TETRAODON8:1:1:22981688:1 REF	2e-17	22829907	22830041
dDocent_Contig_18354	21	dna:chromosome chromosome:TETRAODON8:21:1:5834722:1 REF	2e-132	4694817	4695157
dDocent_Contig_19061	2	dna:chromosome chromosome:TETRAODON8:2:1:21591555:1 REF	3e-28	7890006	7890108
dDocent_Contig_19091	10	dna:chromosome chromosome:TETRAODON8:10:1:13272281:1 REF	7e-80	6785269	6785544
dDocent_Contig_19111	11	dna:chromosome chromosome:TETRAODON8:11:1:11954808:1 REF	6e-107	6313369	6313646
dDocent_Contig_19111	13	dna:chromosome chromosome:TETRAODON8:13:1:13302670:1 REF	1e-39	4858349	4858482
dDocent_Contig_19111	9	dna:chromosome chromosome:TETRAODON8:9:1:10554956:1 REF	3e-22	5113241	5113374
dDocent_Contig_19189	9	dna:chromosome chromosome:TETRAODON8:9:1:10554956:1 REF	1e-27	9982878	9983005
dDocent_Contig_19606	13	dna:chromosome chromosome:TETRAODON8:13:1:13302670:1 REF	5e-31	12581651	12581800
dDocent_Contig_19641	10	dna:chromosome chromosome:TETRAODON8:10:1:13272281:1 REF	4e-21	12237630	12237711
dDocent_Contig_19641	10	dna:chromosome chromosome:TETRAODON8:10:1:13272281:1 REF	4e-21	12237445	12237497
dDocent_Contig_19718	6	dna:chromosome chromosome:TETRAODON8:6:1:7024381:1 REF	3e-47	5572255	5572422
dDocent_Contig_20158	16	dna:chromosome chromosome:TETRAODON8:16:1:9031048:1 REF	2e-57	3987586	3987944
dDocent_Contig_20310	2	dna:chromosome chromosome:TETRAODON8:2:1:21591555:1 REF	1e-38	9597292	9597453
dDocent_Contig_20760	18	dna:chromosome chromosome:TETRAODON8:18:1:11077504:1 REF	8e-29	2844965	2845105
dDocent_Contig_21002	13	dna:chromosome chromosome:TETRAODON8:13:1:13302670:1 REF	3e-21	9035093	9035169
dDocent_Contig_21002	13	dna:chromosome chromosome:TETRAODON8:13:1:13302670:1 REF	3e-21	9035292	9035362
