START_LOCUS	END_LOCUS	NUM_LOCI	COMP_CHR	COMP_START	COMP_END	COMP_SIZE	MAP_LG	MAP_START	MAP_END	MAP_SIZE
dDocent_Contig_22103	dDocent_Contig_2829	2	8	10069543	10332951	263408	7	1.91	2.52	0.61
dDocent_Contig_15637	dDocent_Contig_4056	3	8	6613860	6422839	411621	7	2.22	5	3.03
dDocent_Contig_39587	dDocent_Contig_263885	2	8	4484492	4936938	452446	7	5.92	5.97	0.05
dDocent_Contig_176664	dDocent_Contig_45189	6	8	4210315	5095168	884853	7	6.76	6.59	0.17
dDocent_Contig_237691	dDocent_Contig_3156	3	8	5361739	5523928	190874	7	6.92	6.59	0.33
dDocent_Contig_244722	dDocent_Contig_238170	2	8	14537559	14923942	386383	7	10.5	10.34	0.16
dDocent_Contig_8174	dDocent_Contig_30404	2	8	12737036	12851766	114730	7	13.9	13.9	0.00
dDocent_Contig_15664	dDocent_Contig_124590	5	8	14093724	13851074	242650	7	13.74	15.59	1.85
dDocent_Contig_55735	dDocent_Contig_124000	4	8	13197072	13544194	347122	7	16.25	15.91	0.34
dDocent_Contig_1884	dDocent_Contig_1622	3	8	13010598	13435132	424534	7	16.55	16.55	0.13
dDocent_Contig_45279	dDocent_Contig_263524	2	8	13083306	13255905	172599	7	17.01	16.98	0.03
dDocent_Contig_48412	dDocent_Contig_62600	3	8	11973300	12115829	142529	7	18.25	18.25	0.00
dDocent_Contig_42202	dDocent_Contig_19091	3	8	11695085	11500584	194501	7	20.1	22.14	2.04
dDocent_Contig_189819	dDocent_Contig_291844	8	2	19536790	20381930	845140	7	22.14	26.32	4.18
dDocent_Contig_35440	dDocent_Contig_14595	3	8	3347028	2991532	355496	7	42.03	44.63	2.60
dDocent_Contig_79174	dDocent_Contig_4505	6	8	2434515	2368264	276774	7	43.11	49.25	6.14
dDocent_Contig_175067	dDocent_Contig_183092	3	8	2643025	2594774	66074	7	49.56	50.27	0.71
dDocent_Contig_30202	dDocent_Contig_113893	2	8	1014221	489146	525075	7	50.64	52.99	2.35
dDocent_Contig_60276	dDocent_Contig_12798	5	8	916435	1109155	308143	7	52.99	53.61	0.62
dDocent_Contig_2517	dDocent_Contig_305886	4	3	622889	2213310	1590421	2	0.62	3.4	2.78
dDocent_Contig_12908	dDocent_Contig_13252	2	3	2895710	2690787	204923	2	4.64	4.64	0.00
dDocent_Contig_159288	dDocent_Contig_21007	4	3	3095131	3814560	719429	2	4.95	6.81	1.86
dDocent_Contig_6142	dDocent_Contig_100914	2	3	2464603	2834392	369789	2	10.23	10.23	0.00
dDocent_Contig_103393	dDocent_Contig_242472	10	3	5023131	6853241	2192986	2	10.23	13.8	3.57
dDocent_Contig_13127	dDocent_Contig_352570	2	3	6847951	7292249	444298	2	15.31	16.99	1.68
dDocent_Contig_16131	dDocent_Contig_43242	3	3	15889689	15522224	561123	2	17.32	18.34	1.02
dDocent_Contig_21940	dDocent_Contig_26733	5	3	16601001	17379975	980151	2	18.65	20.2	1.86
dDocent_Contig_25996	dDocent_Contig_274701	7	3	17612334	18452052	839718	2	20.82	22.79	1.97
dDocent_Contig_129880	dDocent_Contig_149361	6	3	19501259	20249091	794228	2	24.95	26.83	1.88
dDocent_Contig_81798	dDocent_Contig_64197	2	3	20951278	21501032	549754	2	26.72	28.51	1.79
dDocent_Contig_82625	dDocent_Contig_16230	6	3	23030788	22049318	1247946	2	30.37	33.22	2.85
dDocent_Contig_301464	dDocent_Contig_234716	2	3	14674785	14805451	130666	2	35.39	35.95	0.56
dDocent_Contig_57989	dDocent_Contig_91847	2	3	13356775	13637666	280891	2	40.55	40.63	0.08
dDocent_Contig_130418	dDocent_Contig_355	6	3	11378650	11969636	764694	2	45.79	48.23	2.74
dDocent_Contig_58266	dDocent_Contig_29194	2	3	11008278	11170112	161834	2	49.06	49.06	0.00
dDocent_Contig_273666	dDocent_Contig_8251	2	3	12181336	12308424	127088	2	49.21	49.89	0.68
dDocent_Contig_206761	dDocent_Contig_12561	3	3	9556682	9720028	187465	2	52.43	52.59	0.18
dDocent_Contig_52625	dDocent_Contig_89980	3	3	11618320	11837505	219545	2	52.43	52.22	0.21
dDocent_Contig_178388	dDocent_Contig_841	3	3	12702087	12970718	268631	2	52.22	52.26	0.04
dDocent_Contig_21226	dDocent_Contig_75304	2	3	13866996	14382900	515904	2	52.59	52.24	0.35
dDocent_Contig_11186	dDocent_Contig_308594	5	3	9789932	10436306	715169	2	53.27	54.96	1.69
dDocent_Contig_159654	dDocent_Contig_126987	2	9	2155769	1710253	445516	17	2	2.5	0.50
dDocent_Contig_243672	dDocent_Contig_80895	2	9	998837	1045649	46812	17	3.74	3.74	0.00
dDocent_Contig_21227	dDocent_Contig_400071	6	9	2662372	3579305	1006544	17	3.74	5.12	1.38
dDocent_Contig_83020	dDocent_Contig_19203	4	9	906723	548987	357736	17	5.29	8.44	3.15
dDocent_Contig_57412	dDocent_Contig_377556	2	9	7416818	7152737	264081	17	15.05	17.71	2.66
dDocent_Contig_6644	dDocent_Contig_21045	3	9	7971571	8181150	209579	17	19.74	21.77	2.03
dDocent_Contig_282730	dDocent_Contig_60490	3	9	4642949	4828230	185281	17	26.12	26.84	0.72
dDocent_Contig_9101	dDocent_Contig_24719	8	9	5631694	6078194	666624	17	26.68	30.55	3.87
dDocent_Contig_21292	dDocent_Contig_284156	2	9	6434507	6636934	202427	17	32.08	38.5	6.42
dDocent_Contig_26251	dDocent_Contig_313224	3	9	10243885	10034140	210357	17	42.22	42.84	0.62
dDocent_Contig_10333	dDocent_Contig_115658	7	9	11130113	11661350	670800	17	45	49.01	4.50
dDocent_Contig_1688	dDocent_Contig_22448	2	9	10994930	10838470	156460	17	49.94	50.26	0.32
dDocent_Contig_8986	dDocent_Contig_8438	2	9	12622905	12679279	56374	17	50.26	50.26	0.00
dDocent_Contig_17011	dDocent_Contig_135616	3	9	12308802	12372435	264459	17	51.5	54.06	2.56
dDocent_Contig_73256	dDocent_Contig_30025	3	9	12784302	12815308	241570	17	54.31	56.44	2.13
dDocent_Contig_121543	dDocent_Contig_261202	2	9	13066752	13083431	16679	17	57.12	57.45	0.33
dDocent_Contig_269043	dDocent_Contig_5697	4	9	13114506	13385828	271322	17	58.45	59.26	1.15
dDocent_Contig_394281	dDocent_Contig_5386	3	9	13642737	13505406	319079	17	59.88	60.19	0.62
dDocent_Contig_9953	dDocent_Contig_31678	2	9	13915381	14422202	506821	17	60.12	60.79	0.67
dDocent_Contig_91476	dDocent_Contig_21593	5	22	18398437	16816148	1582289	22	3.53	8.34	4.81
dDocent_Contig_30738	dDocent_Contig_34420	2	22	17493493	17231666	261827	22	8.46000000000001	10.49	2.03
dDocent_Contig_16492	dDocent_Contig_113794	3	22	15731477	15955813	275754	22	11.75	11.13	0.62
dDocent_Contig_38972	dDocent_Contig_12291	3	22	16865771	16444578	421193	22	11.49	13.51	2.02
dDocent_Contig_45043	dDocent_Contig_18354	8	22	15753396	15033438	1197001	22	17.6	22.06	4.46
dDocent_Contig_74020	dDocent_Contig_205530	4	22	14124577	14698506	623298	22	25.13	27.27	2.14
dDocent_Contig_16603	dDocent_Contig_169586	2	22	12003900	12259834	255934	22	34.31	34.31	0.00
dDocent_Contig_45756	dDocent_Contig_3534	3	22	11530186	11862069	331883	22	35.11	34.71	0.40
dDocent_Contig_91748	dDocent_Contig_303916	2	22	11069989	10509879	560110	22	35.97	37.22	1.25
dDocent_Contig_183196	dDocent_Contig_368549	4	22	9519936	10369659	849723	22	37.83	37.83	0.17
dDocent_Contig_107634	dDocent_Contig_620	2	22	9144931	9549930	404999	22	38.58	38.58	0.00
dDocent_Contig_12988	dDocent_Contig_44483	4	22	8647535	8636366	722165	22	39.69	39.84	0.31
dDocent_Contig_11361	dDocent_Contig_15338	3	22	8603365	7817352	786013	22	41.52	45.62	4.10
dDocent_Contig_69113	dDocent_Contig_65255	5	22	7305435	7569255	263820	22	47.63	47.96	0.33
dDocent_Contig_21728	dDocent_Contig_100222	6	22	5870863	4887566	983297	22	49.24	54.09	4.85
dDocent_Contig_49245	dDocent_Contig_28835	4	22	4179575	4777674	598099	22	56.41	56.43	0.33
dDocent_Contig_9496	dDocent_Contig_10820	2	22	3962406	4082471	120065	22	57.33	57.44	0.11
dDocent_Contig_55599	dDocent_Contig_111577	12	22	1237899	3025436	1868100	22	59.16	59.13	0.03
dDocent_Contig_37992	dDocent_Contig_62487	4	22	3423206	3962063	538857	22	59.13	59.13	0.00
dDocent_Contig_11765	dDocent_Contig_13457	3	22	7405625	7515296	144930	22	59.13	59.13	0.00
dDocent_Contig_143960	dDocent_Contig_273405	2	22	465647	641011	175364	22	59.78	59.78	0.00
dDocent_Contig_33993	dDocent_Contig_18848	3	1	4826896	5917825	1090929	1	1.54	1.54	0.00
dDocent_Contig_39959	dDocent_Contig_235337	3	1	14457480	14414743	275511	1	1.54	1.86	0.32
dDocent_Contig_32522	dDocent_Contig_1897	2	1	13266966	13478485	211519	1	7.97	7.98	0.01
dDocent_Contig_1574	dDocent_Contig_46447	6	1	12216683	13439371	1222688	1	9.31	8.98	0.33
dDocent_Contig_164687	dDocent_Contig_651	7	1	10828898	12640146	2003221	1	13.88	13.88	0.00
dDocent_Contig_62	dDocent_Contig_65968	4	1	9824961	10504902	679941	1	14.56	14.56	0.00
dDocent_Contig_52162	dDocent_Contig_238996	4	1	8723937	8291909	513610	1	15.8	18.4	2.60
dDocent_Contig_320578	dDocent_Contig_37660	2	1	16275613	16534664	259051	1	19.82	19.82	0.00
dDocent_Contig_139762	dDocent_Contig_87617	3	1	15721663	16067128	345465	1	21.36	21.36	0.00
dDocent_Contig_92949	dDocent_Contig_352327	2	1	15004011	14944927	59084	1	23.58	23.58	0.00
dDocent_Contig_15840	dDocent_Contig_35436	4	1	26422808	27032365	616137	1	23.77	24.44	0.67
dDocent_Contig_4687	dDocent_Contig_1291	7	1	1221253	3331699	2110446	1	26.99	30.97	3.98
dDocent_Contig_339848	dDocent_Contig_7928	8	1	18423838	19129723	1080396	1	30.97	33.64	2.67
dDocent_Contig_12514	dDocent_Contig_56538	5	1	19527316	19923510	567202	1	33.64	34.5	0.86
dDocent_Contig_32568	dDocent_Contig_8169	3	1	19641749	20012318	390818	1	35.16	35.16	0.00
dDocent_Contig_146193	dDocent_Contig_5242	5	1	20962637	21501680	684368	1	39.79	39.79	0.00
dDocent_Contig_13842	dDocent_Contig_172657	2	1	22005814	21591334	414480	1	46.83	47.61	0.78
dDocent_Contig_83043	dDocent_Contig_29138	11	1	22086409	23971026	1884617	1	47.52	50.34	2.82
dDocent_Contig_12373	dDocent_Contig_90638	2	1	25360929	25428281	67352	1	53.88	53.72	0.16
dDocent_Contig_183753	dDocent_Contig_322	2	1	23708621	23575809	132812	1	54.58	54.28	0.30
dDocent_Contig_161242	dDocent_Contig_16360	3	1	24174532	24758055	583523	1	54.43	57.08	2.65
dDocent_Contig_1577	dDocent_Contig_147380	3	1	24931353	25829909	898556	1	57.77	57.77	0.38
dDocent_Contig_123426	dDocent_Contig_21235	3	1	27335887	27649844	313957	1	57.77	59.08	1.31
dDocent_Contig_200617	dDocent_Contig_17439	3	1	20668273	20775856	107583	1	59.75	65.46	5.71
dDocent_Contig_9670	dDocent_Contig_23646	4	16	4400705	5083184	828712	18	1.5	1.65	0.31
dDocent_Contig_14167	dDocent_Contig_34257	3	16	6216362	6378252	161890	18	5.67	5.67	0.00
dDocent_Contig_4216	dDocent_Contig_29190	2	16	5863893	5937568	73675	18	8.34	9.38000000000001	1.04
dDocent_Contig_206879	dDocent_Contig_27189	3	16	13533547	13816068	352269	18	10.72	11.39	0.67
dDocent_Contig_2978	dDocent_Contig_5372	4	16	13081141	13148773	340908	18	15.87	18.01	2.14
dDocent_Contig_150190	dDocent_Contig_89892	5	16	11787086	11244067	897640	18	23.11	25.36	2.25
dDocent_Contig_327203	dDocent_Contig_21697	4	16	10849243	10320441	913962	18	27.45	28.37	1.49
dDocent_Contig_212866	dDocent_Contig_212830	3	16	11293511	10876556	416955	18	28.94	31.82	2.88
dDocent_Contig_163160	dDocent_Contig_265782	2	16	9253187	9688486	435299	18	33.44	33.44	0.00
dDocent_Contig_32458	dDocent_Contig_9980	4	16	7099698	8736553	1636855	18	35.19	35.19	0.00
dDocent_Contig_301088	dDocent_Contig_132994	3	16	2620147	2156700	463447	18	35.81	40.15	4.34
dDocent_Contig_19554	dDocent_Contig_186096	2	16	1149984	1178017	28033	18	44.16	44.53	0.37
dDocent_Contig_10043	dDocent_Contig_16344	2	16	2395021	2164484	230537	18	45.03	48.82	3.79
dDocent_Contig_24236	dDocent_Contig_37343	2	16	830165	476526	353639	18	48.22	50.38	2.16
dDocent_Contig_346077	dDocent_Contig_291924	2	16	14275348	14279132	3784	18	52.55	52.55	0.00
dDocent_Contig_98348	dDocent_Contig_90958	4	16	1803048	1504621	298427	18	52.96	54.58	1.62
dDocent_Contig_26071	dDocent_Contig_27583	3	16	14915767	14735884	257338	18	69.89	71.22	1.33
dDocent_Contig_385543	dDocent_Contig_12068	2	16	2511146	2717632	206486	18	71.39	71.39	0.00
dDocent_Contig_234405	dDocent_Contig_73935	4	16	16273234	17086431	888799	18	71.55	71.55	0.00
dDocent_Contig_202451	dDocent_Contig_149738	4	15	14262387	15041257	778870	13	0	1.4	1.40
dDocent_Contig_7326	dDocent_Contig_33478	3	15	6333755	6813969	600949	13	3.56	3.56	0.00
dDocent_Contig_129491	dDocent_Contig_7800	5	15	6215108	6098452	377101	13	4.36	8.3	3.94
dDocent_Contig_198003	dDocent_Contig_364497	3	15	4019784	3917618	160693	13	16.56	16.56	0.00
dDocent_Contig_3969	dDocent_Contig_149539	2	15	4924252	5148758	224506	13	16.56	16.56	0.00
dDocent_Contig_79522	dDocent_Contig_13005	3	15	21884947	21855271	132946	13	19.47	19.78	0.62
dDocent_Contig_7106	dDocent_Contig_99077	3	15	19287067	20084120	797053	13	25.88	25.88	0.00
dDocent_Contig_47561	dDocent_Contig_23695	8	15	10790885	12400639	1609754	13	27.52	31.6	4.08
dDocent_Contig_176684	dDocent_Contig_27079	11	15	15484450	17180024	1695574	13	32.31	37.34	5.19
dDocent_Contig_84818	dDocent_Contig_10816	3	15	10590530	10504625	350920	13	40.19	40.83	0.64
dDocent_Contig_43510	dDocent_Contig_37671	2	15	9012899	9155853	142954	13	44.62	45.8	1.18
dDocent_Contig_327	dDocent_Contig_4692	3	15	8287998	7442049	845949	13	47.04	50.47	3.43
dDocent_Contig_73664	dDocent_Contig_147906	3	15	3671100	3647908	235135	13	53.18	54.12	0.94
dDocent_Contig_71710	dDocent_Contig_2315	4	15	2838262	3190881	352619	13	54.73	54.9	0.48
dDocent_Contig_103448	dDocent_Contig_386896	2	15	2889285	3077227	187942	13	55.56	57.59	2.03
dDocent_Contig_149363	dDocent_Contig_13343	4	15	1797745	2522539	814517	13	59.06	60.31	1.26
dDocent_Contig_69393	dDocent_Contig_26911	2	15	1351328	1807597	456269	13	61.54	61.66	0.12
dDocent_Contig_5447	dDocent_Contig_26199	3	15	279356	1014189	734833	13	62.77	62.77	0.00
dDocent_Contig_7023	dDocent_Contig_57682	3	6	21321399	21294795	439144	16	7.63	7.96	0.33
dDocent_Contig_27644	dDocent_Contig_40899	2	6	22440322	22272304	168018	16	7.96	7.96	0.00
dDocent_Contig_118495	dDocent_Contig_43065	3	6	22762904	23319661	556757	16	9.63	9.32	0.31
dDocent_Contig_73477	dDocent_Contig_14866	2	6	21527733	21617104	89371	16	11.18	11.18	0.00
dDocent_Contig_204278	dDocent_Contig_1512	4	6	20052969	20517541	464572	16	13.27	13.27	0.00
dDocent_Contig_7844	dDocent_Contig_56593	3	6	18444933	18999540	554607	16	15.22	17.49	2.27
dDocent_Contig_219112	dDocent_Contig_343391	2	6	17571322	15585544	1985778	16	18.6	20.91	2.31
dDocent_Contig_12831	dDocent_Contig_333242	4	6	6436699	7110403	713184	16	24.62	24.62	0.31
dDocent_Contig_29327	dDocent_Contig_16805	2	6	5664680	5919042	254362	16	25.11	25.51	0.40
dDocent_Contig_52143	dDocent_Contig_15064	3	6	5504257	5561738	57481	16	28.59	28.63	0.04
dDocent_Contig_189298	dDocent_Contig_134968	4	6	249986	1065078	815092	16	31.06	31.06	0.00
dDocent_Contig_37785	dDocent_Contig_371139	2	6	1585581	1645635	60054	16	31.28	31.28	0.00
dDocent_Contig_219013	dDocent_Contig_331327	2	6	909456	1278834	369378	16	33.12	33.43	0.31
dDocent_Contig_316571	dDocent_Contig_282858	7	6	1646342	2656958	1010616	16	33.8	35.8	2.00
dDocent_Contig_57229	dDocent_Contig_224359	3	6	3364868	3465546	632163	16	36.22	39.71	3.49
dDocent_Contig_183123	dDocent_Contig_115366	3	6	12517526	12267799	465284	16	43.43	47.84	4.41
dDocent_Contig_130341	dDocent_Contig_14591	2	6	12922440	13177656	255216	16	47.84	47.84	0.00
dDocent_Contig_27794	dDocent_Contig_3184	4	6	10012026	10895909	883883	16	50.65	50.65	0.00
dDocent_Contig_61940	dDocent_Contig_9237	7	6	8339336	9715834	1445909	16	58.84	58.84	0.00
dDocent_Contig_208354	dDocent_Contig_84389	4	6	10422008	11034350	652060	16	58.84	58.84	0.00
dDocent_Contig_304729	dDocent_Contig_1580	12	6	7574082	9120810	1546728	16	68.23	68.23	0.00
dDocent_Contig_10944	dDocent_Contig_199626	2	17	20203372	20275780	72408	23	2.71999999999999	2.71999999999999	0.00
dDocent_Contig_19189	dDocent_Contig_34693	2	17	18887174	18788687	98487	23	4.63	4.94	0.31
dDocent_Contig_40645	dDocent_Contig_11249	5	17	18441009	18633913	584990	23	7.11	10.6	3.49
dDocent_Contig_52023	dDocent_Contig_222349	2	17	18013159	17871714	141445	23	10.6	10.82	0.22
dDocent_Contig_13907	dDocent_Contig_290839	2	17	8474794	9112441	637647	23	12.09	13.29	1.20
dDocent_Contig_89624	dDocent_Contig_33242	7	17	8580709	7550954	1029755	23	17.45	21.93	4.48
dDocent_Contig_30664	dDocent_Contig_60230	10	17	6648834	6113208	1219164	23	23.79	26.33	2.61
dDocent_Contig_11522	dDocent_Contig_29542	5	17	4875286	4494442	634049	23	27.64	28.41	1.08
dDocent_Contig_14602	dDocent_Contig_4865	3	17	24806432	25157934	351502	23	28.88	28.88	0.00
dDocent_Contig_46457	dDocent_Contig_188751	3	17	23588498	24186746	598248	23	29.7	30.2	0.50
dDocent_Contig_33925	dDocent_Contig_36275	6	17	22562849	24142165	1579316	23	31.6	31.35	0.25
dDocent_Contig_32102	dDocent_Contig_139359	4	17	22341275	23479540	1138265	23	32.04	33.21	1.39
dDocent_Contig_33597	dDocent_Contig_85985	2	17	22527401	22746038	218637	23	34.45	34.45	0.00
dDocent_Contig_1849	dDocent_Contig_62766	2	17	16190478	16426468	235990	23	35.77	35.77	0.00
dDocent_Contig_13466	dDocent_Contig_150600	3	17	14706959	15011344	304385	23	40.88	41.29	0.41
dDocent_Contig_119372	dDocent_Contig_72913	2	17	14408162	13757290	650872	23	41.91	44.07	2.16
dDocent_Contig_17862	dDocent_Contig_37096	4	17	12423009	13150403	727394	23	44.58	44.58	0.00
dDocent_Contig_104495	dDocent_Contig_18089	2	17	13553384	13724943	171559	23	44.38	44.22	0.16
dDocent_Contig_100755	dDocent_Contig_35972	2	17	11452512	11070892	381620	23	46.98	48.63	1.65
dDocent_Contig_18792	dDocent_Contig_90815	5	17	2936466	3009474	256130	23	54.78	56.8	2.02
dDocent_Contig_21570	dDocent_Contig_79954	3	17	2378813	2793108	414295	23	58.34	58.03	0.31
dDocent_Contig_14417	dDocent_Contig_123378	2	17	1846625	2101484	254859	23	58.74	59.58	0.84
dDocent_Contig_6533	dDocent_Contig_166423	2	17	1485825	1416799	69026	23	64.09	64.09	0.00
dDocent_Contig_2987	dDocent_Contig_31144	3	23	25601719	25963507	361788	6	3.8	3.34	0.46
dDocent_Contig_49717	dDocent_Contig_21964	2	23	15620420	15735426	115006	6	4.22	4.22	0.00
dDocent_Contig_24007	dDocent_Contig_76478	2	23	22947872	22539682	408190	6	4.22	6.12	1.90
dDocent_Contig_3923	dDocent_Contig_397105	6	23	23893862	25090420	1196558	6	6.12	6.58	0.46
dDocent_Contig_297334	dDocent_Contig_113644	2	23	23426382	23161604	264778	6	12.22	13.14	0.92
dDocent_Contig_108906	dDocent_Contig_15805	2	23	22997425	23023418	25993	6	13.76	13.6	0.16
dDocent_Contig_3021	dDocent_Contig_12382	2	23	20999749	21311051	311302	6	17.14	16.81	0.33
dDocent_Contig_309855	dDocent_Contig_19815	3	23	20645955	21064638	418683	6	17.47	17.47	0.00
dDocent_Contig_224101	dDocent_Contig_344040	2	23	20046300	20172389	126089	6	19.08	19.55	0.47
dDocent_Contig_6448	dDocent_Contig_78852	2	23	20788677	21061456	272779	6	20.05	19.81	0.24
dDocent_Contig_41885	dDocent_Contig_558	2	23	19995132	19860081	135051	6	20.3	20.6	0.30
dDocent_Contig_276086	dDocent_Contig_384998	3	23	19047328	19547339	533660	6	21.11	21.22	0.40
dDocent_Contig_93991	dDocent_Contig_99931	10	23	18310387	18285263	937592	6	21.91	25.12	3.21
dDocent_Contig_58798	dDocent_Contig_29808	4	23	17030188	16547329	482859	6	27.29	29.6	2.31
dDocent_Contig_25141	dDocent_Contig_3387	5	23	9794282	9868643	751517	6	31.03	32.38	1.35
dDocent_Contig_318878	dDocent_Contig_4785	2	23	9109957	8428302	681655	6	33.38	34.05	0.67
dDocent_Contig_26491	dDocent_Contig_19146	7	23	12012190	11891340	1278323	6	36.47	41.44	4.97
dDocent_Contig_4251	dDocent_Contig_99410	3	23	5745690	4920533	825157	6	43.58	44.5	0.92
dDocent_Contig_312955	dDocent_Contig_395704	2	23	6257481	6446708	189227	6	44.9	44.9	0.00
dDocent_Contig_25956	dDocent_Contig_13506	2	23	4743359	4897198	153839	6	47.61	47.61	0.00
dDocent_Contig_65242	dDocent_Contig_14839	2	23	7110607	7423913	313306	6	47.61	47.61	0.00
dDocent_Contig_31238	dDocent_Contig_142757	7	23	1075085	68897	1006188	6	52.87	58.43	5.56
dDocent_Contig_24688	dDocent_Contig_23884	2	23	181556	32755	148801	6	61.17	61.84	0.67
dDocent_Contig_112813	dDocent_Contig_77825	5	23	27165079	26962854	551663	6	61.51	66.27	4.76
dDocent_Contig_66767	dDocent_Contig_29868	2	23	28587210	28409357	177853	6	66.27	66.48	0.21
dDocent_Contig_5166	dDocent_Contig_105970	2	23	26288890	26695177	406287	6	67.67	67.34	0.33
dDocent_Contig_293918	dDocent_Contig_143124	3	23	28301260	27896090	405170	6	67.72	70.56	2.84
dDocent_Contig_205084	dDocent_Contig_12942	2	21	24137609	24090769	46840	3	3.76	4.09	0.33
dDocent_Contig_62716	dDocent_Contig_1023	2	21	24486727	24781960	295233	3	3.76	3.76	0.00
dDocent_Contig_8082	dDocent_Contig_84119	4	21	23867073	24225521	572794	3	5.04	5.04	0.62
dDocent_Contig_2388	dDocent_Contig_154055	13	21	21664263	23705091	2040828	3	5.19	5.35	0.47
dDocent_Contig_1537	dDocent_Contig_70673	3	21	21606499	21742424	156949	3	8.45	8.45	0.00
dDocent_Contig_25692	dDocent_Contig_20895	3	21	17947204	18600251	653047	3	8.91	8.91	0.00
