START_LOCUS	END_LOCUS	NUM_LOCI	COMP_CHR	COMP_START	COMP_END	COMP_SIZE	MAP_LG	MAP_START	MAP_END	MAP_SIZE
dDocent_Contig_18098	dDocent_Contig_44561	3	15	11254002	10309155	944847	7	32.55	36.56	4.09
dDocent_Contig_93574	dDocent_Contig_326641	2	15	11661872	11980254	318382	7	39.75	40.62	0.87
dDocent_Contig_14595	dDocent_Contig_183092	3	15	1302714	851930	450784	7	44.63	50.27	5.64
dDocent_Contig_159288	dDocent_Contig_21407	2	6	4295140	4221107	74033	2	4.95	5.88	0.93
dDocent_Contig_29172	dDocent_Contig_199454	2	6	2490010	1783168	706842	2	10.23	11.14	0.91
dDocent_Contig_17099	dDocent_Contig_13127	4	6	2921504	3707148	785644	2	13	15.31	2.31
dDocent_Contig_53191	dDocent_Contig_352570	2	6	4521328	4577065	55737	2	14.61	16.99	2.38
dDocent_Contig_16131	dDocent_Contig_25488	2	6	5475293	5647111	171818	2	17.32	17.65	0.33
dDocent_Contig_9859	dDocent_Contig_23714	3	6	6012365	6775854	763489	2	18.65	20.51	1.86
dDocent_Contig_25996	dDocent_Contig_149361	8	6	6870143	9034428	2164285	2	20.82	26.83	6.01
dDocent_Contig_91457	dDocent_Contig_9113	3	6	11231259	10303881	927378	2	30.92	33.22	2.30
dDocent_Contig_8822	dDocent_Contig_355	2	6	16443813	16478507	34694	2	47.61	48.23	0.62
dDocent_Contig_59561	dDocent_Contig_21226	2	6	13068227	13454935	386708	2	49.06	52.59	3.53
dDocent_Contig_178388	dDocent_Contig_246896	3	6	16083977	14740536	1343441	2	52.22	54.47	2.25
dDocent_Contig_8940	dDocent_Contig_345077	8	7	8150084	5945941	2429333	17	14.31	30.42	16.24
dDocent_Contig_16645	dDocent_Contig_37393	3	7	2862396	2947022	391250	17	46.94	49.48	2.56
dDocent_Contig_145411	dDocent_Contig_20664	2	7	355664	69965	285699	17	52.72	57.28	4.56
dDocent_Contig_392531	dDocent_Contig_5386	2	7	985966	1704435	718469	17	59.72	60.19	0.47
dDocent_Contig_34420	dDocent_Contig_12291	4	10	11643060	13450661	1807601	22	10.49	13.51	3.02
dDocent_Contig_13627	dDocent_Contig_18354	3	10	13952520	13805853	289431	22	20.04	22.06	2.69
dDocent_Contig_183196	dDocent_Contig_107634	3	10	7578463	7882076	598784	22	37.83	38.58	0.75
dDocent_Contig_12988	dDocent_Contig_15338	5	10	4798851	5128516	329665	22	39.69	45.62	5.93
dDocent_Contig_241945	dDocent_Contig_69113	4	10	5481543	5583085	101542	22	47.96	47.63	0.33
dDocent_Contig_266679	dDocent_Contig_100222	3	10	4234457	3797987	436470	22	52.72	54.09	1.37
dDocent_Contig_311699	dDocent_Contig_13812	3	10	8147	2160022	2151875	22	56.43	59.13	2.70
dDocent_Contig_13457	dDocent_Contig_27826	2	10	5396947	5528093	131146	22	59.13	59.13	0.00
dDocent_Contig_307589	dDocent_Contig_235337	2	17	12653866	13279288	625422	1	0	1.86	1.86
dDocent_Contig_154408	dDocent_Contig_7795	3	17	10031187	10551051	519864	1	13.88	13.88	0.00
dDocent_Contig_143482	dDocent_Contig_651	2	17	14285427	14438738	153311	1	13.88	13.88	0.00
dDocent_Contig_62	dDocent_Contig_23083	2	17	8449705	8665823	216118	1	14.56	14.56	0.00
dDocent_Contig_2268	dDocent_Contig_319646	2	17	7865214	6847411	1017803	1	18.4	18.73	0.33
dDocent_Contig_117373	dDocent_Contig_1291	3	17	5492230	6282022	789792	1	30.97	30.97	0.00
dDocent_Contig_44713	dDocent_Contig_56538	2	17	5251450	5159341	92109	1	33.64	34.5	0.86
dDocent_Contig_32568	dDocent_Contig_311739	2	17	5385205	5403073	17868	1	35.16	35.16	0.00
dDocent_Contig_10881	dDocent_Contig_112195	2	17	4542711	4661289	118578	1	39.79	39.79	0.00
dDocent_Contig_52743	dDocent_Contig_28819	4	17	2002852	2313344	310492	1	47.61	47.61	0.00
dDocent_Contig_29138	dDocent_Contig_165900	4	17	1719655	1990200	415297	1	50.34	54.28	4.24
dDocent_Contig_128509	dDocent_Contig_11122	2	4	23672381	25753845	2081464	18	1.34	10.72	9.38
dDocent_Contig_2978	dDocent_Contig_5372	3	4	21993042	22056065	105170	18	15.87	18.01	2.14
dDocent_Contig_134963	dDocent_Contig_29128	7	4	20820152	18215334	2604818	18	23.42	35.19	11.77
dDocent_Contig_4245	dDocent_Contig_165225	4	4	30894759	31985029	1090270	18	52.28	69.38	17.10
dDocent_Contig_12068	dDocent_Contig_385543	2	4	30070346	30213906	143560	18	71.39	71.39	0.00
dDocent_Contig_32115	dDocent_Contig_14575	2	16	4608299	5148568	540269	13	9.23	11.17	1.94
dDocent_Contig_79522	dDocent_Contig_159109	4	16	14359855	13214951	1336774	13	19.47	25.88	6.41
dDocent_Contig_165136	dDocent_Contig_157446	3	16	11332193	10756730	880404	13	28.89	29.56	0.67
dDocent_Contig_2125	dDocent_Contig_147070	5	16	10034058	9765725	452183	13	30.14	31.6	1.46
dDocent_Contig_13478	dDocent_Contig_137371	3	16	8976323	8431013	545310	13	32.31	34.63	2.32
dDocent_Contig_13164	dDocent_Contig_6638	3	16	3902764	2882376	1020388	13	53.81	55.24	1.43
dDocent_Contig_69050	dDocent_Contig_11158	2	16	16723278	16062609	660669	13	62.33	64.35	2.02
dDocent_Contig_57682	dDocent_Contig_83882	2	20	3905968	4207177	301209	16	7.96	7.96	0.00
dDocent_Contig_118495	dDocent_Contig_14866	3	20	2825634	3673253	850828	16	9.63	11.18	1.55
dDocent_Contig_155556	dDocent_Contig_1512	2	20	6717200	4482285	2234915	16	11.33	13.27	1.94
dDocent_Contig_52532	dDocent_Contig_97611	2	20	6994428	7117604	123176	16	22.49	22.92	0.43
dDocent_Contig_93946	dDocent_Contig_83538	3	20	9059879	8277349	914490	16	24	24.31	0.31
dDocent_Contig_53396	dDocent_Contig_137502	4	20	10056516	9438835	637899	16	27.87	28.63	0.76
dDocent_Contig_37785	dDocent_Contig_8882	2	20	12305590	11950262	355328	16	31.28	31.95	0.67
dDocent_Contig_58288	dDocent_Contig_331327	4	20	11566423	12576173	1009750	16	33.8	33.43	0.37
dDocent_Contig_286764	dDocent_Contig_9265	4	20	14410336	16369171	1958835	16	58.84	58.84	0.00
dDocent_Contig_40645	dDocent_Contig_18347	3	12	14395933	14244337	350834	23	7.11	9.92	2.81
dDocent_Contig_74727	dDocent_Contig_11249	2	12	15934255	15016047	918208	23	10.04	10.6	0.56
dDocent_Contig_52023	dDocent_Contig_37115	2	12	14007182	13641795	365387	23	10.6	12.93	2.33
dDocent_Contig_27586	dDocent_Contig_340761	6	12	1614265	404556	1390347	23	21.57	27.48	6.07
dDocent_Contig_6993	dDocent_Contig_19676	2	12	12184771	12296255	111484	23	31.6	31.6	0.00
dDocent_Contig_141242	dDocent_Contig_8987	3	12	10966737	11363755	397018	23	32.04	31.82	0.22
dDocent_Contig_103540	dDocent_Contig_85985	2	12	11381378	11361928	19450	23	34.45	34.45	0.00
dDocent_Contig_62766	dDocent_Contig_27344	2	12	9586473	10069132	482659	23	35.77	35.77	0.00
dDocent_Contig_13466	dDocent_Contig_150600	3	12	8154806	8419006	264200	23	40.88	41.29	0.41
dDocent_Contig_17862	dDocent_Contig_37096	3	12	6283782	6853779	569997	23	44.58	44.58	0.00
dDocent_Contig_8131	dDocent_Contig_90815	2	12	3593427	3693784	100357	23	56.12	56.8	0.68
dDocent_Contig_123378	dDocent_Contig_79132	2	12	18179639	17534695	644944	23	59.58	63.29	3.71
dDocent_Contig_2987	dDocent_Contig_397105	2	13	3087412	3541882	454470	6	3.8	6.58	2.78
dDocent_Contig_8520	dDocent_Contig_224101	3	13	14065366	13462393	602973	6	17.47	19.08	1.61
dDocent_Contig_9662	dDocent_Contig_384998	3	13	12487447	13047841	560394	6	19.81	21.22	1.41
dDocent_Contig_24394	dDocent_Contig_73905	5	13	11473344	11479651	476018	6	24.26	25.12	1.25
dDocent_Contig_13705	dDocent_Contig_386286	3	13	9281754	10717366	1453483	6	32.38	33.31	0.93
dDocent_Contig_26491	dDocent_Contig_23746	3	13	6095495	5456105	639390	6	36.47	38.89	2.42
dDocent_Contig_182942	dDocent_Contig_3528	2	13	6088506	6210383	121877	6	40.84	40.3	0.54
dDocent_Contig_3889	dDocent_Contig_293918	3	13	18167458	19097022	929564	6	55.65	67.72	12.07
dDocent_Contig_84119	dDocent_Contig_92423	2	1	13954687	14041172	86485	3	5.04	4.42	0.62
dDocent_Contig_63898	dDocent_Contig_2388	2	1	12535201	12816458	281257	3	5.66	5.19	0.47
dDocent_Contig_54298	dDocent_Contig_352590	3	1	15155993	15442339	286346	3	5.35	6.28	0.93
dDocent_Contig_25692	dDocent_Contig_20895	3	1	10088185	10613960	525775	3	8.91	8.91	0.00
dDocent_Contig_98083	dDocent_Contig_3011	3	1	12950768	13220844	270076	3	8.76	9.07	0.33
dDocent_Contig_17871	dDocent_Contig_42589	2	1	16835441	16465409	370032	3	8.91	12.9	3.99
dDocent_Contig_25574	dDocent_Contig_12922	3	1	11788639	10198055	1590584	3	16.67	17.75	1.08
dDocent_Contig_117548	dDocent_Contig_123863	3	1	6682218	7029812	786838	3	23.44	25.53	2.09
dDocent_Contig_20418	dDocent_Contig_68707	9	1	5829063	2392217	3923058	3	25.53	40.8	15.27
dDocent_Contig_66352	dDocent_Contig_384346	4	7	11878203	13635885	1757682	9	10.33	15.93	5.60
dDocent_Contig_32622	dDocent_Contig_101640	2	7	13130278	13037507	92771	9	16.72	18.42	1.70
dDocent_Contig_4899	dDocent_Contig_28238	7	7	15451285	17863526	2412241	9	18.42	28.97	10.55
dDocent_Contig_42416	dDocent_Contig_2785	2	7	18668316	18771323	103007	9	41.08	41.08	0.00
dDocent_Contig_10383	dDocent_Contig_61318	3	7	22997931	24001822	1003891	9	40.85	45.18	4.33
dDocent_Contig_6477	dDocent_Contig_30406	2	7	25883255	25514948	368307	9	54.19	62.43	8.24
dDocent_Contig_123765	dDocent_Contig_10430	4	7	26187885	26913645	726365	9	64.01	63.7	0.31
dDocent_Contig_49203	dDocent_Contig_55010	3	8	18267680	17159489	1108191	12	9.75	16.08	6.33
dDocent_Contig_34141	dDocent_Contig_214776	2	8	15284958	14663535	621423	12	22.33	24.49	2.16
dDocent_Contig_10414	dDocent_Contig_39799	5	8	13096786	12291416	1186765	12	26.15	31.55	6.02
dDocent_Contig_221276	dDocent_Contig_10799	2	8	10897655	11177587	279932	12	33.9	35.43	1.53
dDocent_Contig_3765	dDocent_Contig_23306	3	8	9768502	10844105	1075603	12	37.97	37.97	0.08
dDocent_Contig_4603	dDocent_Contig_41166	2	8	8578785	8239112	339673	12	43.05	44.9	1.85
dDocent_Contig_91723	dDocent_Contig_7350	6	8	7987346	7192776	794570	12	46.39	55.58	9.19
dDocent_Contig_43640	dDocent_Contig_67109	3	8	3861297	5676106	1814809	12	67.41	67.07	0.34
dDocent_Contig_128151	dDocent_Contig_104204	3	5	2259356	2796401	537045	15	3.96	9.27	5.31
dDocent_Contig_189129	dDocent_Contig_50732	3	5	4337143	3225015	1112128	15	9.27	18.54	9.27
dDocent_Contig_19061	dDocent_Contig_101841	3	5	9324833	9625188	300355	15	20.52	22.58	2.06
dDocent_Contig_79551	dDocent_Contig_2478	2	5	8881935	7981525	900410	15	24.12	31.86	7.74
dDocent_Contig_30071	dDocent_Contig_360249	4	5	469796	1779263	1535479	15	30.83	39.31	8.48
dDocent_Contig_30705	dDocent_Contig_2335	3	5	5861836	7543666	1681830	15	51.8	58.76	6.96
dDocent_Contig_144102	dDocent_Contig_53537	2	14	716517	1082308	365791	14	2.16	4.33	2.17
dDocent_Contig_30074	dDocent_Contig_17818	2	14	1673345	1492102	181243	14	6.81	8.69	1.88
dDocent_Contig_56244	dDocent_Contig_10950	11	14	1916332	7024752	5108420	14	9.9	26.87	16.97
dDocent_Contig_8979	dDocent_Contig_21841	2	14	9416529	7511544	1904985	14	35.67	36.62	0.95
dDocent_Contig_35592	dDocent_Contig_1470	3	14	9522948	9928337	405389	14	36.62	37.29	0.67
dDocent_Contig_61920	dDocent_Contig_406	2	14	10377317	10708325	331008	14	37.12	37.12	0.00
dDocent_Contig_266483	dDocent_Contig_77672	3	2	374617	5559738	5185121	20	10.92	18.22	7.45
dDocent_Contig_21556	dDocent_Contig_31096	4	2	17842404	17239705	680086	20	21.65	22.93	1.28
dDocent_Contig_25863	dDocent_Contig_17856	3	2	15189013	16246599	1057586	20	25.37	25.21	0.16
dDocent_Contig_190752	dDocent_Contig_44421	2	2	14942765	15158088	215323	20	25.96	26.33	0.37
dDocent_Contig_233714	dDocent_Contig_38981	4	2	14097648	14639018	686288	20	28.17	28.32	0.15
dDocent_Contig_95996	dDocent_Contig_29532	6	2	12072834	12806323	787155	20	30.33	30.02	0.31
dDocent_Contig_15918	dDocent_Contig_269535	2	2	11617768	11984222	366454	20	31.26	31.26	0.00
dDocent_Contig_12289	dDocent_Contig_220825	4	2	10295559	9747007	622678	20	33.4	34.97	1.57
dDocent_Contig_121559	dDocent_Contig_52549	3	2	8323919	9331607	1007688	20	37.13	37.13	0.00
dDocent_Contig_153650	dDocent_Contig_166590	2	2	6359890	6513029	153139	20	40.92	43.62	2.70
dDocent_Contig_37716	dDocent_Contig_95624	2	2	19502342	18796270	706072	20	52.15	56.37	4.22
dDocent_Contig_61319	dDocent_Contig_9303	6	21	1111539	2685221	1573682	8	15.92	21.96	6.04
dDocent_Contig_339791	dDocent_Contig_68700	2	21	4069044	4814238	745194	8	22.73	22.73	0.00
dDocent_Contig_84428	dDocent_Contig_86623	7	21	5668645	7292498	1623853	8	31.31	33.78	2.47
dDocent_Contig_199619	dDocent_Contig_86520	3	21	7432394	8000119	567725	8	38.06	41.16	3.10
dDocent_Contig_249952	dDocent_Contig_95836	4	21	8876661	10357905	1481244	8	44.25	49.2	4.95
dDocent_Contig_326304	dDocent_Contig_307315	3	21	11055096	11509250	454154	8	62.35	72.57	10.22
dDocent_Contig_36898	dDocent_Contig_141395	2	9	12305382	11902385	402997	4	6.5	8.98	2.48
dDocent_Contig_21444	dDocent_Contig_7650	2	9	9994787	9974740	20047	4	18.58	20.72	2.14
dDocent_Contig_359111	dDocent_Contig_173	6	9	14984088	12789094	2194994	4	21.45	26.77	5.32
dDocent_Contig_17369	dDocent_Contig_75370	3	9	17806681	17261294	545387	4	30.16	36.55	6.39
dDocent_Contig_336119	dDocent_Contig_297333	5	9	1254261	1927307	674533	4	35.77	38.1	2.33
dDocent_Contig_289693	dDocent_Contig_22529	2	9	7958514	6591347	1367167	4	44.17	48.29	4.12
dDocent_Contig_103135	dDocent_Contig_70736	5	19	656516	3691092	3099315	24	0	0	0.00
dDocent_Contig_188738	dDocent_Contig_15622	2	19	13305158	12976404	328754	24	3.39	6.16	2.77
dDocent_Contig_225171	dDocent_Contig_27564	4	19	17749907	19397551	1677770	24	6.11	10.81	4.70
dDocent_Contig_38804	dDocent_Contig_8809	5	19	15513137	14607656	905481	24	14.49	17.28	2.79
dDocent_Contig_14563	dDocent_Contig_125630	2	19	16287807	16722236	434429	24	16.17	18.8	2.63
dDocent_Contig_5061	dDocent_Contig_43622	3	19	12702145	12876476	274944	24	19.3	20.8	1.50
dDocent_Contig_650	dDocent_Contig_110765	3	19	12161952	12395169	233217	24	22.03	22.65	0.62
dDocent_Contig_8138	dDocent_Contig_25110	6	19	6288132	7677412	1389280	24	23	28.43	5.43
dDocent_Contig_19428	dDocent_Contig_69223	2	19	11404533	11394893	9640	24	28.43	28.43	0.00
dDocent_Contig_6127	dDocent_Contig_216625	5	19	5776438	5842233	132327	24	29.76	31.24	1.81
dDocent_Contig_22395	dDocent_Contig_256695	3	19	8593726	8137356	456370	24	37.15	37.95	0.80
dDocent_Contig_131719	dDocent_Contig_112107	2	19	10876903	10759834	117069	24	49.15	54.67	5.52
dDocent_Contig_2154	dDocent_Contig_64895	4	3	3689176	4840870	1151694	10	12.64	17.16	4.52
dDocent_Contig_23830	dDocent_Contig_118320	3	3	243877	301018	173774	10	19.57	20.25	0.68
dDocent_Contig_48611	dDocent_Contig_79517	3	3	10355819	9719984	635835	10	20.59	23.58	2.99
dDocent_Contig_90559	dDocent_Contig_22346	3	3	7809661	6941916	972705	10	29.07	32.54	3.47
dDocent_Contig_172611	dDocent_Contig_14506	2	3	1001667	1235119	233452	10	34.61	34.61	0.00
dDocent_Contig_18333	dDocent_Contig_27437	3	3	600631	972115	371484	10	35.61	35.39	0.22
dDocent_Contig_51425	dDocent_Contig_73753	2	3	2183491	2308059	124568	10	35.39	35.39	0.00
dDocent_Contig_20609	dDocent_Contig_54778	2	3	521944	704964	183020	10	35.94	38.5	2.56
dDocent_Contig_50518	dDocent_Contig_48250	2	3	16597257	16488522	108735	10	39	41.28	2.28
dDocent_Contig_129569	dDocent_Contig_51099	3	3	13703161	13116451	586710	10	40.76	43.81	3.05
dDocent_Contig_20865	dDocent_Contig_10572	3	3	11737486	10662422	1075064	10	49.4	53.56	4.16
dDocent_Contig_137144	dDocent_Contig_3187	2	3	16001540	14882132	1119408	10	56.49	58.07	1.58
dDocent_Contig_291619	dDocent_Contig_179549	2	11	13232362	13944037	711675	19	11.64	17.95	6.31
dDocent_Contig_87984	dDocent_Contig_276307	6	11	7732558	10409878	2677320	19	21.54	26.12	4.58
dDocent_Contig_9844	dDocent_Contig_3962	3	11	11899551	12272971	373420	19	29.52	30.14	0.62
dDocent_Contig_197331	dDocent_Contig_61063	2	11	12678539	12738645	60106	19	30.96	30.79	0.17
dDocent_Contig_46095	dDocent_Contig_14848	3	11	14974740	14821676	165162	19	34.24	36.43	2.19
dDocent_Contig_9976	dDocent_Contig_374147	2	11	4015654	4729306	713652	19	40.71	41.33	0.62
dDocent_Contig_134784	dDocent_Contig_85881	2	11	2789131	2981133	192002	19	47.3	48.97	1.67
dDocent_Contig_83754	dDocent_Contig_29774	3	4	16428085	16128895	328654	5	6.23	6.54	0.31
dDocent_Contig_38113	dDocent_Contig_6648	2	4	13763656	14844584	1080928	5	14.78	14.45	0.33
dDocent_Contig_28930	dDocent_Contig_73723	6	4	12540949	12581184	114109	5	18.35	22.92	4.57
dDocent_Contig_35078	dDocent_Contig_2858	3	4	8409993	10924634	2514641	5	25.28	30.07	4.79
dDocent_Contig_276420	dDocent_Contig_22567	7	4	5986313	7920980	1934667	5	30.83	40.17	9.34
dDocent_Contig_161221	dDocent_Contig_92932	3	4	1214930	2083189	868259	5	41.29	49.76	8.47
dDocent_Contig_399470	dDocent_Contig_34072	2	4	3416637	3290651	125986	5	51.68	52.35	0.67
dDocent_Contig_4163	dDocent_Contig_38257	7	4	2456004	3762108	1306104	5	56.19	55.86	0.33
