START_LOCUS	END_LOCUS	NUM_LOCI	COMP_CHR	COMP_START	COMP_END	COMP_SIZE	MAP_LG	MAP_START	MAP_END	MAP_SIZE
dDocent_Contig_243672	dDocent_Contig_400071	3	1	21671454	22691027	1123208	17	3.74	5.12	1.38
dDocent_Contig_8704	dDocent_Contig_377556	2	1	31639232	31779855	140623	17	13.38	17.71	4.33
dDocent_Contig_6644	dDocent_Contig_7736	2	1	19683349	19884088	200739	17	19.74	21.77	2.03
dDocent_Contig_9101	dDocent_Contig_24719	7	1	30291256	29906503	1168151	17	26.68	30.55	4.04
dDocent_Contig_145411	dDocent_Contig_20664	2	1	28289757	28235440	54317	17	52.72	57.28	4.56
dDocent_Contig_16052	dDocent_Contig_113794	2	18	6541385	6566667	25282	22	11.13	11.13	0.00
dDocent_Contig_20095	dDocent_Contig_1531	2	18	13877311	13733655	143656	22	11.89	19.37	7.48
dDocent_Contig_25536	dDocent_Contig_79882	2	18	9747796	9984040	236244	22	38	38.16	0.16
dDocent_Contig_183196	dDocent_Contig_44483	4	18	11403830	10549528	869878	22	37.83	39.84	2.01
dDocent_Contig_69113	dDocent_Contig_5234	4	18	5999530	6099031	110720	22	47.63	47.96	0.33
dDocent_Contig_14922	dDocent_Contig_62487	4	18	3385138	3218371	166767	22	55.09	59.13	4.04
dDocent_Contig_27826	dDocent_Contig_13457	2	18	6060009	6210045	150036	22	59.13	59.13	0.00
dDocent_Contig_235337	dDocent_Contig_28801	2	11	10561481	9978001	583480	1	1.86	7.97	6.11
dDocent_Contig_57444	dDocent_Contig_7795	2	11	11416604	11680960	264356	1	13.88	13.88	0.00
dDocent_Contig_33316	dDocent_Contig_52162	2	11	6515689	5904470	611219	1	14.56	15.8	1.24
dDocent_Contig_38328	dDocent_Contig_66871	3	11	5529884	4304748	1604059	1	19.82	21.36	1.54
dDocent_Contig_92949	dDocent_Contig_15840	2	11	3287748	3472315	184567	1	23.58	23.77	0.19
dDocent_Contig_4687	dDocent_Contig_15153	2	11	2351249	1962872	388377	1	26.99	30.97	3.98
dDocent_Contig_117373	dDocent_Contig_311739	6	11	12418716	12566917	421134	1	30.97	35.16	4.19
dDocent_Contig_19123	dDocent_Contig_52743	3	11	17120897	17393479	272582	1	47.61	47.61	0.00
dDocent_Contig_29138	dDocent_Contig_161242	2	11	13454256	13287965	166291	1	50.34	54.43	4.09
dDocent_Contig_183753	dDocent_Contig_165900	2	11	17522919	17413576	109343	1	54.58	54.28	0.30
dDocent_Contig_187802	dDocent_Contig_11122	3	8	28667798	29210755	542957	18	10.72	10.72	0.00
dDocent_Contig_2978	dDocent_Contig_212866	5	8	27911906	26359199	1596231	18	15.87	28.94	13.07
dDocent_Contig_115070	dDocent_Contig_265782	4	8	24664097	24663809	1444646	18	29.92	33.44	3.52
dDocent_Contig_35456	dDocent_Contig_32458	2	8	20260080	20637901	377821	18	35.19	35.19	0.00
dDocent_Contig_4533	dDocent_Contig_9980	3	8	22781889	23627277	845388	18	35.19	35.19	0.00
dDocent_Contig_93961	dDocent_Contig_319005	2	8	17713155	17036799	676356	18	64.53	69.38	4.85
dDocent_Contig_12068	dDocent_Contig_385543	2	8	21801591	22043895	242304	18	71.39	71.39	0.00
dDocent_Contig_85927	dDocent_Contig_234405	2	8	29900266	29898219	2047	18	71.55	71.55	0.00
dDocent_Contig_7326	dDocent_Contig_56128	3	16	16264226	18490658	2226432	13	3.56	16.56	13.00
dDocent_Contig_79522	dDocent_Contig_46846	2	16	15383782	15300233	83549	13	19.47	20.09	0.62
dDocent_Contig_7106	dDocent_Contig_159109	3	16	13208335	14095188	886853	13	25.88	25.88	0.00
dDocent_Contig_165136	dDocent_Contig_157446	2	16	12526824	11843774	683050	13	28.89	29.56	0.67
dDocent_Contig_2125	dDocent_Contig_93424	2	16	6250676	6582555	331879	13	30.14	30.92	0.78
dDocent_Contig_176684	dDocent_Contig_137371	3	16	9733173	11273233	1540060	13	32.31	34.63	2.32
dDocent_Contig_37671	dDocent_Contig_63722	4	16	7784770	7241663	647288	13	45.8	54.58	8.78
dDocent_Contig_20310	dDocent_Contig_69050	2	16	5694987	4013928	1681059	13	54.42	62.33	7.91
dDocent_Contig_83882	dDocent_Contig_57682	2	13	13410341	13706537	296196	16	7.96	7.96	0.00
dDocent_Contig_27644	dDocent_Contig_18567	2	13	19744456	20088645	344189	16	7.96	7.96	0.00
dDocent_Contig_118495	dDocent_Contig_238701	2	13	12393031	12397825	4794	16	9.63	9.63	0.00
dDocent_Contig_1512	dDocent_Contig_56593	3	13	17011258	18992688	1981430	16	13.27	17.49	4.22
dDocent_Contig_52532	dDocent_Contig_97611	2	13	6881846	6998851	117005	16	22.49	22.92	0.43
dDocent_Contig_202930	dDocent_Contig_83538	2	13	9734329	9907843	173514	16	24.31	24.31	0.00
dDocent_Contig_53396	dDocent_Contig_137502	4	13	8340484	9052303	732583	16	27.87	28.63	0.76
dDocent_Contig_58288	dDocent_Contig_305277	2	13	1922567	2176731	254164	16	33.8	33.8	0.00
dDocent_Contig_286764	dDocent_Contig_149785	2	13	20264349	21664472	1400123	16	58.84	58.84	0.00
dDocent_Contig_54855	dDocent_Contig_378878	3	13	2671696	3463231	791535	16	68.23	68.23	0.00
dDocent_Contig_19189	dDocent_Contig_239809	2	10	16518282	16629592	111310	23	4.63	6.33	1.70
dDocent_Contig_2375	dDocent_Contig_11249	3	10	14882827	16241031	1358204	23	10.04	10.6	0.56
dDocent_Contig_89624	dDocent_Contig_33242	5	10	17652475	16584077	1068398	23	17.45	21.93	4.48
dDocent_Contig_99076	dDocent_Contig_367217	3	10	19942106	19214401	727705	23	26.4	28.88	2.48
dDocent_Contig_3449	dDocent_Contig_7617	5	10	12816069	11867618	1032437	23	31.82	39.43	7.61
dDocent_Contig_119372	dDocent_Contig_43221	2	10	1774413	2682320	907907	23	41.91	44.58	2.67
dDocent_Contig_112075	dDocent_Contig_61119	2	10	3364059	4186525	822466	23	44.58	44.58	0.00
dDocent_Contig_36090	dDocent_Contig_17862	2	10	5639175	6615197	976022	23	44.58	44.58	0.00
dDocent_Contig_37096	dDocent_Contig_2202	2	10	11324945	11563041	238096	23	44.58	44.58	0.00
dDocent_Contig_100755	dDocent_Contig_35972	2	10	8803136	9163298	360162	23	46.98	48.63	1.65
dDocent_Contig_8131	dDocent_Contig_123378	3	10	4572505	5451138	878633	23	56.12	59.58	3.46
dDocent_Contig_49717	dDocent_Contig_41980	2	Z	943887	2309418	1365531	6	4.22	6.58	2.36
dDocent_Contig_84423	dDocent_Contig_73905	6	Z	18804699	19571051	777602	6	24.26	25.12	1.25
dDocent_Contig_193069	dDocent_Contig_1707	2	Z	17908968	18116018	207050	6	28.3	28.3	0.00
dDocent_Contig_26491	dDocent_Contig_23746	2	W	12800311	3668338	9131973	6	36.47	38.89	2.42
dDocent_Contig_31238	dDocent_Contig_66767	2	Z	11614611	9964920	1649691	6	52.87	66.27	13.40
dDocent_Contig_84119	dDocent_Contig_92423	2	4	12464607	12360437	104170	3	5.04	4.42	0.62
dDocent_Contig_63898	dDocent_Contig_2388	2	4	10550937	10856068	305131	3	5.66	5.19	0.47
dDocent_Contig_17871	dDocent_Contig_98083	3	4	9472880	10106898	634018	3	8.91	8.76	0.31
dDocent_Contig_8598	dDocent_Contig_93641	2	4	11612664	12320448	707784	3	8.91	8.91	0.00
dDocent_Contig_42589	dDocent_Contig_18514	2	4	7208166	8998394	1790228	3	12.9	14.64	1.74
dDocent_Contig_117548	dDocent_Contig_123863	2	4	18665055	18274994	390061	3	23.44	25.53	2.09
dDocent_Contig_206752	dDocent_Contig_7766	3	4	19716987	19747051	75017	3	28.01	27.55	0.46
dDocent_Contig_47183	dDocent_Contig_283055	5	4	539195	4055852	3516657	3	30.5	56.57	26.07
dDocent_Contig_112677	dDocent_Contig_49437	3	19	5750837	5406708	344129	9	10.33	16.39	6.06
dDocent_Contig_32622	dDocent_Contig_101801	2	19	1848007	90382	1757625	9	16.72	18.42	1.70
dDocent_Contig_42416	dDocent_Contig_369547	2	19	15071881	15105055	33174	9	41.08	40.75	0.33
dDocent_Contig_61318	dDocent_Contig_215355	3	19	11151138	10526913	624225	9	45.18	62.37	17.19
dDocent_Contig_12063	dDocent_Contig_10430	2	19	11978417	11978108	309	9	63.7	63.7	0.00
dDocent_Contig_123765	dDocent_Contig_40313	2	19	16496794	16496855	61	9	64.01	64.01	0.00
dDocent_Contig_6811	dDocent_Contig_21587	2	2	15910352	15011512	898840	12	7.74	10.41	2.67
dDocent_Contig_16668	dDocent_Contig_95748	3	2	18373135	17546184	826951	12	14.82	18.54	3.72
dDocent_Contig_10414	dDocent_Contig_39799	3	2	2622300	792886	1953408	12	26.15	31.55	6.02
dDocent_Contig_221276	dDocent_Contig_25389	3	2	3222826	4109921	946915	12	33.9	38.05	4.15
dDocent_Contig_9044	dDocent_Contig_99215	2	2	6590393	6494222	96171	12	39.27	40.52	1.25
dDocent_Contig_41166	dDocent_Contig_388381	2	2	5718563	5607483	111080	12	44.9	44.52	0.38
dDocent_Contig_91723	dDocent_Contig_123429	3	2	5991005	6417516	426511	12	46.39	50.9	4.51
dDocent_Contig_14368	dDocent_Contig_7350	2	2	7163359	7232869	69510	12	53.27	55.58	2.31
dDocent_Contig_43640	dDocent_Contig_330040	2	2	11187578	14303262	3115684	12	67.41	67.24	0.17
dDocent_Contig_128151	dDocent_Contig_104204	2	8	5997938	6351198	353260	15	3.96	9.27	5.31
dDocent_Contig_6029	dDocent_Contig_50732	3	8	6487000	6748011	367294	15	16.68	18.54	1.99
dDocent_Contig_79551	dDocent_Contig_6955	6	8	543699	2508642	1964943	15	24.12	37.23	13.11
dDocent_Contig_25572	dDocent_Contig_13315	2	8	8686862	9027355	340493	15	37.23	37.23	0.00
dDocent_Contig_122064	dDocent_Contig_275327	2	8	12207301	12640555	433254	15	47.32	51.18	3.86
dDocent_Contig_30705	dDocent_Contig_136639	2	8	12241580	11338237	903343	15	51.8	58.76	6.96
dDocent_Contig_11136	dDocent_Contig_95051	2	8	15073722	14985680	88042	15	60.77	73.68	12.91
dDocent_Contig_247362	dDocent_Contig_130331	3	14	18382310	17597545	850631	14	0.159999999999997	2.16	2.00
dDocent_Contig_53537	dDocent_Contig_30074	2	14	18917356	18523875	393481	14	4.33	6.81	2.48
dDocent_Contig_17818	dDocent_Contig_48750	2	14	19576119	19925179	349060	14	8.69	10.36	1.67
dDocent_Contig_26947	dDocent_Contig_22663	2	14	27978001	27990866	12865	14	14	15.46	1.46
dDocent_Contig_4686	dDocent_Contig_87663	8	14	24801945	21967792	2989099	14	16.1	29.44	13.34
dDocent_Contig_8979	dDocent_Contig_1470	4	14	26634068	26137416	496652	14	35.67	37.29	1.62
dDocent_Contig_11636	dDocent_Contig_12108	3	5	16184806	16613785	428979	20	18.37	20.72	2.35
dDocent_Contig_43089	dDocent_Contig_31096	2	5	11034468	10590291	444177	20	21.72	22.93	1.21
dDocent_Contig_17856	dDocent_Contig_137192	2	5	18580134	18961234	381100	20	25.21	25.21	0.00
dDocent_Contig_190752	dDocent_Contig_44421	2	5	17928269	18468027	539758	20	25.96	26.33	0.37
dDocent_Contig_233714	dDocent_Contig_4468	2	5	10030533	9922244	108289	20	28.17	28.17	0.00
dDocent_Contig_17991	dDocent_Contig_82589	5	5	13451161	14276035	824874	20	30.33	30.33	0.00
dDocent_Contig_122322	dDocent_Contig_11448	2	5	4644641	4304831	339810	20	31.04	32.49	1.45
dDocent_Contig_3096	dDocent_Contig_79762	3	5	15635965	16048038	412073	20	34.66	34.97	0.31
dDocent_Contig_52549	dDocent_Contig_288916	2	5	5215963	5529806	313843	20	37.13	37.13	0.00
dDocent_Contig_4555	dDocent_Contig_364388	2	3	1568403	1813218	244815	8	11.32	12.09	0.77
dDocent_Contig_61319	dDocent_Contig_36018	4	3	6131052	7390164	1259112	8	15.92	20.73	4.96
dDocent_Contig_68700	dDocent_Contig_339791	2	3	2969423	3799744	830321	8	22.73	22.73	0.00
dDocent_Contig_143868	dDocent_Contig_3538	2	3	5677695	5752589	74894	8	22.58	22.73	0.15
dDocent_Contig_2982	dDocent_Contig_197543	3	3	3963383	3948000	70557	8	25.69	26.72	1.12
dDocent_Contig_6004	dDocent_Contig_305597	2	3	2734099	2540443	193656	8	27.54	29.42	1.88
dDocent_Contig_252480	dDocent_Contig_84428	2	3	5003766	5470056	466290	8	31.31	31.31	0.00
dDocent_Contig_71199	dDocent_Contig_38574	2	3	4548494	4643604	95110	8	31.88	31.88	0.00
dDocent_Contig_157649	dDocent_Contig_10154	2	3	4234566	4363040	128474	8	33.78	33.78	0.00
dDocent_Contig_288155	dDocent_Contig_196865	2	3	4646441	4918677	272236	8	33.78	33.74	0.04
dDocent_Contig_86623	dDocent_Contig_8327	2	3	8976306	8857220	119086	8	33.78	36.52	2.74
dDocent_Contig_28251	dDocent_Contig_85444	2	3	10616265	10113470	502795	8	36.15	38.68	2.53
dDocent_Contig_110926	dDocent_Contig_237447	2	3	11338811	11586215	247404	8	45.96	45.96	0.00
dDocent_Contig_214291	dDocent_Contig_95836	3	3	14874218	12936958	1937260	8	45.42	49.2	3.78
dDocent_Contig_57170	dDocent_Contig_14429	2	3	11093457	11008405	85052	8	49.06	51.6	2.54
dDocent_Contig_16583	dDocent_Contig_85639	3	3	9879958	9897443	47236	8	66.13	67.01	0.88
dDocent_Contig_36898	dDocent_Contig_6237	2	9	17069501	17760987	691486	4	6.5	7.42	0.92
dDocent_Contig_80711	dDocent_Contig_359111	4	9	11395018	12736087	1341069	4	7.42	21.45	14.03
dDocent_Contig_296700	dDocent_Contig_20760	2	9	14893193	15227871	334678	4	22.43	22.43	0.00
dDocent_Contig_99997	dDocent_Contig_336119	2	9	9234281	8249970	984311	4	33.45	35.77	2.32
dDocent_Contig_132541	dDocent_Contig_98257	3	9	7559569	7087645	642110	4	37.63	49.77	12.14
dDocent_Contig_224535	dDocent_Contig_359613	3	9	345243	3214123	2868880	4	61.7	73.22	11.52
dDocent_Contig_103135	dDocent_Contig_14449	7	6	4371579	4987594	685457	24	0	0	0.00
dDocent_Contig_225171	dDocent_Contig_11476	2	6	16057051	16208630	151579	24	6.11	6.78	0.67
dDocent_Contig_54103	dDocent_Contig_260352	2	6	15753386	15774947	21561	24	7.71	7.78	0.07
dDocent_Contig_3207	dDocent_Contig_2507	3	6	11060003	11318196	388400	24	12.91	14.77	1.86
dDocent_Contig_650	dDocent_Contig_110765	2	6	8426346	8729571	303225	24	22.03	22.65	0.62
dDocent_Contig_49942	dDocent_Contig_69223	3	6	16323927	16948530	624603	24	27.75	28.43	0.68
dDocent_Contig_54748	dDocent_Contig_40683	3	6	10757778	10877917	120139	24	29.76	29.43	0.33
dDocent_Contig_22395	dDocent_Contig_1974	2	6	8045126	8023540	21586	24	37.15	38.29	1.14
dDocent_Contig_37011	dDocent_Contig_13350	2	20	11183508	11210620	27112	10	3.62	11.28	7.66
dDocent_Contig_2154	dDocent_Contig_264891	2	20	12569727	12688862	119135	10	12.64	15.1	2.46
dDocent_Contig_68790	dDocent_Contig_85212	3	20	13549997	13489055	86025	10	14.7	17.16	2.46
dDocent_Contig_90559	dDocent_Contig_3559	2	20	1550771	1432359	118412	10	29.07	30.06	0.99
dDocent_Contig_14506	dDocent_Contig_51425	3	20	4993843	3468471	1641003	10	34.61	35.39	0.78
dDocent_Contig_27437	dDocent_Contig_54778	2	20	7926213	7623425	302788	10	35.39	38.5	3.11
dDocent_Contig_21480	dDocent_Contig_48250	2	20	7188914	7257119	68205	10	39.12	41.28	2.16
dDocent_Contig_24473	dDocent_Contig_34	2	20	8151834	8769562	617728	10	43.45	43.14	0.31
dDocent_Contig_20865	dDocent_Contig_73600	2	20	10271761	10792773	521012	10	49.4	52.81	3.41
dDocent_Contig_2844	dDocent_Contig_179549	2	17	3345927	4699280	1353353	19	11.48	17.95	6.47
dDocent_Contig_87984	dDocent_Contig_281	3	17	6143201	5010421	1132780	19	21.54	24.27	2.73
dDocent_Contig_91218	dDocent_Contig_63273	4	17	9265687	6874295	2391392	19	24.55	30.6	6.05
dDocent_Contig_197331	dDocent_Contig_14676	4	17	10523721	11483390	1127057	19	30.96	35.01	4.22
dDocent_Contig_374147	dDocent_Contig_97663	3	17	12275748	13144903	869155	19	41.33	47.85	6.52
dDocent_Contig_85881	dDocent_Contig_137743	2	17	16015470	15303984	711486	19	48.97	51.67	2.70
dDocent_Contig_729	dDocent_Contig_6648	3	15	17048528	18756611	1708083	5	6.54	14.45	7.91
dDocent_Contig_38113	dDocent_Contig_73723	5	15	16518482	14594084	1979233	5	14.78	22.92	8.14
dDocent_Contig_72018	dDocent_Contig_2858	3	15	9680333	10709444	1029111	5	27.28	30.07	2.79
dDocent_Contig_61696	dDocent_Contig_352629	5	15	514046	3692484	3178438	5	33.66	43.71	10.05
dDocent_Contig_92932	dDocent_Contig_38257	3	15	4869591	4509713	643326	5	49.76	55.86	6.43
dDocent_Contig_4163	dDocent_Contig_174148	5	15	5443750	6627427	1183677	5	56.19	56.19	0.33
dDocent_Contig_91505	dDocent_Contig_222489	2	15	13477810	12452769	1025041	5	63.6	65.46	1.86
