START_LOCUS	END_LOCUS	NUM_LOCI	COMP_CHR	COMP_START	COMP_END	COMP_SIZE	MAP_LG	MAP_START	MAP_END	MAP_SIZE
dDocent_Contig_93991	dDocent_Contig_15619	5	12	641113	1194925	556484	6	21.91	25.12	3.21
dDocent_Contig_13705	dDocent_Contig_1052	3	12	6144160	7728343	1584183	6	32.38	34.85	2.47
dDocent_Contig_23746	dDocent_Contig_3528	2	12	8917353	8393990	523363	6	38.89	40.3	1.41
dDocent_Contig_3889	dDocent_Contig_293918	3	12	4473741	3828618	819810	6	55.65	67.72	12.07
dDocent_Contig_92423	dDocent_Contig_84119	2	16	6054687	6104837	50150	3	4.42	5.04	0.62
dDocent_Contig_207044	dDocent_Contig_39533	3	16	5228395	5574408	346013	3	5.66	5.35	0.31
dDocent_Contig_25692	dDocent_Contig_8598	2	16	2083278	2151979	68701	3	8.91	8.91	0.00
dDocent_Contig_98083	dDocent_Contig_17871	2	16	4452136	5134304	682168	3	8.76	8.91	0.15
dDocent_Contig_25574	dDocent_Contig_12895	2	16	3403949	2522252	881697	3	16.67	16.82	0.15
dDocent_Contig_101801	dDocent_Contig_4899	2	7	7639811	7737688	97877	9	18.42	18.42	0.00
dDocent_Contig_244551	dDocent_Contig_59426	2	7	7392409	6953552	438857	9	21.55	23.57	2.02
dDocent_Contig_28238	dDocent_Contig_120494	2	7	5822382	6135349	312967	9	28.97	28.97	0.00
dDocent_Contig_333677	dDocent_Contig_263392	2	7	4504931	4131564	373367	9	33.15	35.71	2.56
dDocent_Contig_10383	dDocent_Contig_40313	5	7	9967299	11169484	1431754	9	40.85	64.01	23.16
dDocent_Contig_49203	dDocent_Contig_4389	2	1	11098423	11698394	599971	12	9.75	10.25	0.50
dDocent_Contig_29713	dDocent_Contig_21587	2	1	10570869	10708263	137394	12	10.41	10.41	0.00
dDocent_Contig_16668	dDocent_Contig_34141	3	1	12939064	14384856	1445792	12	14.82	22.33	7.51
dDocent_Contig_10414	dDocent_Contig_221942	2	1	16206615	15439655	766960	12	26.15	26.72	0.57
dDocent_Contig_74001	dDocent_Contig_7350	7	1	17159881	20905506	3745625	12	32.17	55.58	24.03
dDocent_Contig_128151	dDocent_Contig_84748	4	2	218798	845218	626420	15	3.96	16.55	12.59
dDocent_Contig_19061	dDocent_Contig_13302	3	2	7890006	7351534	538472	15	20.52	47.65	27.13
dDocent_Contig_275327	dDocent_Contig_30705	2	2	5125339	5460655	335316	15	51.18	51.8	0.62
dDocent_Contig_247362	dDocent_Contig_301600	6	4	4076476	6697875	2848897	14	0.159999999999997	16.82	16.66
dDocent_Contig_406	dDocent_Contig_167913	2	4	9811951	8771776	1040175	14	37.12	42.72	5.60
dDocent_Contig_217365	dDocent_Contig_44421	3	5	3008429	2531147	477282	20	25.21	26.33	1.12
dDocent_Contig_233714	dDocent_Contig_4468	2	5	3311288	3412245	100957	20	28.17	28.17	0.00
dDocent_Contig_86305	dDocent_Contig_13865	8	5	4561818	7831922	3272631	20	30.33	39.29	8.96
dDocent_Contig_153650	dDocent_Contig_166590	2	5	9404509	9247593	156916	20	40.92	43.62	2.70
dDocent_Contig_37716	dDocent_Contig_5563	3	5	10904614	12981487	2076873	20	52.15	56.37	4.22
dDocent_Contig_68700	dDocent_Contig_288155	6	6	1425864	2667596	1241732	8	22.73	33.78	11.05
dDocent_Contig_86623	dDocent_Contig_8327	2	6	3388190	3319207	68983	8	33.78	36.52	2.74
dDocent_Contig_28251	dDocent_Contig_86520	4	6	4025827	3995865	543142	8	36.15	41.16	5.01
dDocent_Contig_358491	dDocent_Contig_95836	3	6	4571981	6035141	1463160	8	42.71	49.2	6.49
dDocent_Contig_31830	dDocent_Contig_128759	2	6	6956438	6409360	547078	8	51.54	64.69	13.15
dDocent_Contig_7358	dDocent_Contig_21444	2	18	1482838	1350682	132156	4	4.9	18.58	13.68
dDocent_Contig_359111	dDocent_Contig_296700	2	18	2424157	2111132	313025	4	21.45	22.43	0.98
dDocent_Contig_173	dDocent_Contig_86254	2	18	1660585	1674822	14237	4	26.77	26.95	0.18
dDocent_Contig_336119	dDocent_Contig_297333	4	18	679059	116847	563141	4	35.77	38.1	2.33
dDocent_Contig_70736	dDocent_Contig_118656	4	13	1092023	1289843	197820	24	0	0	0.00
dDocent_Contig_15622	dDocent_Contig_35997	4	13	6783880	7080977	297097	24	6.16	7.11	1.00
dDocent_Contig_260352	dDocent_Contig_27564	2	13	2624566	1602561	1022005	24	7.78	10.81	3.03
dDocent_Contig_2507	dDocent_Contig_8809	2	13	4860183	5497320	637137	24	14.77	17.28	2.51
dDocent_Contig_30631	dDocent_Contig_125630	2	13	3533337	3670785	137448	24	17.4	18.8	1.40
dDocent_Contig_650	dDocent_Contig_337536	2	13	7322027	7861098	539071	24	22.03	22.65	0.62
dDocent_Contig_392339	dDocent_Contig_25110	3	13	11554023	11827991	273968	24	26.89	28.43	1.54
dDocent_Contig_69223	dDocent_Contig_216625	5	13	10767475	10064333	719847	24	28.43	31.24	2.81
dDocent_Contig_22395	dDocent_Contig_21002	3	13	8509700	9035093	525393	24	37.15	44.06	6.91
dDocent_Contig_131719	dDocent_Contig_112107	2	13	12149454	12065406	84048	24	49.15	54.67	5.52
dDocent_Contig_68790	dDocent_Contig_85212	2	15	1714391	1670087	44304	10	14.7	17.16	2.46
dDocent_Contig_12674	dDocent_Contig_85216	2	15	2443533	2300586	142947	10	19.91	25.19	5.28
dDocent_Contig_14506	dDocent_Contig_172611	2	15	6544849	6741424	196575	10	34.61	34.61	0.00
dDocent_Contig_73753	dDocent_Contig_51425	2	15	5679331	5750636	71305	10	35.39	35.39	0.00
dDocent_Contig_127992	dDocent_Contig_3187	2	15	645979	1472284	826305	10	53.56	58.07	4.51
dDocent_Contig_2844	dDocent_Contig_3962	6	3	14234251	8629016	5629577	19	11.48	30.14	18.66
dDocent_Contig_374147	dDocent_Contig_36101	3	2	5492160	6593700	1101540	19	41.33	47.85	6.52
dDocent_Contig_4651	dDocent_Contig_6648	3	1	3680740	3539505	619586	5	10.88	14.45	3.90
dDocent_Contig_21675	dDocent_Contig_35078	2	1	8232783	7917360	315423	5	22.01	25.28	3.27
dDocent_Contig_72018	dDocent_Contig_2858	3	1	238157	499110	260953	5	27.28	30.07	2.79
dDocent_Contig_61696	dDocent_Contig_22567	4	1	4609855	5270421	660566	5	33.66	40.17	6.51
dDocent_Contig_352629	dDocent_Contig_92932	2	20	1769177	1946774	177597	5	43.71	49.76	6.05
dDocent_Contig_4163	dDocent_Contig_38257	6	20	2278868	3455416	1176548	5	56.19	55.86	0.33
